term,definition,disciplines,url
Enhanced Geothermal Systems,Human-made underground geothermal reservoirs that extract geothermal energy from the Earth for electricity generation and/or heating applications. EGS reservoirs are created by drilling wells and injecting water to stimulate the rocks and create permeability.,,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Fault,A fracture or fracture zone in the Earth's crust along which slippage of adjacent Earth material occurs.,,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Flash Steam,Steam produced when the pressure on a geothermal liquid is reduced. The depressurization of geothermal fluid to transform it into steam is also called “flashing”. Flash steam plants are the most common type of geothermal power plants in operation today. Learn more about electricity generation from geothermal power plants.,,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Fumarole,"A vent or hole in the Earth's surface, usually in a volcanic region, from which steam, gaseous vapors, or hot gases issue.",,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Geology,"Study of the planet Earth—its composition, structure, natural processes, and history.",,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Geophones,"Also known as downhole sensors, these collect high-resolution, real-time micro-seismic data to inform how a geothermal reservoir is growing. Geothermal developers need this information to adjust operations and design the most effective and efficient EGS reservoirs.",,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Geothermal,Of or relating to the Earth's interior heat.,,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Geothermal District Heating (GDH),A type of direct use in which a utility system supplies multiple users with hot water or steam from a central plant or well field through a distribution network.,,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Geothermal Energy,"The Earth's interior heat made available to humanity by extracting it from hot water or rocks. This is literally the “heat beneath our feet,” or heat that flows continuously from the Earth’s interior to the surface. This heat has been radiating from the earth’s core for about 4.5 billion years.",,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Geothermal Gradient,The rate of temperature increase in the Earth as a function of depth. Temperature increases an average of 1° Fahrenheit for every 75 feet in descent.,,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Geothermal Heat Pumps,"Mature technologies that use the constant temperature of the shallow earth (40–70°F) to provide heating and cooling solutions to buildings wherever the ground can be cost-effectively accessed to depths below seasonal temperature variations. Geothermal heat pumps increase the efficiency and reduce the energy consumption of heating and cooling systems in residential and commercial buildings. They are currently deployed across all 50 states, and the market is growing as their value becomes better understood.",,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Geyser,A spring that shoots jets of hot water and steam into the air.,,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Heat Exchanger,A device for transferring thermal energy from one fluid to another.,,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Heat Flow,"Movement of heat from within the Earth to the surface, where it is dissipated into the atmosphere, surface water, and space by radiation.",,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Hydrothermal Resource,A conventional geothermal resource (Underground system of hot water and/or steam) that can be tapped for electricity generation using existing technologies.,,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Injection,The process of returning spent geothermal fluids to the subsurface. Sometimes referred to as reinjection.,,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Kilowatt (kW),"1,000 watts—a unit of electric power.",,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Kilowatt-Hour (kWh),"The energy represented by 1 kilowatt of power consumed for a period of 1 hour, equal to 3,413 Btus.",,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Known Geothermal Resource Area (KGRA),A region identified by the U.S. Geological Survey as containing geothermal resources.,,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Lithium,"A soft, light metal, found in rocks and subsurface fluids called brines. As a critical mineral, lithium is crucial to domestic high-tech manufacturing, especially for electric vehicle and grid storage batteries and components. Learn more in the Lithium StoryMap.",,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Load,The simultaneous demand of all customers required at any specified point in an electric power system.,,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Low Temperature Resources,"Low-temperature geothermal resources are generally considered those below 300°F (150°C), which are ubiquitous in shallow soil, rock, and/or aquifers and have valuable thermal storage properties. Learn more about the Office of Geothermal’s work in this area.",,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Magma,"Molten rock within the Earth, from which igneous rock is formed by cooling.",,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Machine Learning,"The use of advanced algorithms to identify patterns and make inferences from data. Machine learning and artificial intelligence can provide insights on large, complicated datasets, including those used to analyze geothermal energy. The rapidly advancing field of machine learning offers substantial opportunities for technology advancement and cost reduction throughout the geothermal project lifecycle, from resource exploration to power plant operations.",,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Mantle,"The Earth's inner layer of molten rock, lying beneath the Earth's crust and above the Earth's core of liquid iron and nickel.",,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Peaking Plants,Electricity generating plants that are operated to meet the peak or maximum load on the system. The cost of energy from such plants is usually higher than from baseload plants.,,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Permeability,"The capacity of a solid substance (such as rock) to transmit a fluid. The degree of permeability depends on the number, size, and shape of the pores and/or fractures in the rock and their interconnections. It is measured by the time it takes a fluid of standard viscosity to move a given distance. The unit of permeability is the Darcy.",,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Plate Tectonics,"A theory of global-scale dynamics involving the movement of many rigid plates of the Earth's crust. Tectonic activity is evident along the margins of the plates where buckling, grinding, faulting, and vulcanism occur as the plates are propelled by the forces of deep-seated mantle convection currents. Geothermal resources are often associated with tectonic activity, since it allows groundwater to come in contact with deep subsurface heat sources.",,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Porosity,"The ratio of the aggregate volume of pore spaces in rock or soil to its total volume, usually stated as a percent.",,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Reservoir,"A natural underground container of liquids or gases, such as water or steam (or, in the petroleum context, oil or gas).",,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Salinity,A measure of the quantity or concentration of dissolved salts in water.,,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Subsidence,A sinking of an area of the Earth's crust due to fluid withdrawal and subsurface pressure decline.,,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Total dissolved solids (TDS),Term used to describe the amount of solid materials in water.,,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Thermal Gradient,The rate of increase or decrease in the Earth's temperature relative to depth.,,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Transmission Line,Structures and conductors that carry bulk supplies of electrical energy from power-generating units.,,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Turbine,"A bladed, rotating engine activated by the reaction or impulse, or both, of a directed current of fluid. In electric power applications, such as geothermal plants, the turbine is attached to and spins a generator to produce electricity.",,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Vapor-Dominated,A geothermal reservoir system in which subsurface pressures are controlled by vapor rather than by liquid. Sometimes referred to as a dry-steam reservoir.,,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
Well Logging,"Assessing the geologic, engineering, and physical properties and characteristics of geothermal reservoirs with instruments placed in the wellbore. Office of Geothermal emails bring geothermal funding opportunities, events, publications, and activities directly to your inbox. Committed to Restoring America’s Energy Dominance. Follow Us",,https://www.energy.gov/hgeo/geothermal/geothermal-glossary
