term,definition,disciplines,url
Electrolysis,"A process that uses electricity, passing through an electrolytic solution or other appropriate medium, to cause a reaction that breaks chemical bonds (e.g., electrolysis of water to produce hydrogen and oxygen).",,https://www.energy.gov/eere/fuelcells/glossary#electrolysis
Electrolyte,"A substance that conducts charged ions from one electrode to the other in a fuel cell, battery, or electrolyzer.",,https://www.energy.gov/eere/fuelcells/glossary#electrolyte
Electron,A stable atomic particle that has a negative charge; the flow of electrons through a substance constitutes electricity.,,https://www.energy.gov/eere/fuelcells/glossary#electron
Emission Standards,Regulatory standards that govern the amount of a given pollutant that can be discharged into the air from a given source.,,https://www.energy.gov/eere/fuelcells/glossary
Endothermic,A chemical reaction that absorbs or requires energy (usually in the form of heat).,,https://www.energy.gov/eere/fuelcells/glossary#endothermic
Energy,"The quantity of work a system or substance is capable of doing, usually measured in British thermal units (Btu) or Joules (J).",,https://www.energy.gov/eere/fuelcells/glossary
Energy Content,Amount of energy for a given weight of fuel.,,https://www.energy.gov/eere/fuelcells/glossary
Energy Density,Amount of potential energy in a given measurement of fuel. See Gravimetric Energy Density and Volumetric Energy Density.,,https://www.energy.gov/eere/fuelcells/glossary
Engine,A machine that converts heat energy into mechanical energy.,,https://www.energy.gov/eere/fuelcells/glossary
Ethanol (CH3CH2OH),"An alcohol containing two carbon atoms. Ethanol is a clear, colorless liquid and is the same alcohol found in beer, wine, and whiskey. Ethanol can be produced from cellulosic materials or by fermenting a sugar solution with yeast.",,https://www.energy.gov/eere/fuelcells/glossary#ethanol
Exhaust Emissions,"Materials emitted into the atmosphere through any opening downstream of the exhaust ports of an engine, including water, particulates, and pollutants.",,https://www.energy.gov/eere/fuelcells/glossary
Exothermic,A chemical reaction that gives off heat.,,https://www.energy.gov/eere/fuelcells/glossary#exothermic
Fahrenheit,"A temperature scale and unit of temperature (°F) named for German physicist Gabriel Daniel Fahrenheit (1686–1736), who was the first to use mercury as a thermometric fluid in 1714.",,https://www.energy.gov/eere/fuelcells/glossary
Flammability Limits,"The flammability range of a gas is defined in terms of its lower flammability limit (LFL) and its upper flammability limit (UFL). Between the two limits is the flammable range in which the gas and air are in the right proportions to burn when ignited. Below the lower flammability limit, there is not enough fuel to burn. Above the higher flammability limit, there is not enough air to support combustion.",,https://www.energy.gov/eere/fuelcells/glossary
Flashpoint,The lowest temperature under very specific conditions at which a substance will begin to burn.,,https://www.energy.gov/eere/fuelcells/glossary
Flexible Fuel Vehicle,"A vehicle that can operate on a wide range of fuel blends (e.g., blends of gasoline and alcohol) that can be put in the same fuel tank.",,https://www.energy.gov/eere/fuelcells/glossary
Fuel,A material used to create heat or power through conversion in such processes as combustion or electrochemistry.,,https://www.energy.gov/eere/fuelcells/glossary
Fuel Cell,"A device that produces electricity through an electrochemical process, usually from hydrogen and oxygen.",,https://www.energy.gov/eere/fuelcells/glossary#fuel_cell
Fuel Cell Poisoning,The lowering of a fuel cell's efficiency due to impurities in the fuel binding to the catalyst.,,https://www.energy.gov/eere/fuelcells/glossary#fuel_cell_poisoning
Fuel Cell Stack,Individual fuel cells connected in a series. Fuel cells are stacked to increase voltage.,,https://www.energy.gov/eere/fuelcells/glossary#stack
Fuel Processor,"Device used to generate hydrogen from fuels such as natural gas, propane, gasoline, methanol, and ethanol for use in fuel cells.",,https://www.energy.gov/eere/fuelcells/glossary
Gas,"Fuel gas such as natural gas, undiluted liquefied petroleum gases (vapor phase only), liquefied petroleum gas-air mixtures, or mixtures of these gases.",,https://www.energy.gov/eere/fuelcells/glossary#gas
Gas Diffusion,"Mixing of two gases caused by random molecular motions. Gases diffuse very quickly, liquids diffuse much more slowly, and solids diffuse at very slow (but often measurable) rates. Molecular collisions make diffusion slower in liquids and solids.",,https://www.energy.gov/eere/fuelcells/glossary#gas_diffusion
Graphite,"Mineral consisting of a form of carbon that is soft, black, and lustrous and has a greasy feeling. Graphite is used in pencils, crucibles, lubricants, paints, and polishes.",,https://www.energy.gov/eere/fuelcells/glossary
Gravimetric Energy Density,Potential energy in a given weight of fuel.,,https://www.energy.gov/eere/fuelcells/glossary#gravimetric
Greenhouse Effect,"Warming of the Earth's atmosphere due to gases in the atmosphere that allow solar radiation (visible, ultraviolet) to reach the Earth's atmosphere but do not allow the emitted infrared radiation to pass back out of the Earth's atmosphere.",,https://www.energy.gov/eere/fuelcells/glossary#greenhouse_effect
Greenhouse Gas (GHG),Gases in the Earth's atmosphere that contribute to the greenhouse effect.,,https://www.energy.gov/eere/fuelcells/glossary#greenhouse_gas
Heat Exchanger,"Device (e.g., a radiator) that is designed to transfer heat from the hot coolant that flows through it to the air blown through it by the fan.",,https://www.energy.gov/eere/fuelcells/glossary
Heating Value (TOTAL),"The number of British thermal units (Btu) produced by the combustion of one cubic foot of gas at constant pressure when the products of combustion are cooled to the initial temperature of the gas and air, when the water vapor formed during combustion is condensed, and when all the necessary corrections have been applied.",,https://www.energy.gov/eere/fuelcells/glossary#heating_value
Higher Heating Value (HHV),See heating value.,,https://www.energy.gov/eere/fuelcells/glossary
Hybrid Electric Vehicle (HEV),"A vehicle combining a battery-powered electric motor with a traditional internal combustion engine. The vehicle can run on either the battery or the engine or both simultaneously, depending on the performance objectives for the vehicle.",,https://www.energy.gov/eere/fuelcells/glossary#hybrid
Hydrides,Chemical compounds formed when hydrogen gas reacts with metals. Used for storing hydrogen gas.,,https://www.energy.gov/eere/fuelcells/glossary#hydrides
Hydrocarbon (HC),"An organic compound containing carbon and hydrogen, usually derived from fossil fuels, such as petroleum, natural gas, and coal.",,https://www.energy.gov/eere/fuelcells/glossary#hc
Hydrogen (H2),"Hydrogen (H) is the most abundant element in the universe, but it is generally bonded to another element. Hydrogen gas (H2) is a diatomic gas composed of two hydrogen atoms and is colorless and odorless. Hydrogen is flammable when mixed with oxygen over a wide range of concentrations.",,https://www.energy.gov/eere/fuelcells/glossary#hydrogen
Hydrogen-Rich Fuel,"A fuel that contains a significant amount of hydrogen, such as gasoline, diesel fuel, methanol (CH3OH), ethanol (CH3CH2OH), natural gas, and coal.",,https://www.energy.gov/eere/fuelcells/glossary
Impurities,Undesirable foreign material(s) in a pure substance or mixture.,,https://www.energy.gov/eere/fuelcells/glossary
Internal Combustion Engine (ICE),An engine that converts the energy contained in a fuel inside the engine into motion by combusting the fuel. Combustion engines use the pressure created by the expansion of combustion product gases to do mechanical work.,,https://www.energy.gov/eere/fuelcells/glossary
Ion,Atom or molecule that carries a positive or negative charge because of the loss or gain of electrons.,,https://www.energy.gov/eere/fuelcells/glossary#ion
Kilogram (kg),"Metric unit of weight or mass equal to approximately 2.2 lb. Related units are the milligram (mg) at 1,000,000 per kg and the metric tonne at 1,000 kg.",,https://www.energy.gov/eere/fuelcells/glossary
Kilowatt (kW),"A unit of power equal to about 1.34 horsepower or 1,000 watts.",,https://www.energy.gov/eere/fuelcells/glossary#kw
LH2,See liquefied hydrogen.,,https://www.energy.gov/eere/fuelcells/glossary#lh2
Liquefied Natural Gas (LNG),Natural gas in liquid form. Natural gas is a liquid at -162°C (-259°F) at ambient pressure.,,https://www.energy.gov/eere/fuelcells/glossary#lng
Liquefied Petroleum Gas (LPG),"Any material that consists predominantly of any of the following hydrocarbons or mixtures of hydrocarbons: propane, propylene, normal butane, isobutylene, and butylenes. LPG is usually stored under pressure to maintain the mixture in the liquid state.",,https://www.energy.gov/eere/fuelcells/glossary#lpg
Liquid,"A substance that, unlike a solid, flows readily but, unlike a gas, does not tend to expand indefinitely.",,https://www.energy.gov/eere/fuelcells/glossary
Lower Heating Value,See heating value.,,https://www.energy.gov/eere/fuelcells/glossary
Mechanical Energy,Energy in a mechanical form.,,https://www.energy.gov/eere/fuelcells/glossary#mechanical
Megawatt (MW),"A unit of power equal to one million watts or 1,000 kilowatts.",,https://www.energy.gov/eere/fuelcells/glossary#mega
Membrane,The separating layer in a fuel cell that acts as electrolyte (an ion-exchanger) as well as a barrier film separating the gases in the anode and cathode compartments of the fuel cell.,,https://www.energy.gov/eere/fuelcells/glossary
Meter (m),"Basic metric unit of length equal to 3.28 feet, 1.09 yards, or 39.37 inches. Related units are the decimeter (dm) at 10 per meter, the centimeter (cm) at 100 per meter, the millimeter (mm) at 1,000 per meter, and the kilometer (km) at 1,000 meters.",,https://www.energy.gov/eere/fuelcells/glossary
Methane (CH4),See natural gas.,,https://www.energy.gov/eere/fuelcells/glossary#methane
Methanol (CH3OH),"An alcohol containing one carbon atom. It has been used, together with some of the higher alcohols, as a high-octane gasoline component and is a useful automotive fuel.",,https://www.energy.gov/eere/fuelcells/glossary#methanol
Miles Per Gallon Equivalent (MPGE),"Energy content equivalent to that of a gallon of gasoline (114,320 Btu).",,https://www.energy.gov/eere/fuelcells/glossary
Millimeter (mm),"Metric unit of length equal to 0.04 inches. There are 25 millimeters in an inch and 1,000 millimeters in a meter.",,https://www.energy.gov/eere/fuelcells/glossary
Milliwatt (mW),A unit of power equal to one-thousandth of a watt.,,https://www.energy.gov/eere/fuelcells/glossary#mw
Molten Carbonate Fuel Cell (MCFC),A type of fuel cell that contains a molten carbonate electrolyte. Carbonate ions (CO3-2) are transported from the cathode to the anode. Operating temperatures are typically near 650°C.,,https://www.energy.gov/eere/fuelcells/glossary#mcfc
Nafion®,Sulfonic acid in a solid polymer form that is usually the electrolyte of PEM fuel cells.,,https://www.energy.gov/eere/fuelcells/glossary
Natural Gas,A naturally occurring gaseous mixture of simple hydrocarbon components (primarily methane) used as a fuel.,,https://www.energy.gov/eere/fuelcells/glossary#ng
Nitrogen (N2),"A diatomic colorless, tasteless, odorless gas that constitutes 78% of the atmosphere by volume.",,https://www.energy.gov/eere/fuelcells/glossary#nitrogen
Nitrogen Oxides (NOx),"Any chemical compound of nitrogen and oxygen. Nitrogen oxides result from high temperature and pressure in the combustion chambers of automobile engines and other power plants during the combustion process. When combined with hydrocarbons in the presence of sunlight, nitrogen oxides form smog. Nitrogen oxides are basic air pollutants; automotive exhaust emission levels of nitrogen oxides are regulated by law.",,https://www.energy.gov/eere/fuelcells/glossary
Oxidant,"A chemical, such as oxygen, that consumes electrons in an electrochemical reaction.",,https://www.energy.gov/eere/fuelcells/glossary#oxidant
Oxidation,"Loss of one or more electrons by an atom, molecule, or ion.",,https://www.energy.gov/eere/fuelcells/glossary#oxidation
Oxygen (O2),"A diatomic colorless, tasteless, odorless, gas that makes up about 21% of air.",,https://www.energy.gov/eere/fuelcells/glossary#oxygen
Partial Oxidation,Fuel reforming reaction where the fuel is oxidized partially to carbon monoxide and hydrogen rather than fully oxidized to carbon dioxide and water. This is accomplished by injecting air with the fuel stream prior to the reformer. The advantage of partial oxidation over steam reforming of the fuel is that it is an exothermic reaction rather than an endothermic reaction and therefore generates its own heat.,,https://www.energy.gov/eere/fuelcells/glossary
Pascal (Pa),"The Pascal is the International System of Units (SI)-derived unit of pressure or stress. It is a measure of perpendicular force per unit area. It is equivalent to one newton per square meter. A megapascal equals 1,000,000 Pascals.",,https://www.energy.gov/eere/fuelcells/glossary#pascal
Permeability,Ability of a membrane or other material to permit a substance to pass through it.,,https://www.energy.gov/eere/fuelcells/glossary
Phosphoric Acid Fuel Cell (PAFC),A type of fuel cell in which the electrolyte consists of concentrated phosphoric acid (H3PO4). Protons (H+) are transported from the anode to the cathode. The operating temperature range is generally 160°C–220°C.,,https://www.energy.gov/eere/fuelcells/glossary#pafc
Polymer,Natural or synthetic compound composed of repeated links of simple molecules.,,https://www.energy.gov/eere/fuelcells/glossary#polymer
Polymer Electrolyte Membrane (PEM),A fuel cell incorporating a solid polymer membrane used as its electrolyte. Protons (H+) are transported from the anode to the cathode. The operating temperature range is generally 60°C–100°C.,,https://www.energy.gov/eere/fuelcells/glossary#polymer_electrolyte_membrane
Polymer Electrolyte Membrane Fuel Cell (PEMFC or PEFC),"A type of acid-based fuel cell in which the transport of protons (H+) from the anode to the cathode is through a solid, aqueous membrane impregnated with an appropriate acid. The electrolyte is a called a polymer electrolyte membrane (PEM). The fuel cells typically run at low temperatures (<100°C).",,https://www.energy.gov/eere/fuelcells/glossary#pemfc
Propane (C3H8),See LPG.,,https://www.energy.gov/eere/fuelcells/glossary#propane
Proton,A subatomic particle in the nucleus of an atom that carries a positive electric charge and is not movable by electrical means.,,https://www.energy.gov/eere/fuelcells/glossary#proton
Proton Exchange Membrane (PEM),See polymer electrolyte membrane.,,https://www.energy.gov/eere/fuelcells/glossary#proton_exchange_membrane
Reactant,A chemical substance that is present at the start of a chemical reaction.,,https://www.energy.gov/eere/fuelcells/glossary#reactant
Reactor,"Device or process vessel in which chemical reactions (e.g., catalysis in fuel cells) take place.",,https://www.energy.gov/eere/fuelcells/glossary
Reformate,Hydrocarbon fuel that has been processed into hydrogen and other products for use in fuel cells.,,https://www.energy.gov/eere/fuelcells/glossary
Reformer,"Device used to generate hydrogen from fuels such as natural gas, propane, gasoline, methanol, and ethanol for use in fuel cells.",,https://www.energy.gov/eere/fuelcells/glossary
Reforming,"A chemical process in which hydrogen-containing fuels react with steam, oxygen, or both to produce a hydrogen-rich gas stream.",,https://www.energy.gov/eere/fuelcells/glossary
Reformulated Gasoline,"Gasoline that is blended so that, on average, it reduces volatile organic compounds and air toxics emissions significantly relative to conventional gasolines.",,https://www.energy.gov/eere/fuelcells/glossary
Regenerative Fuel Cell,A fuel cell that produces electricity from hydrogen and oxygen and can use electricity from solar power or some other source to divide the excess water into oxygen and hydrogen fuel to be re-used by the fuel cell.,,https://www.energy.gov/eere/fuelcells/glossary#regenerative_fuel_cell
Renewable Energy,"A form of energy that is never exhausted because it is renewed by nature (within short time scales; e.g., wind, solar radiation, hydro power).",,https://www.energy.gov/eere/fuelcells/glossary
Reversible Fuel Cell,See regenerative fuel cell.,,https://www.energy.gov/eere/fuelcells/glossary
Solid Oxide Fuel Cell (SOFC),"A type of fuel cell in which the electrolyte is a solid, nonporous metal oxide, typically zirconium oxide (ZrO2) treated with Y2O3, and O-2 is transported from the cathode to the anode. Any CO in the reformate gas is oxidized to CO2 at the anode. Temperatures of operation are typically 800°C–1,000°C.",,https://www.energy.gov/eere/fuelcells/glossary#sofc
Sorbent,"Material that sorbs another (i.e., has the capacity or tendency to take it up either by adsorption or absorption).",,https://www.energy.gov/eere/fuelcells/glossary
Sorption,Process by which one substance takes up or holds another.,,https://www.energy.gov/eere/fuelcells/glossary
Stack,See fuel cell stack.,,https://www.energy.gov/eere/fuelcells/glossary
Steam Reforming,"The process for reacting a hydrocarbon fuel, such as natural gas, with steam to produce hydrogen as a product. This is a common method for bulk hydrogen generation.",,https://www.energy.gov/eere/fuelcells/glossary
Technology Validation,Confirming that technical targets for a given technology have been met.,,https://www.energy.gov/eere/fuelcells/glossary
Temperature,A measure of thermal content. See also ambient temperature.,,https://www.energy.gov/eere/fuelcells/glossary
Turbine,"Machine for generating rotary mechanical power from the energy in a stream of fluid. The energy, originally in the form of head or pressure energy, is converted to velocity energy by passing through a system of stationary and moving blades in the turbine.",,https://www.energy.gov/eere/fuelcells/glossary
Turbocharger,A device used for increasing the pressure and density of a fluid entering a fuel cell power plant using a compressor driven by a turbine that extracts energy from the exhaust gas.,,https://www.energy.gov/eere/fuelcells/glossary#turbo
Turbocompressor,Machine for compressing air or other fluids (reactant if supplied to a fuel cell system) in order to increase the reactant pressure and concentration.,,https://www.energy.gov/eere/fuelcells/glossary
Volumetric Energy Density,Potential energy in a given volume of fuel.,,https://www.energy.gov/eere/fuelcells/glossary#volumetric
Water (H2O),"A colorless, transparent, odorless, tasteless liquid compound of hydrogen and oxygen. The liquid form of steam and ice. Fresh water at atmospheric pressure is used as a standard for describing the relative density of liquids, the standard for liquid capacity, and the standard for fluid flow. The melting and boiling points of water are the basis for the Celsius temperature system. Water is the only byproduct of the combination of hydrogen and oxygen and is produced during the burning of any hydrocarbon. Water is the only substance that expands on freezing as well as by heating and has a maximum density at 4°C.",,https://www.energy.gov/eere/fuelcells/glossary#water
Watt (W),"A unit of power equal to one Joule of work performed per second; 746 watts is the equivalent of one horsepower. The watt is named for James Watt, Scottish engineer (1736–1819) and pioneer in steam engine design.",,https://www.energy.gov/eere/fuelcells/glossary#watt
Wt.%,"The term wt.% (abbreviation for weight percent) is widely used in hydrogen storage research to denote the amount of hydrogen stored on a weight basis, and the term mass % is also occasionally used. The term can be used for materials that store hydrogen or for the entire storage system (e.g., material or compressed/liquid hydrogen as well as the tank and other equipment required to contain the hydrogen such as insulation, valves, regulators, etc.). For example, 6 wt.% on a system-basis means that 6% of the entire system by weight is hydrogen. On a material basis, the wt.% is the mass of hydrogen divided by the mass of material plus hydrogen.",,https://www.energy.gov/eere/fuelcells/glossary#wt
