term,definition,disciplines,url
Multiple purpose reservoir,"Stored water and its usage governed by advanced water resource conservation practices to achieve more than one water control objective. Some of the objectives include flood control, hydroelectric power development, irrigation, recreation usage, and wilderness protection.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#multi_res
Municipal solid waste (MSW),Garbage collected from municipalities or a similar customer base (including a mix of residential and commercial entities) consisting of biogenic and non-biogenic fractions that would typically be disposed of at a landfill or incinerated. Useful energy may be extracted from MSW either by capturing the heat produced by burning it to produce steam and electricity or by separating and processing the organic materials to produce higher-value fuels.,,https://www.eia.gov/tools/glossary/index.php?id=renewable#mun_solid_waste
Municipal waste,"As defined in the Energy Security Act (P.L. 96-294; 1980) as ""any organic matter, including sewage, sewage sludge, and industrial or commercial waste, and mixtures of such matter and inorganic refuse from any publicly or privately operated municipal waste collection or similar disposal system, or from similar waste flows (other than such flows which constitute agricultural wastes or residues, or wood wastes or residues from wood harvesting activities or production of forest products).""",,https://www.eia.gov/tools/glossary/index.php?id=renewable#mun_waste
Net head,The gross head minus all hydraulic losses except those chargeable to the turbine.,,https://www.eia.gov/tools/glossary/index.php?id=renewable#net_head
Non-biomass waste,"Material of non-biological origin that is a byproduct or a discarded product. ""Non-biomass waste"" includes municipal solid waste from non-biogenic sources, such as plastics, and tire-derived fuels.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#nonbio_waste
Ocean energy systems,"Energy conversion technologies that harness the energy in tides, waves, and thermal gradients in the oceans.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#oes
Ocean thermal energy conversion (OTEC),The process or technologies for producing energy by harnessing the temperature differences (thermal gradients) between ocean surface waters and that of ocean depths. Warm surface water is pumped through an evaporator containing a working fluid in a closed Rankine-cycle system. The vaporized fluid drives a turbine/generator.,,https://www.eia.gov/tools/glossary/index.php?id=renewable#ocean_therm_ec
Offshore,"That geographic area that lies seaward of the coastline. In general, the coastline is the line of ordinary low water along with that portion of the coast that is in direct contact with the open sea or the line marking the seaward limit of inland water. If a state agency uses a different basis for classifying onshore and offshore areas, the state classification should be used (e.g., Cook Inlet in Alaska is classified as offshore; for Louisiana, the coastline is defined as the Chapman Line, as modified by subsequent adjudication).",,https://www.eia.gov/tools/glossary/index.php?id=renewable#offshore
Other agricultural and forestry products,"Biofuel feedstock that is not corn, grain sorghum, agricultural and forestry residues and dedicated energy crops, as used on Form EIA-819, Monthly Report of Biofuels, Fuels from Non-Biogenic Wastes, Fuel Oxygenates, Isooctane, and Isooctene.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#Oth_agri_forest_prod
Other recycled feed and waste,"Biofuel feedstock of recycled feed and waste that is not municipal solid waste or yard and food waste, as used on Form EIA-819, Monthly Report of Biofuels, Fuels from Non-Biogenic Wastes, Fuel Oxygenates, Isooctane, and Isooctene.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#oth_recy_feed_waste
Parabolic dish,"A high-temperature (above 180 degrees Fahrenheit) solar thermal concentrator, generally bowl-shaped, with two-axis tracking.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#para_dish
Parabolic trough,A high-temperature (above 180 degrees Fahrenheit) solar thermal concentrator with the capacity for tracking the sun using one axis of rotation.,,https://www.eia.gov/tools/glossary/index.php?id=renewable#para_trough
Passive solar heating,"A solar heating system that uses no external mechanical power, such as pumps or blowers, to move the collected solar heat.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#pass_sol_heat
Photovoltaic cell (PVC),An electronic device consisting of layers of semiconductor materials fabricated to form a junction (adjacent layers of materials with different electronic characteristics) and electrical contacts and being capable of converting incident light directly into electricity (direct current).,,https://www.eia.gov/tools/glossary/index.php?id=renewable#photo_cell
Photovoltaic module,"An integrated assembly of interconnected photovoltaic cells designed to deliver a selected level of working voltage and current at its output terminals, packaged for protection against environmental degradation, and suited for incorporation in photovoltaic power systems.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#photo_module
Pondage,The amount of water stored behind a hydroelectric dam of relatively small storage capacity; the dam is usually used for daily or weekly control of the flow of the river.,,https://www.eia.gov/tools/glossary/index.php?id=renewable#pondage
Preliminary permit (hydroelectric power),"A single site permit granted by the FERC (Federal Energy Regulatory Commission), which gives the recipient priority over anyone else to apply for a hydroelectric license. The preliminary permit enables the recipient to prepare a license application and conduct various studies for economic feasibility and environmental impacts. The period for a preliminary permit may extend to 3 years.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#pre_permit
Public Utility Regulatory PoliciesAct (PURPA) of 1978,"One part of the National Energy Act, PURPA contains measures designed to encourage the conservation of energy, more efficient use of resources, and equitable rates. Principal among these were suggested retail rate reforms and new incentives for production of electricity by cogenerators and users of renewable resources. The Commission has primary authority for implementing several key PURPA programs.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#purpa_78
Pulp chips,Timber or residues processed into small pieces of wood of more or less uniform dimensions with minimal amounts of bark.,,https://www.eia.gov/tools/glossary/index.php?id=renewable#pulp_chips
Pulp wood,"Roundwood, whole-tree chips, or wood residues.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#pulp_wood
Pulping liquor (black liquor),"The alkaline spent liquor removed from the digesters in the process of chemically pulping wood. After evaporation, the liquor is burned as a fuel in a recovery furnace that permits the recovery of certain basic chemicals.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#pulp_liquor
PVCs that convert sunlight directly into energy,"A method for producing energy by converting sunlight using photovoltaic cells (PVCs) that are solid-state single converter devices. Although currently not in wide usage, commercial customers have a growing interest in usage and, therefore, DOE has a growing interest in the impact of PVCs on energy consumption. Economically, PVCs are competitive with other sources of electricity.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#pvc
Reforestation,Replanting of forests on lands that have recently been harvested or otherwise cleared of trees.,,https://www.eia.gov/tools/glossary/index.php?id=renewable#reforestation
Regulated streamflow,The rate of flow past a given point during a specified period that is controlled by reservoir water release operation.,,https://www.eia.gov/tools/glossary/index.php?id=renewable#reg_stream
Renewable diesel fuel,"Renewable fuel consisting of hydrocarbon molecules, produced through the hydrotreating of animal fats, vegetable oils, and recycled grease feedstocks. It is considered a drop-in replacement to petroleum-based diesel fuel (for example, it can be used in diesel engines without modification). Renewable diesel fuel reported on the EIA-819 is produced at dedicated biorefineries or co-processed at petroleum refineries.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#ren_diesel_fuel
Renewable energy resources,"Energy resources that are naturally replenishing but flow-limited. They are virtually inexhaustible in duration but limited in the amount of energy that is available per unit of time. Renewable energy resources include biomass, hydro, geothermal, solar, wind, ocean thermal, wave action, and tidal action.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#ren_en_res
Renewable Fuel Standard (RFS),The U.S. Environmental Protection Agency implements the Renewable Fuel Standard (RFS) program in consultation with the U.S. Department of Agriculture and the U.S. Department of Energy. The RFS requires transportation fuel sold in the United States to contain a minimum volume of renewable fuels and for these fuels to be blended into transportation fuel in increasing amounts each year.,,https://www.eia.gov/tools/glossary/index.php?id=renewable#ren_fuel_std
Renewable gasoline,"A renewable fuel consisting of hydrocarbon molecules and considered a replacement for petroleum motor gasoline fuel (in other words, it can be used in motor gasoline engines without modification).",,https://www.eia.gov/tools/glossary/index.php?id=renewable#ren_gas
Renewable heating oil,Renewable fuel consisting of hydrocarbon molecules used as a replacement for petroleum-based heating oil. This fuel may also be sold as an intermediate product to be refined further into another petroleum product.,,https://www.eia.gov/tools/glossary/index.php?id=renewable#ren_heat_oil
Renewable jet fuel,Renewable fuel consisting of hydrocarbon molecules typically blended with petroleum-based kerosene jet fuel. Also known as sustainable aviation fuel (SAF).,,https://www.eia.gov/tools/glossary/index.php?id=renewable#ren_jet_fuel
Renewable naphtha,A renewable fuel consisting of hydrocarbon molecules and considered a replacement for naphtha-range petrochemical feedstocks.,,https://www.eia.gov/tools/glossary/index.php?id=renewable#ren_naphtha
Repowering,"For power plants that use combustible fuel, repowering refers to refurbishing a plant by replacing the power-generating technology with a new prime mover and energy source (for example, switching from coal to natural gas). As a result of this replacement, the plant’s efficiency usually improves, its emissions decline, or its generation capacity increases. The repowering process usually uses existing facility infrastructure (for example, roads, buildings, interconnection equipment, and fuel and ash storage and handling). For wind farms, repowering refers to replacing existing wind turbines with new, generally larger and higher capacity turbines or with more efficient components. These replacements result in increased nameplate capacity or convert kinetic wind energy into electricity more efficiently. When a wind farm undergoes a full repowering, the existing turbines are replaced with newer turbines and new towers and foundations are often installed. When a wind farm undergoes a partial repowering, the existing towers and foundations are usually retained, while the turbines and other components are replaced.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#repowering
Reversible turbine,"A hydraulic turbine, normally installed in a pumped-storage plant, which can be used alternatively as a pump or as an engine, turbine, water wheel, or other apparatus that drives an electrical generator.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#rev_turbine
Ribbon silicon,Crystalline silicon that is used in photovoltaic cells. Ribbon silicon is fabricated by a variety of solidification (crystallization) methods that withdraw thin silicon sheets from pools of relatively pure molten silicon.,,https://www.eia.gov/tools/glossary/index.php?id=renewable#rib_silicone
Roundwood,Wood cut specifically for use as a fuel.,,https://www.eia.gov/tools/glossary/index.php?id=renewable#roundwood
Run off,That portion of the precipitation that flows over the land surface and ultimately reaches streams to complete the water cycle. Melting snow is an important source of this water as well as all amounts of surface water that move to streams or rivers through any given area of a drainage basin.,,https://www.eia.gov/tools/glossary/index.php?id=renewable#run_off
Run-of-river hydroelectric plant,A low-head plant using the flow of a stream as it occurs and having little or no reservoir capacity for storage.,,https://www.eia.gov/tools/glossary/index.php?id=renewable#run_hydro
Seasoned wood,"Wood, used for fuel, that has been air dried so that it contains 15 to 20 percent moisture content (wet basis).",,https://www.eia.gov/tools/glossary/index.php?id=renewable#sea_wood
Series connection,A way of joining photovoltaic cells by connecting positive leads to negative leads; such a configuration increases the voltage.,,https://www.eia.gov/tools/glossary/index.php?id=renewable#series_conn
Series resistance,"Parasitic resistance to current flow in a cell due to mechanisms such as resistance from the bulk of the semiconductor material, metallic contacts, and interconnections.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#series_res
Single crystal silicon,An extremely pure form of crystalline silicon produced by dipping a single crystal seed into a pool of molten silicon under high vacuum conditions and slowly withdrawing a solidifying single crystal boule (rod) of silicon. The boule is sawed into thin silicon wafers and fabricated into single-crystal photovoltaic cells.,,https://www.eia.gov/tools/glossary/index.php?id=renewable#sin_cry_sil
Single crystal silicon (Czochralsky),"Silicon cells with a well-ordered crystalline structure consisting of one crystal (usually obtained by means of the Czochralsky growth technique and involving in got slicing), composing a module. Ribbon silicon is excluded.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#sin_cry_sil2
Solar cell,See Photovoltaic cell,,https://www.eia.gov/tools/glossary/index.php?id=renewable#solar_cell
Solar cooling,"The use of solar thermal energy or solar electricity to power a cooling appliance. There are five basic types of solar cooling technologies absorption cooling, which can use solar thermal energy to vaporize the refrigerant; desiccant cooling, which can use solar thermal energy to regenerate (dry) the desiccant; vapor compression cooling, which can use solar thermal energy to operate a Rankine-cycle heat engine; and evaporative coolers (""swamp"" coolers), and heat-pumps and air conditioners that can by powered by solar photovoltaic systems.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#solar_cool
Solar dish,See Parabolic dish,,https://www.eia.gov/tools/glossary/index.php?id=renewable#solar_dish
Solar pond,"A body of water that contains brackish (highly saline) water that forms layers of differing salinity (stratifies) that absorb and trap solar energy. Solar ponds can be used to provide heat for industrial or agricultural processes, building heating and cooling, and to generate electricity.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#solar_pond
Solar power tower,A solar energy conversion system that uses a large field of independently adjustable mirrors(heliostats) to focus solar rays on a near single point atop a fixed tower (receiver). The concentrated energy may be used to directly heat the working fluid of a Rankine cycle engine or to heat an intermediary thermal storage medium (such as a molten salt).,,https://www.eia.gov/tools/glossary/index.php?id=renewable#solar_pow_tow
Solar radiation,"A general term for the visible and near visible (ultraviolet and near-infrared) electromagnetic radiation that is emitted by the sun. It has a spectral, or wavelength, distribution that corresponds to different energy levels; short wavelength radiation has a higher energy than long-wavelength radiation.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#solar_rad
Solar thermal collector,"A device designed to receive solar radiation and convert it to thermal energy. Normally, a solar thermal collector includes a frame, glazing, and an absorber, together with appropriate insulation. The heat collected by the solar collector may be used immediately or stored for later use. Solar collectors are used for space heating; domestic hot water heating; and heating swimming pools, hot tubs, or spas.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#solar_therm_coll
"Solar thermal collector, high temperature",A collector that generally operates at temperatures above 180 degrees Fahrenheit.,,https://www.eia.gov/tools/glossary/index.php?id=renewable#stc_high
"Solar thermal collector, low-temperature","A collector that generally operates at temperatures below 110 degrees Fahrenheit. Typically, it has no glazing or insulation and is made of plastic or rubber, although some are made of metal.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#stc_low
"Solar thermal collector, medium-temperature","A collector that generally operates at temperatures of 140 degrees F to180 degrees Fahrenheit, but can also operate at temperatures as low as 110 degrees Fahrenheit. Typically, it has one or two glazings, a metal frame, a metal absorption panel with integral flow channels or attached tubing (liquid collector) or with integral ducting (air collector) and insulation on the sides and back of the panel.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#stc_med
"Solar thermal collector, special",An evacuated tube collector or a concentrating (focusing) collector. Special collectors operate in the temperature range from just above ambient temperature (low concentration for pool heating) to several hundred degrees Fahrenheit (high concentration for air conditioning and specialized industrial processes).,,https://www.eia.gov/tools/glossary/index.php?id=renewable#stc_sp
Solar thermal panels,"A system that actively concentrates thermal energy from the sun by means of solar collector panels. The panels typically consist of fat, sun-oriented boxes with transparent covers, containing water tubes of air baffles under a blackened heat absorbent panel. The energy is usually used for space heating, for water heating, and for heating swimming pools.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#solar_therm_pan
Solar thermal parabolic dishes,"A solar thermal technology that uses a modular mirror system that approximates a parabola and incorporates two-axis tracking to focus the sunlight onto receivers located at the focal point of each dish. The mirror system typically is made from a number of mirror facets, either glass or polymer mirror, or can consist of a single stretched membrane using a polymer mirror. The concentrated sunlight may be used directly by a Stirling, Rankine, or Brayton cycle heat engine at the focal point of the receiver or to heat a working fluid that is piped to a central engine. The primary applications include remote electrification, water pumping, and grid-connected generation.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#stpd
Solar trough or solar parabolic trough,See Parabolic trough,,https://www.eia.gov/tools/glossary/index.php?id=renewable#solar_trough
Special collector,An evacuated tube collector or a concentrating (focusing) collector. Special collectors operate in the temperature range from just above ambient temperature (low concentration for pool heating) to several hundred degrees Fahrenheit (high concentration for air conditioning and specialized industrial processes).,,https://www.eia.gov/tools/glossary/index.php?id=renewable#sp_coll
Stream-flow,"The rate at which water passes agiven point in a stream, usually expressed in cubic feet per second.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#stream_flow
Temperature coefficient (of a solar photovoltaic cell),"The amount that the voltage, current, and/or power output of a solar cell changes due to a change in the cell temperature.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#temp_coe
Terrestrial sequestration,Biotic sequestration of carbon in above- and below-ground biomass and soils.,,https://www.eia.gov/tools/glossary/index.php?id=renewable#Terrestrial_equestration
Thermophotovoltaic cell,"A device where sunlight concentrated onto a absorber heats it to a high temperature, and the thermal radiation emitted by the absorber is used as the energy source for a photovoltaic cell that is designed to maximize conversion efficiency at the wavelength of the thermal radiation.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#therm_cell
Thermosiphon system,A solar collector system for water heating in which circulation of the collection fluid through the storage loop is provided solely by the temperature and density difference between the hot and cold fluids.,,https://www.eia.gov/tools/glossary/index.php?id=renewable#therm_sys
Tipping fee,"Price charged to deliver municipal solid waste to a landfill, waste-to-energy facility, or recycling facility.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#tip_fee
Trough,High-temperature (180+) concentrator with one axis-tracking.,,https://www.eia.gov/tools/glossary/index.php?id=renewable#trough
Unglazed solar collector,A solar thermal collector that has an absorber that does not have a glazed covering. Solar swimming pool heater systems usually use unglazed collectors because they circulate relatively large volumes of water through the collector and capture nearly 80 percent of the solar energy available.,,https://www.eia.gov/tools/glossary/index.php?id=renewable#unglaz_sol_coll
Vapor-dominated geothermal system,A conceptual model of a hydrothermal system where steam pervades the rock and is the pressure-controlling fluid phase.,,https://www.eia.gov/tools/glossary/index.php?id=renewable#vdgs
Variable-speed wind turbines,"Turbines in which the rotor speed increases and decreases with changing wind speed, producing electricity with a variable frequency.",,https://www.eia.gov/tools/glossary/index.php?id=renewable#vswt
Vertical-axis wind turbine (VAWT),A type of wind turbine in which the axis of rotation is perpendicular to the windstream and the ground.,,https://www.eia.gov/tools/glossary/index.php?id=renewable#vert_ax_windtur
Wafer,A thin sheet of semiconductor (photovoltaic material) made by cutting it from a single crystal or ingot.,,https://www.eia.gov/tools/glossary/index.php?id=renewable#wafer
Waste,See Biomass waste and Non-biomass waste.,,https://www.eia.gov/tools/glossary/index.php?id=renewable#waste
