term,definition,disciplines,url
block-and-bleed,[Production] The capability of obtaining a seal across the upstream and downstream seat rings of a valve when the body pressure is bled off to the atmosphere through blowdown valves or vent plugs. Useful in testing the integrity of seat seals and performing minor repairs under pressure.,Production,https://glossary.slb.com/en/terms/b/block-and-bleed
blowdown valve (BDV),"[Production] A valve or system of valves that, when activated, initiates a blowdown of a pipeline, plant, process, or platform; similar to an emergency shutdown valve (ESDV) that shuts in a pipeline, the BDV opens a pipeline.",Production,https://glossary.slb.com/en/terms/b/blowdown-valve
body relief valve (BRV),[Production] An optional relief valve installed on ball valves used in liquid service to provide for the relief of excess body pressure caused by thermal expansion.,Production,https://glossary.slb.com/en/terms/b/body-relief-valve
bonnet,[Production] The top part of a valve. The bonnet attaches to the body that guides the stem and adapts to extensions or operators.,Production,https://glossary.slb.com/en/terms/b/bonnet
bubble-tight shutoff,"[Production] A phrase describing the sealing ability of a valve. During air pressure testing of a new valve in the closed position, leakage past the seats is collected and bubbled through water. To qualify as bubble-tight, no bubbles should be observed in a prescribed time span.",Production,https://glossary.slb.com/en/terms/b/bubble-tight-shutoff
butterfly valve,"[Production] A short face-to-face valve that has a movable vane in the center of the flow stream, which rotates 90° as the butterfly valve opens and closes.",Production,https://glossary.slb.com/en/terms/b/butterfly-valve
bypass,"1. (vb.) [Drilling Fluids] The act of passing the mud around a piece of equipment, such as passing mud returns around the shale shaker screens or going around a hydrocyclone device. From a mud-engineering viewpoint, this can be a bad practice because it can allow drill solids to degrade and accumulate as fines to the degree that they might cause mud problems. | 2. (n.) [Production] A system of pipes and valves permitting the diversion of flow or pressure around a line valve.",Drilling Fluids; Production,https://glossary.slb.com/en/terms/b/bypass
"capacity factor (of a valve), Cv, Kv",[Production] The number of gallons of water per minute that will flow through a valve with a pressure drop of 1 psi. Also expressed as Kv in m3/h∙bar.,Production,https://glossary.slb.com/en/terms/c/capacity-factor
cavitation,"1. (n.) [Geophysics] An implosion produced by locally low pressure, such as the collapse of a gas bubble in liquid (the energy of which is used as the source of seismic energy from air guns). | 2. (n.) [Production] The rapid formation and collapse of vapor pockets in a flowing liquid in localized regions of very low pressure. It is often a cause of erosive damage to pumps, throttling type valves and the piping itself. It can cause excessive noise.",Geophysics; Production,https://glossary.slb.com/en/terms/c/cavitation
Charpy test,[Production] A mechanical impact test conducted on a precisely machined coupon of the steel to be tested. The coupon is clamped in a special machine and subjected to a lateral hammer blow. This test provides a relative measure of the toughness of the material and its resistance to shock and impact loads. Often required for low-temperature applications where testing is done at the expected minimum service temperature.,Production,https://glossary.slb.com/en/terms/c/charpy-test
check valve,"1. (n.) [Well Completions] A mechanical device that permits fluid to flow or pressure to act in one direction only. Check valves are used in a variety of oil and gas industry applications as control or safety devices. Check valve designs are tailored to specific fluid types and operating conditions. Some designs are less tolerant of debris, while others may obstruct the bore of the conduit or tubing in which the check valve is fitted. | 2. (n.) [Production] A one-directional valve that is opened by the fluid flow in one direction and closes automatically when the flow stops or reverses direction.",Production; Well Completions,https://glossary.slb.com/en/terms/c/check_valve
city gate,"[Production] The metering and pressure-reducing station where gas is transferred from a high-pressure cross-country transmission line to a low-pressure distribution piping system, usually within a city.",Production,https://glossary.slb.com/en/terms/c/city-gate
clevis,[Production] A U-shaped connector used to loosely join parts by means of a bolt or pin passing through the ends of the connector.,Production,https://glossary.slb.com/en/terms/c/clevis
coal gasification,[Production] The process of converting coal to a form of synthetic natural gas.,Production,https://glossary.slb.com/en/terms/c/coal-gasification
control valve,"[Production] A valve that controls a process variable, such as pressure, flow or temperature, by modulating its opening in response to a signal from a controller.",Production,https://glossary.slb.com/en/terms/c/control-valve
controller,"[Production] A device that measures a controlled variable, compares it with a predetermined setting and signals an actuator to readjust the opening of a valve in order to re-establish the original control setting.",Production,https://glossary.slb.com/en/terms/c/controller
cylinder operator,[Production] A power-piston valve operator that converts hydraulic or pneumatic pressure into linear motion of a valve stem (piston rod).,Production,https://glossary.slb.com/en/terms/c/cylinder-operator
dip tube,[Production] Extending a blowdown valve (BDV) on large gate valves requires a tube that is located inside of the valve. This dip tube extends through the bonnet to the bottom of the body cavity.,Production,https://glossary.slb.com/en/terms/d/dip-tube
double block-and-bleed,"[Production] A valve arrangement that ensures no flow in a line, although the valve may leak. It consists of two block valves in the main line with a small bleeder valve draining the line between the block valves.",Production,https://glossary.slb.com/en/terms/d/double-block-and-bleed
droop,[Production] A drop in outlet pressure of a regulator or control valve due to the travel of its valve or poppet as the required flow increases from low to maximum. A slight change in a control spring length due to valve travel will result in spring force variations and a change of outlet pressure.,Production,https://glossary.slb.com/en/terms/d/droop
dye penetrant inspection,[Production] A nondestructive examination (NDE) method for detecting the presence of surface cracks and surface imperfections in welds or castings through use of a special red dye.,Production,https://glossary.slb.com/en/terms/d/dye-penetrant-inspection
dynamic seal,"[Production] A sealing element used between parts that have relative motion, such as stem seals and seat seal O-rings.",Production,https://glossary.slb.com/en/terms/d/dynamic-seal
emergency shutdown valve (ESDV),"[Production] A valve or a system of valves that, when activated, initiate a shutdown of the plant, process or platform they are tied to.",Production,https://glossary.slb.com/en/terms/e/emergency-shutdown-valve
expanding gate valve,"[Production] A gate valve comprising a separate gate and segment that move without touching the seats as the valve operates the gate and segment. It permits the valve to be opened and closed without wear. In the closed position, the gate and segment are forced against the seats. Continued downward movement of the gate causes the gate and segment to expand against the seats. When the valve reaches its full open position, the gate and segment seal off against the seats while the flow is isolated from the valve body.",Production,https://glossary.slb.com/en/terms/e/expanding-gate-valve
fitting,"[Production] Any device used for connecting elements in fluid lines, including elbows, tees, nipples, unions and flanges.",Production,https://glossary.slb.com/en/terms/f/fitting
flange,1. (n.) [Well Completions] A connection profile used in pipe work and associated equipment to provide a means of assembling and disassembling components. Most oilfield flanges feature a bolt-hole pattern to allow the joint to be secured and a gasket profile to ensure a pressure-tight seal. The design and specification of a flange relates to the size and pressure capacity of the equipment to which it is fitted. | 2. (n.) [Production] A formed pipe fitting consisting of a projecting radial collar with bolt holes to provide a means of attachment to piping components having a similar fitting. The end piece of flanged-end valves.,Production; Well Completions,https://glossary.slb.com/en/terms/f/flange
"flow coefficient, Cv","[Production] The number of gallons of water per minute that will flow through a valve with a pressure drop of 1 psi, abbreviated Cv. Kv is the cubic meters of water per hour that cause a pressure drop of 1 bar.",Production,https://glossary.slb.com/en/terms/f/flow-coefficient-cv
galling,[Production] The tearing of metal when two elements rub against each other. Usually caused by lack of lubrication or extreme contact pressure.,Production,https://glossary.slb.com/en/terms/g/galling
gas volume fraction (GVF),[Production] The ratio of the gas volumetric flow rate to the total volumetric flow rate of all fluids.,Production,https://glossary.slb.com/en/terms/g/gas-volume-fraction-gvf
gas/liquid ratio (GLR),"[Production Testing, Production] The ratio of produced gas volume to total produced liquids (oil and water) volume, often abbreviated GLR.","Production Testing, Production",https://glossary.slb.com/en/terms/g/gas-liquid-ratio
gas/oil ratio (GOR),"1. (n.) [Well Testing, Production Testing] The ratio of produced gas to produced oil, commonly abbreviated GOR. | 2. (n.) [Production] The ratio of the volume of gas that comes out of solution to the volume of oil at standard conditions.","Production; Well Testing, Production Testing",https://glossary.slb.com/en/terms/g/gas-oil-ratio
gate valve,"1. (n.) [Well Completions] A type of valve that incorporates a sliding gate to block fluid flow. The design of the valve operating and sealing systems typically requires that gate valves should be operated either fully open or fully closed. | 2. (n.) [Production] A straight-through pattern valve whose closure element is a wedge or parallel-sided slab, situated between two fixed seating surfaces with means to move it in or out of the flow stream in a direction perpendicular to the pipeline axis.",Production; Well Completions,https://glossary.slb.com/en/terms/g/gate_valve
gland bushing,"[Production] A valve part that retains or compresses the stem packing in a stuffing box (where used) or retains a stem O-ring, lip seal or stem O-ring bushing.",Production,https://glossary.slb.com/en/terms/g/gland-bushing
globe valve,[Production] A valve whose closure element is a flat disc or conical plug sealing on a seat that is usually parallel to the flow axis. The tortuous flow path produces a relatively high pressure loss.,Production,https://glossary.slb.com/en/terms/g/globe-valve
greenfield,[Production] A new oil and gas field development.,Production,https://glossary.slb.com/en/terms/g/greenfield
hangoff,[Production] A means of supporting the weight of a cable or other connection.,Production,https://glossary.slb.com/en/terms/h/hangoff
hardfacing,"[Production] A metalworking process where harder or tougher material is applied to a weaker base metal. A surface preparation, such as detonation gun or high-velocity oxygen flow, in which an alloy is deposited on a metal surface, usually by weld overlay, to increase abrasion or corrosion resistance.",Production,https://glossary.slb.com/en/terms/h/hardfacing
HPU,"[Production, Well Workover and Intervention] A device used in a hydraulic system to store energy or, in some applications, dampen pressure fluctuations. Energy is stored by compressing a precharged gas bladder with hydraulic fluid from the operating or charging system. Depending on the fluid volume and precharge pressure of the accumulator, a limited amount of hydraulic energy is then available independent of any other power source. Well pressure-control systems typically incorporate sufficient accumulator capacity to enable the blowout preventer to be operated with all other power shut down.","Production, Well Workover and Intervention",https://glossary.slb.com/en/terms/h/hpu
hydraulic power unit,"[Production, Well Workover and Intervention] A device used in a hydraulic system to store energy or, in some applications, dampen pressure fluctuations. Energy is stored by compressing a precharged gas bladder with hydraulic fluid from the operating or charging system. Depending on the fluid volume and precharge pressure of the accumulator, a limited amount of hydraulic energy is then available independent of any other power source. Well pressure-control systems typically incorporate sufficient accumulator capacity to enable the blowout preventer to be operated with all other power shut down.","Production, Well Workover and Intervention",https://glossary.slb.com/en/terms/h/hydraulic_power_unit
inner seat ring,[Production] The inner part of a two-piece valve seat assembly.,Production,https://glossary.slb.com/en/terms/i/inner-seat-ring
inside-out air seat test,"[Production] A pressure test that can be performed only on a trunnion-mounted ball valve with double piston effect seats. By closing the valves and pressurizing the body cavity, all of the seals in an independent seating ball valve can be pressure tested.",Production,https://glossary.slb.com/en/terms/i/inside-out-air-seat-test
key stop,[Production] A method of restricting the travel of a ball valve from fully open to fully closed. The stem key bears against the ends of an arc machined in the adapter plate.,Production,https://glossary.slb.com/en/terms/k/key-stop
laminar flow,"1. (n.) [Production Logging] A type of streamlined flow for single-phase fluids in which the fluid moves in parallel layers, or laminae. The layers flow smoothly over each other with instabilities being dampened by the viscosity. Laminar flow occurs in straight pipes when the Reynolds number is below a critical value, corresponding to a low production rate. Above this value, the flow is turbulent. For laminar flow in straight pipes, the velocity profile across the pipe is parabolic, increasing from zero at the wall of the pipe to a maximum at the center equal to twice the mean velocity. | 2. (n.) [Production] The flow of a viscous fluid in which the fluid moves in parallel layers with a fixed velocity gradient from the centerline to the containing walls of the conduit. Sometimes referred to as streamline flow. It occurs at a low Reynolds number, a dimensionless term related to fluid viscosity and flow rates.",Production; Production Logging,https://glossary.slb.com/en/terms/l/laminar_flow
lip seal,"[Production] A circular seal ring of U-shaped cross section encompassing an elastomeric O-ring, which provides resiliency and ensures a seal at the inner and outer lips of the U.",Production,https://glossary.slb.com/en/terms/l/lip-seal
magnetic particle inspection (MPI),[Production] A nondestructive inspection procedure for detecting surface cracks in welded areas through the use of fine iron particles in an electrical field.,Production,https://glossary.slb.com/en/terms/m/magnetic-particle-inspection-mpi
manifold,"1. (n.) [Well Completions, Well Workover and Intervention] An arrangement of piping or valves designed to control, distribute and typically monitor fluid flow. Manifolds are often configured for specific functions, such as a choke manifold used in well control operations, a frac manifold for directing treatment fluid, and a squeeze manifold used in squeeze-cementing work. In each case, the functional requirements of the operation have been addressed in the configuration of the manifold and the degree of control and instrumentation required. | 2. (n.) [Production] A common pipe or chamber having several lateral outlets.","Production; Well Completions, Well Workover and Intervention",https://glossary.slb.com/en/terms/m/manifold
maximum working pressure (MWP),[Production] The maximum pressure at which a valve can be operated. The maximum working pressures for various pressure classes are defined by ASME B16.34 or API 6A.,Production,https://glossary.slb.com/en/terms/m/maximum-working-pressure-mwp
metal-to-metal seal,"[Production] The seal produced by metal-to-metal contact between the sealing face of the seat ring and the closure elements, without benefit of a synthetic seal.",Production,https://glossary.slb.com/en/terms/m/metal-to-metal-seal
multiwell pad,"[Drilling, Production] A pad with multiple wells.","Drilling, Production",https://glossary.slb.com/en/terms/m/multiwell_pad
needle valve,"[Production] A type of small valve used for flow metering, having a tapered needlepoint plug or closure element and a seat having a small orifice.",Production,https://glossary.slb.com/en/terms/n/needle-valve
nipple,"1. (n.) [Drilling, Production] Any short piece of pipe, especially if threaded at both ends with male threads. | 2. (n.) [Well Completions] A completion component fabricated as a short section of heavy wall tubular with a machined internal surface that provides a seal area and a locking profile. Landing nipples are included in most completions at predetermined intervals to enable the installation of flow-control devices, such as plugs and chokes. Three basic types of landing nipple are commonly used: no-go nipples selective-landing nipples ported or safety-valve nipples.","Drilling, Production; Well Completions",https://glossary.slb.com/en/terms/n/nipple
nondestructive examination (NDE),[Production] Inspection tests that are not destructive to the valve structure or function.,Production,https://glossary.slb.com/en/terms/n/nondestructive-examination-nde
nonrising stem,"[Production] A gate valve having its stem threaded into the gate. As the stem turns, the gate moves but the stem does not rise. Stem threads are exposed to line fluids.",Production,https://glossary.slb.com/en/terms/n/nonrising-stem
packing,"[Production] The deformable sealing material inserted into a valve stem stuffing box, which provides a tight seal around the stem when compressed by a gland.",Production,https://glossary.slb.com/en/terms/p/packing
pad,"1. (n.) [Drilling, Production] A temporary drilling site, usually constructed of local materials such as gravel, shell, or even wood. For some long-drilling-duration, deep wells, such as the ultradeep wells of western Oklahoma, or some regulatory jurisdictions such as the Netherlands, pads may be paved with asphalt or concrete. After the drilling operation is over, most of the pad is usually removed or plowed back into the ground. | 2. (n.) [Drilling, Production] A fluid used to initiate hydraulic fracturing that does not contain proppant. | 3. (n.) [Formation Evaluation] That part of a wireline logging tool that is pressed firmly against the borehole wall. The pad holds sensors that are focused in one direction and must be as close as possible to the borehole wall. The density detectors and the microresistivity electrodes are examples of sensors that must be placed on pads. Some pads are a rigid part of the logging tool. Others have articulated joints attaching them to the logging tool, with a backup arm to press the pad against the borehole wall.","Drilling, Production; Formation Evaluation",https://glossary.slb.com/en/terms/p/pad
peak shaving,"[Production] When daily usage of natural gas is charted on graphs, high peaks of usage during the winter and summer months can be detected. These peaks can be averaged out (shaved) when the daily consumption is augmented with standby supplies of synthetic natural gas, propane, or methane.",Production,https://glossary.slb.com/en/terms/p/peak-shaving
pilot-operated regulator,"[Production] A regulator that is controlled by a second small-volume, high-accuracy regulator or pilot. This arrangement has the advantage of improving performance by reducing the effects of unbalanced pressure and droop.",Production,https://glossary.slb.com/en/terms/p/pilot-operated-regulator
pinion shaft,"[Production] The external input shaft of certain gear operators, which drives the internal reduction gearing. The pinion shaft can accept a hand wheel or power operator.",Production,https://glossary.slb.com/en/terms/p/pinion-shaft
piston effect,[Production] The sealing principle involved in utilizing line pressure to effect a seal across the floating seats of some valves.,Production,https://glossary.slb.com/en/terms/p/piston-effect
pitch-and-lead,"[Production] Pertaining to screw threads, the pitch refers to the measurement between adjacent threads. The lead refers to the distance the screw advances in one complete revolution. Worm gears of gear operators also are identified by pitch and lead. Speed of operation and torque required are related to pitch and lead.",Production,https://glossary.slb.com/en/terms/p/pitch-and-lead
plug valve,[Production] A quarter-turn valve whose closure element is usually a tapered plug having a rectangular port.,Production,https://glossary.slb.com/en/terms/p/plug-valve
production tree,"[Production] A Christmas tree that is installed once fracturing has been completed and the frac tree has been removed. Production trees tend to have smaller bores and lower pressure ratings than those of frac trees, which makes them more economical to use during the less-demanding production phase.",Production,https://glossary.slb.com/en/terms/p/production_tree
radiographic inspection,"[Production] A nondestructive evaluation (NDE) procedure that uses X-rays for locating flaws in welds, casting and fabricated parts.",Production,https://glossary.slb.com/en/terms/r/radiographic-inspection
relief valve,"[Production] A quick-acting, spring-loaded valve that opens to relieve pressure when the pressure exceeds the spring setting. Often installed on the body cavity of ball and gate valves to relieve thermal overpressure in liquid services.",Production,https://glossary.slb.com/en/terms/r/relief-valve
rising stem,[Production] A valve stem that rises as the valve is opened.,Production,https://glossary.slb.com/en/terms/r/rising-stem
road box,"[Production] A concrete or metal box with a removable cover, enclosing and providing access to valves installed in buried lines alongside roads or streets. The valves are operated by removing the box cover and inserting a long-handled T-wrench which engages the valve stem or the pinion shaft of geared valves.",Production,https://glossary.slb.com/en/terms/r/road-box
Rockwell hardness number,[Production] A numerical expression of the hardness of a metal as determined with a Rockwell Hardness Tester. There are several hardness scales. The most commonly used are the Rockwell B scale for soft metals and the Rockwell C scale for hard materials.,Production,https://glossary.slb.com/en/terms/r/rockwell-hardness-number
Rockwell hardness testing,[Production] Rockwell hardness testing is a testing method that uses a conical diamond or a steel ball to indent the surface of metals or polymers. The hardness number is determined from the depth of deformation created by the indenter into the sample.,Production,https://glossary.slb.com/en/terms/r/rockwell-hardness-testing
safety valve,"[Production] A quick-opening, pop-action valve used for fast relief of excessive pressure.",Production,https://glossary.slb.com/en/terms/s/safety-valve
schedule,"[Production] A system for indicating the wall thickness of pipe. The higher the schedule number, the thicker the wall for a certain pipe size.",Production,https://glossary.slb.com/en/terms/s/schedule
Scotch yoke,[Production] A slotted link mechanism that works as the quarter-turn operator for use on quarter-turn valves in place of gears. The Scotch yoke has a torque output at the beginning and end of its stroke that is generally twice the magnitude of the torque output in the center of its stroke.,Production,https://glossary.slb.com/en/terms/s/scotch-yoke
seat,"[Production] That part of a valve against which the closure element (gate, ball) affects a tight shutoff. In many ball valves and gate valves, it is a floating member usually containing a soft seating element.",Production,https://glossary.slb.com/en/terms/s/seat
shutoff valve,[Production] A valve designed only for on and off service. Not a throttling valve. Sometimes referred to as a block valve.,Production,https://glossary.slb.com/en/terms/s/shutoff-valve
slam retarder,"[Production] A device to prevent the clapper of a check valve from slamming as it closes upon flow reversal. Hydraulic damping cylinders, rotary vanes and torsional springs are all used for this purpose.",Production,https://glossary.slb.com/en/terms/s/slam-retarder
slurry service,[Production] An application involving a flowing medium consisting of small solid particles suspended in a liquid. Coal slurry consisting of about equal parts of coal and water is transported by pipeline from coal mines to plants where the coal is dewatered and burned.,Production,https://glossary.slb.com/en/terms/s/slurry-service
static seal,"[Production] A sealing element used as a gasket between two nonmoving parts, for example, valve bonnet O-rings, ball valve body O-rings and flange gaskets.",Production,https://glossary.slb.com/en/terms/s/static-seal
stem,"1. (n.) [Well Workover and Intervention] The weight bar used in slickline operations to overcome the effects of wellhead pressure and friction at the surface seal where the wire enters the wellbore. In addition to a solid steel stem, a special high-density stem is available with internal cavities filled with lead, tungsten or mercury alloys. | 2. (n.) [Production] A rod or shaft transmitting motion from an operator to the closure element of a valve.",Production; Well Workover and Intervention,https://glossary.slb.com/en/terms/s/stem
stem indicator,[Production] A position-indicating rod supplied with gate valves. It extends from the top of the valve stem and serves to indicate the relative position of the gate.,Production,https://glossary.slb.com/en/terms/s/stem-indicator
stopple,"[Production] A procedure used in the repair of a pipeline to isolate a section of line in the absence of a shutoff valve. After welding a flanged saddle to the pipe, the line is hot tapped—a method of making a connection to existing piping or pressure vessels without the interruption of emptying that section of pipe or vessel—and an expanding resilient plug is inserted into the pipe bore. When the repair is completed, the plug is withdrawn and a valve, installed on the saddle flange, is closed.",Production,https://glossary.slb.com/en/terms/s/stopple
stuffing box,[Production] The annular chamber provided around a valve stem in a sealing system into which deformable packing is introduced.,Production,https://glossary.slb.com/en/terms/s/stuffing-box
subsea isolation valve,"[Production] A valve used underwater, generally in a manifold that will close and isolate a particular pipeline or process in an emergency.",Production,https://glossary.slb.com/en/terms/s/subsea-isolation-valve
surge,[Production] A surge is the transient sudden rise or fall of pressure in a pipeline. Pipeline surges can be positive or negative and are caused most frequently by the sudden closure of a block valve or emergency shutdown of a pump. Surge pressure in excess of the rated capacity of a pipeline can cause ruptures of the piping system.,Production,https://glossary.slb.com/en/terms/s/surge
surge reliever,"[Production] A valve designed to relieve pressure surges in pipelines carrying liquids, thus preventing line rupture due to transient pressures exceeding design limits of the pipe. A special flexible tube valve can function as a fast-acting surge reliever.",Production,https://glossary.slb.com/en/terms/s/surge-reliever
swage,1. (n.) [Well Completions] A threaded adapter used to connect a circulating line to a casing or tubing string. A casing or tubing swage generally is required as a contingency option to enable any obstruction or fill to be circulated clear during the running process. | 2. (n.) [Production] A tool for bending or forming cold metal to a required shape.,Production; Well Completions,https://glossary.slb.com/en/terms/s/swage
swing check valve,[Production] A check valve in which the closure element is a hinged clapper that swings or rotates about a supporting shaft.,Production,https://glossary.slb.com/en/terms/s/swing-check-valve
swivel flange,"[Drilling, Production, Production Testing, Well Completions, Well Testing, Well Workover and Intervention] A flange consisting of two parts—a hub and a ring. The hub contains the gasket profile, and the ring features the bolt-hole pattern. The ring can rotate around the hub for easier makeup. Once the bolts are tightened, the ring is compressed against the hub via a shoulder and secured in place.","Drilling, Production, Production Testing, Well Completions, Well Testing, Well Workover and Intervention",https://glossary.slb.com/en/terms/s/swivel_flange
throttling,[Production] The intentional restriction of flow by partially closing or opening a valve. A wide range of throttling is accomplished automatically in regulators and control valves.,Production,https://glossary.slb.com/en/terms/t/throttling
through-conduit,"[Production] An expression characterizing valves when in the open position, wherein the bore presents a smooth uninterrupted interior surface across seat rings and through the valve port, thus affording minimum pressure drop. There are no cavities or large gaps in the bore between seat rings and body closures or between seat rings, balls and gates. Consequently, there are no areas where debris can accumulate and impede pipeline cleaning equipment or restrict the valve's motion.",Production,https://glossary.slb.com/en/terms/t/through-conduit
top entry,[Production] The design of a particular valve or regulator where the unit can be serviced or repaired by leaving its body in the line and accessing its internals by removing a top portion of the unit.,Production,https://glossary.slb.com/en/terms/t/top-entry
trunnion,[Production] The part of a ball valve that holds the ball on a fixed vertical axis and about which the ball turns. The torque requirements of a trunnion-mounted ball valve are significantly less than for a floating ball design.,Production,https://glossary.slb.com/en/terms/t/trunnion
turbulent flow,"1. (n.) [Well Completions] A fluid-flow regime characterized by swirling or chaotic motion as the fluid moves along the pipe or conduit. The linear velocity of the fluid particles is similar regardless of position in the conduit, although particles close to the conduit walls have a lower velocity. This characteristic makes turbulent flow an efficient flow regime for the pickup and transport of solids. However, the potential for erosion may be significant, especially with abrasive fluids and a tortuous flow path. | 2. (n.) [Production Logging] A type of flow for single-phase fluids in which the velocity at any point may vary in both direction and magnitude with time. Turbulent flow is characterized by random, irregular, locally circular currents, or vortices. It occurs in straight pipes when the Reynolds number is above a critical value, corresponding to a higher production rate. Below this value, the flow is laminar. For turbulent flow in straight pipes, the velocity increases from zero at the wall of the pipe, passes through a thin layer of laminar flow to reach a near constant value over most of the pipe. | 3. (n.) [Drilling Fluids] A type of fluid flow characterized by swirling or chaotic motion as the fluid moves along the flow path. This is a preferred flow regime for mud removal during primary cementing because it is perceived to result in better removal of mud, especially of mud at the formation wall. | 4. (n.) [Production] The random flow of a fluid in which the velocity at a certain point in the fluid varies irregularly. It occurs at a high Reynolds number, a dimensionless term related to fluid viscosity and flow rates.",Drilling Fluids; Production; Production Logging; Well Completions,https://glossary.slb.com/en/terms/t/turbulent_flow
ultrasonic inspection,[Production] A nondestructive evaluation (NDE) inspection procedure that uses high-frequency sound waves to detect voids and imperfections of metal parts.,Production,https://glossary.slb.com/en/terms/u/ultrasonic-inspection
variable orifice,[Production] A small variable profile valve put in a flowline and used with a pilot to restrict the flow into the pilot and make the pilot more or less sensitive to changing conditions.,Production,https://glossary.slb.com/en/terms/v/variable-orifice
vent plug,"[Production] A special pipe plug having a small Allen-wrench-operated vent valve. These special plugs are located at the bottom of most ball valves. With the line valve closed (and under pressure), the body cavity pressure can be vented through this small valve to check the tightness of seat seals or to make minor repairs. Having vented the body pressure, the vent plug can be removed to blow out debris and foreign material or to flush the body cavity. On some gate valves, the vent plug is installed on the bonnet for the purpose of venting the body. Such valves have separate drain valves.",Production,https://glossary.slb.com/en/terms/v/vent-plug
venturi valve,"[Production] A venturi valve is a reduced-bore valve having a bore smaller in diameter than the inlet or outlet. For example, an 8-in. x 6-in. x 8-in. ball valve has 8-in. inlet and outlet connections, while the ball and seats are 6 in. The flow through a venturi valve will be reduced because of the smaller port. Venturi valves can often be economically substituted for plug valves.",Production,https://glossary.slb.com/en/terms/v/venturi-valve
visible position indicator,[Production] A position-indicating rod supplied with gate valves. It extends from the top of the valve stem and serves to indicate the relative position of the gate.,Production,https://glossary.slb.com/en/terms/v/visible-position-indicator
water hammer,"[Production] The physical effect, often accompanied by loud banging, produced by pressure waves generated by a rapid change of velocity in a liquid system within piping.",Production,https://glossary.slb.com/en/terms/w/water-hammer
wedge gate,[Production] A gate whose seating surfaces are inclined to the direction of closing thrust so that mechanical force on the stem produces tight contact with the inclined seat rings.,Production,https://glossary.slb.com/en/terms/w/wedge-gate
yoke,[Production] The part of a gate valve that serves as a spacer between the bonnet and the operator or actuator.,Production,https://glossary.slb.com/en/terms/y/yoke
