term,definition,disciplines,url
breakthrough,"[Well Completions, Enhanced Oil Recovery] A description of reservoir conditions under which a fluid, previously isolated or separated from production, gains access to a producing wellbore. The term is most commonly applied to water or gas breakthrough, where the water or gas injected to maintain reservoir pressure via injection wells breaks through to one or more of the producing wells.","Well Completions, Enhanced Oil Recovery",https://glossary.slb.com/en/terms/b/breakthrough
brownfield,"[Enhanced Oil Recovery] An oil or gas accumulation that has matured to a production plateau or even progressed to a stage of declining production. Operating companies seek to extend the economic producing life of the field using cost-effective, low-risk technologies. Stimulation or refracturing operations, completing additional zones, and installing artificial lift equipment are a few technologies commonly applied in brownfields before any drilling options are attempted.",Enhanced Oil Recovery,https://glossary.slb.com/en/terms/b/brownfield
bubblepoint,"[Enhanced Oil Recovery, Well Testing] The pressure and temperature conditions at which the first bubble of gas comes out of solution in oil. At discovery, all petroleum reservoir oils contain some natural gas in solution. Often the oil is saturated with gas when discovered, meaning that the oil is holding all the gas it can at the reservoir temperature and pressure, and that it is at its bubblepoint. Occasionally, the oil will be undersaturated. In this case, as the pressure is lowered, the pressure at which the first gas begins to evolve from the oil is defined as the bubblepoint.","Enhanced Oil Recovery, Well Testing",https://glossary.slb.com/en/terms/b/bubblepoint
capillary number,"[Enhanced Oil Recovery] A dimensionless group used in analysis of fluid flow that characterizes the ratio of viscous forces to surface or interfacial tension forces. It is usually denoted NC in the oil field and Ca in chemical engineering. For a flowing liquid, if NC >>1, then viscous forces dominate over interfacial forces; however if NC <<1, then viscous forces are negligible compared with interfacial forces. Capillary numbers are usually large for high-speed flows and low for low-speed flows; thus, typically for flow through pores in the reservoir NC is ~10−6, and for flow in production tubulars NC is ~1. Capillary number equation: NC = Ca = (μU) / σ where NC = Ca = capillary number μ = fluid viscosity U = fluid velocity σ = surface or interfacial tension.",Enhanced Oil Recovery,https://glossary.slb.com/en/terms/c/capillary_number
cathodic protection,"[Enhanced Oil Recovery] A technique used to minimize the rate of corrosion of a structure. Cathodic protection does not eliminate corrosion; it transfers corrosion from the structure under protection to a known location where artificial anodes (plates or metal bars) are placed and could be replaced easily. Cathodic protection is used for floating vessels, platforms, storage tanks, and pipelines. The cathodic protection principle is based on the electrochemical nature of the corrosion phenomena; the anodic area corrodes (current is discharged) and the cathodic area does not corrode (current is received). Cathodic protection overrides the naturally occurring anodic areas inside a structure, thus turning the structure under protection completely cathodic, which means it receives current from the surrounding electrolyte (for example, soils, water) and does not corrode. Cathodic protection is achieved by passing enough direct current electricity from an external source (a more powerful anode), which could be a galvanic anode or an impressed current anode.",Enhanced Oil Recovery,https://glossary.slb.com/en/terms/c/cathodic_protection
chemical flooding,"[Enhanced Oil Recovery] A general term for injection processes that use special chemical solutions. Micellar, alkaline and soap-like substances are used to reduce surface tension between oil and water in the reservoir, whereas polymers such as polyacrylamide or polysaccharide are employed to improve sweep efficiency. The chemical solutions are pumped through specially distributed injection wells to mobilize oil left behind after primary or secondary recovery. Chemical flooding is a major component of enhanced oil recovery processes and can be subdivided into micellar-polymer flooding and alkaline flooding. The general procedure of a chemical flooding includes a preflush (low-salinity water), a chemical solution (micellar or alkaline), a mobility buffer and, finally, a driving fluid (water), which displaces the chemicals and the resulting oil bank to production wells. The preflush and the mobility buffer are optional fluids.",Enhanced Oil Recovery,https://glossary.slb.com/en/terms/c/chemical_flooding
chemical injection,"[Enhanced Oil Recovery, Heavy Oil] A general term for injection processes that use special chemical solutions to improve oil recovery, remove formation damage, clean blocked perforations or formation layers, reduce or inhibit corrosion, upgrade crude oil, or address crude oil flow-assurance issues. Injection can be administered continuously, in batches, in injection wells, or at times in production wells.","Enhanced Oil Recovery, Heavy Oil",https://glossary.slb.com/en/terms/c/chemical_injection
chemical potential,"[Enhanced Oil Recovery] The change in the Gibbs free energy (G) of a system when an infinitesimally small amount of a component is added under constant pressure (P) and temperature (T) while keeping the mass of the other components of the system unchanged. Concentration variation within a system tends to drive a particle along a gradient from higher to lower chemical potential (μ). Chemical potential can also be defined in terms of Helmholtz free energy (A) under conditions of constant volume (V) and temperature. Chemical potential equation: μi = (∂G / ∂Ni)T, P, Nj ≠ i, alternatively: μi = (∂A / ∂Ni)T, V, Nj ≠ i, where μi = chemical potential of component i G = Gibbs free energy A = Helmholtz free energy Ni = number of particles or moles of component i T = temperature P = pressure V = volume ∂ = differential operator i, j = chemical components.",Enhanced Oil Recovery,https://glossary.slb.com/en/terms/c/chemical_potential
clay swelling,"[Enhanced Oil Recovery] A type of damage in which formation permeability is reduced because of the alteration of clay equilibrium. Clay swelling occurs when water-base filtrates from drilling, completion, workover or stimulation fluids enter the formation. Clay swelling can be caused by ion exchange or changes in salinity. However, only clays that are directly contacted by the fluid moving in the rock will react; these include authigenic clays, some detrital clays on the pore boundaries and unprotected clay cement. The nature of the reaction depends on the structure of the clays and their chemical state at the moment of contact. The most common swelling clays are smectite and smectite mixtures that create an almost impermeable barrier for fluid flow when they are located in the larger pores of a reservoir rock. In some cases, brines such as potassium chloride [KCl] are used in completion or workover operations to avoid clay swelling.",Enhanced Oil Recovery,https://glossary.slb.com/en/terms/c/clay_swelling
CO2 injection,"[Heavy Oil, Enhanced Oil Recovery] An enhanced oil recovery method in which carbon dioxide (CO2) is injected into a reservoir to increase production by reducing oil viscosity and providing miscible or partially miscible displacement of the oil.","Heavy Oil, Enhanced Oil Recovery",https://glossary.slb.com/en/terms/c/co2_injection
coating,"[Enhanced Oil Recovery] Any thin material, liquid or powder, which, applied over a structure, forms a continuous film to protect against corrosion. Corrosion coatings should possess flexibility, resistance against impact and moisture, good adhesion and cohesion, and chemical resistance to the exposure conditions (such as temperature, hydrogen sulfide). Organic coatings such as polyethylenes (plastic) are normally used for external protection of pipelines while asphalt and coal tar enamels are used to protect buried pipes or undersides of oilfield tanks. Inorganic coating such as zinc-silicate is used to protect drilling and production platforms above the splash zone and nickel phosphate coating is used to protect packer body parts.",Enhanced Oil Recovery,https://glossary.slb.com/en/terms/c/coating
coating flaw,[Enhanced Oil Recovery] A void in the pipe coating. Coating flaws are detected by either mechanical or visual inspections and must be repaired to avoid significant corrosion problems. A coating flaw is also called a holiday.,Enhanced Oil Recovery,https://glossary.slb.com/en/terms/c/coating_flaw
COFCAW,"[Enhanced Oil Recovery] Abbreviation for a combination of forward combustion and waterflooding, also called wet combustion or in situ steam generation. COFCAW is an in situ combustion technique in which water is injected simultaneously or alternately with air into a formation. Wet combustion actually refers to wet forward combustion and was developed to use the great amount of heat that would otherwise be lost in the formation. The injected water recovers the heat from behind the burning front and transfers it to the oil bank ahead. Because of this additional energy, the oil displacement is more efficient and requires less air. In spite of these advantages, a wet combustion process cannot avoid liquid-blocking problems and use of wet combustion is limited by the oil viscosity.",Enhanced Oil Recovery,https://glossary.slb.com/en/terms/c/cofcaw
coke,"[Enhanced Oil Recovery] An insoluble organic deposit that has low hydrogen content. Coke, also known as pyrobitumen, is formed by thermal cracking and distillation during in-situ combustion.",Enhanced Oil Recovery,https://glossary.slb.com/en/terms/c/coke
cold heavy oil production with sand,"[Enhanced Oil Recovery, Heavy Oil] A non-thermal primary process for producing heavy oil, also called CHOPS. In this method, continuous production of sand improves the recovery of heavy oil from the reservoir. There is both a theoretical basis and physical evidence that, in many cases, wormholes are formed in the unconsolidated sand reservoir, thereby increasing oil productivity. In most cases, an artificial lift system is used to lift the oil with sand.","Enhanced Oil Recovery, Heavy Oil",https://glossary.slb.com/en/terms/c/cold_heavy_oil_production_with_sand
compatibility,"[Enhanced Oil Recovery] In matrix stimulation, a characteristic of rock that indicates formation permeability is not reduced when treating fluids and their additives contact the formation minerals or fluids inside the reservoir. Compatibility is especially important in sandstone treatments, in which potentially damaging reactions may occur. The treatment fluid should remove existing damage without creating additional damage, such as precipitates or emulsions, through interactions with the formation rock or fluids.",Enhanced Oil Recovery,https://glossary.slb.com/en/terms/c/compatibility
condensate,"1. (n.) [Geology] A low-density, high-API gravity liquid hydrocarbon phase that generally occurs in association with natural gas. Its presence as a liquid phase depends on temperature and pressure conditions in the reservoir allowing condensation of liquid from vapor. The production of condensate reservoirs can be complicated because of the pressure sensitivity of some condensates: During production, there is a risk of the condensate changing from gas to liquid if the reservoir pressure drops below the dew point during production. Reservoir pressure can be maintained by fluid injection if gas production is preferable to liquid production. Gas produced in association with condensate is called wet gas. The API gravity of condensate is typically 50 degrees to 120 degrees. | 2. (n.) [Well Testing] Liquid phase occurring in gas condensate reservoirs when the pressure is below the dewpoint pressure. | 3. (n.) [Production Testing, Enhanced Oil Recovery] A natural gas liquid with a low vapor pressure compared with natural gasoline and liquefied petroleum gas. Condensate is mainly composed of propane, butane, pentane and heavier hydrocarbon fractions. The condensate is not only generated into the reservoir, it is also formed when liquid drops out, or condenses, from a gas stream in pipelines or surface facilities.","Geology; Production Testing, Enhanced Oil Recovery; Well Testing",https://glossary.slb.com/en/terms/c/condensate
condensing drive,"[Enhanced Oil Recovery] A gasflood process in which an injection gas enriched with components of intermediate molecular weight, for example butane, is injected into a reservoir to achieve multiple-contact miscibility. Upon contact with the oil, intermediate molecular-weight hydrocarbons transfer from the injected gas phase into the oil phase, a process in which those components are said to condense into the oil. Formation of miscibility may require several contacts between fresh enriched gas and the oil containing condensed components. If the reservoir oil becomes sufficiently enriched with these components that miscibility results between the injection gas and the enriched oil, then the enriched gas and oil have multiple-contact miscibility. A backward multiple-contact test is a laboratory evaluation of a condensing drive process. In the field, both forward- and backward-contact processes can occur during a given gasflood.",Enhanced Oil Recovery,https://glossary.slb.com/en/terms/c/condensing_drive
constant composition expansion,[Enhanced Oil Recovery] A laboratory test usually performed as part of a routine PVT analysis that measures the change in volume of a reservoir fluid as a function of pressure. This change is determined by measuring the total volume of a sample of reservoir fluid at various pressures above and below the saturation pressure. The pressure-dependent volumes are normalized to the volume of the sample at the saturation pressure.,Enhanced Oil Recovery,https://glossary.slb.com/en/terms/c/constant_composition_expansion
contact angle,"[Enhanced Oil Recovery] The angle of intersection of the interface between two fluids at a solid surface. The angle is measured from the solid surface through the aqueous phase, or in an oil and gas test through the oil phase. The contact angle displays hysteresis based on direction of motion of the interface. Surface roughness affects the equilibrium contact angle, so measurements are typically made on smooth, flat surfaces. A contact-angle test uses carefully captured and preserved samples of reservoir oil to determine the wetting preference. A droplet of the crude oil is suspended between two parallel plates of quartz or calcite inside a simulated formation water bath at reservoir temperature and sometimes at reservoir pressure. By periodically displacing one of the plates sideways, a contact angle is determined at the side of the droplet where water is forcing the oil from the solid. A small angle indicates water-wetting preference, while a large angle indicates oil-wetting. Angles near 90 degrees are intermediate-wetting. Different minerals display different wetting preferences, although most are more likely to be water-wet.",Enhanced Oil Recovery,https://glossary.slb.com/en/terms/c/contact_angle
coreflooding,"[Enhanced Oil Recovery] A laboratory test in which a fluid or combination of fluids is injected into a sample of rock. Objectives include measurement of permeability, relative permeability, saturation change, formation damage caused by the fluid injection, or interactions between the fluid and the rock. The core material often comes from an oil reservoir, but some tests use outcrop rock. The fluid in place at the start of the test is typically either a simulated formation brine, oil (either crude oil or refined oil), or a combination of brine and oil. Injected fluids may include crude oil, simulated reservoir brine, refined fluids, drilling mud filtrate, acids, foam or other chemicals used in the oil field. Depending on the purpose of the test, conditions may be either ambient temperature and low confining pressure or high temperature and pressure of a subject reservoir. Pressures and flow rates at both ends of the core are measured, and the core can also be investigated using other measurements such as nuclear magnetic resonance (NMR) during the test. A coreflood is typically used to determine the optimum development option for an oil reservoir and often helps evaluate the effect of injecting fluids specially designed to improve or enhance oil recovery.",Enhanced Oil Recovery,https://glossary.slb.com/en/terms/c/coreflooding
corrosion,"[Enhanced Oil Recovery] The loss of metal due to chemical or electrochemical reactions, which could eventually destroy a structure. Corrosion can occur anywhere in the production system, either at bottomhole or in surface lines and equipment. The corrosion rate will vary with time depending on the particular conditions of the oil field, such as the amount of water produced, secondary recovery operations and pressure variations.",Enhanced Oil Recovery,https://glossary.slb.com/en/terms/c/corrosion
corrosion control,"[Enhanced Oil Recovery] The measures used to prevent or considerably reduce the effects of corrosion. Corrosion can occur anywhere in the production system, either at bottomhole or in surface lines and equipment. Some practices for corrosion control involve: cathodic protection, chemical inhibition, chemical control (removal of dissolved gases such as hydrogen sulfide, carbon dioxide, and oxygen), oxygen scavenging, pH adjustment, deposition control (for example, scales) and coatings. One of the most difficult environments for corrosion control is high bottomhole temperatures, such as 400 to 500 degF [200 to 260 degC]. The corrosion rate will vary with time depending on the particular conditions of the oil field, such as the amount of water produced, secondary recovery operations and pressure variations. Therefore, corrosion control is a continuous process in oil and gas production operations.",Enhanced Oil Recovery,https://glossary.slb.com/en/terms/c/corrosion_control
corrosion fatigue,"[Enhanced Oil Recovery] A type of corrosion in which the metal components of a structure fail due to cyclic stresses applied in a corrosive environment, such as salt water. Consequently, a break in the metal will occur at stresses considerably lower than the tensile strength of the material. Corrosion fatigue is the main cause of sucker-rod and drillstring failures.",Enhanced Oil Recovery,https://glossary.slb.com/en/terms/c/corrosion_fatigue
corrosion inhibitor,"1. (n.) [Well Workover and Intervention] A chemical additive used in acid treatments to protect iron and steel components in the wellbore and treating equipment from the corrosive treating fluid. Corrosion inhibitors generally are mixed with the treatment fluid and are formulated to be effective in protecting the metal components the fluid is likely to contact. This protection must remain effective under the anticipated pressure and temperature environment for the duration of the treatment. | 2. (n.) [Enhanced Oil Recovery] In matrix treatments, a chemical added to acid that adsorbs on the pipe surface to form a protective film. This decreases the destructive reaction of acid with metals. The inhibitor does not completely stop the corrosion reaction, but it eliminates more than 99% of the metal losses that would occur if the inhibitor were not present. The inhibitor has little or no effect on the reaction rate of acid with limestone, dolomite or acid-soluble minerals. Specific corrosion inhibitors are environmentally compatible, effective in hydrogen sulfide [H2S] environments, effective on high chrome steel, and effective on special steel alloys, such as coiled tubing. These inhibitors may be used at temperatures approaching 500oF [260oC].",Enhanced Oil Recovery; Well Workover and Intervention,https://glossary.slb.com/en/terms/c/corrosion_inhibitor
corrosion rate,"[Enhanced Oil Recovery] The weight loss of a corrosion coupon after exposure to a corrosive environment, expressed as mils (thousandths of an inch) per year penetration. Corrosion rate is calculated assuming uniform corrosion over the entire surface of the coupon. mpy = (weight loss in grams) * (22,300)/(Adt) mpy = corrosion rate (mils per year penetration) A = area of coupon (sq. in.) d = metal density of coupon (g/cm3) t = time of exposure in corrosive environment (days). It is important to note that the calculated values using this formula are not representative in cases of severe pitting. Therefore, a complete report, including a visual inspection, is required to determine either the type of attack or the appropriate corrosion control program. Corrosion rate is also known as corrosion ratio.",Enhanced Oil Recovery,https://glossary.slb.com/en/terms/c/corrosion_rate
cosolvent,[Enhanced Oil Recovery] A chemical used in small quantities to improve the effectiveness of a primary solvent in a chemical process.,Enhanced Oil Recovery,https://glossary.slb.com/en/terms/c/cosolvent
cosurfactant,"[Enhanced Oil Recovery] A chemical added to a process to enhance the effectiveness of a surfactant. In the oil industry, cosurfactants are often used to increase the oil-solubilizing capacity of microemulsion surfactant systems. An example of such a cosurfactant is a long-chain alcohol. Pure surfactants often organize well at a liquid/liquid boundary, which leads to relatively stiff interfaces or even liquid-crystal phases. To achieve ultralow interfacial tension for enhanced oil recovery applications, a cosurfactant is added to disturb this organization at the liquid/liquid interface. Cosurfactants can also be used to fine-tune the formulation phase behavior, for example, by expanding the temperature or salinity range of microemulsion formation.",Enhanced Oil Recovery,https://glossary.slb.com/en/terms/c/cosurfactant
critical matrix,[Enhanced Oil Recovery] A near-wellbore area where injected fluids such as acids can restore original permeability. Most of the reservoir pressure drop during production occurs in this near-wellbore part of the reservoir.,Enhanced Oil Recovery,https://glossary.slb.com/en/terms/c/critical_matrix
crosswell tomography,"[Enhanced Oil Recovery, Formation Evaluation, Geophysics] A technique for measuring a signal that is broadcast from a transmitter or source located in one well, to a receiver array placed in a neighboring well. This technique is used to create a display of formation properties such as acoustic velocity and attenuation, seismic reflectivity, or electromagnetic resistivity in the area between wells. The reservoir-scale data acquired with this technique can be used to bridge the gap between wellbore measurements and surface measurements.","Enhanced Oil Recovery, Formation Evaluation, Geophysics",https://glossary.slb.com/en/terms/c/crosswell_tomography
damage,"[Enhanced Oil Recovery] Natural or induced production impairments that can develop in the reservoir, the near-wellbore area, the perforations, the gravel-pack completion or the production pipelines, such as the tubing. Natural damage occurs as produced reservoir fluids move through the reservoir, while induced damage is the result of external operations and fluids in the well, such as drilling, well completion, workover operations or stimulation treatments. Some induced damage triggers natural damage mechanisms. Natural damage includes phenomena such as fines migration, clay swelling, scale formation, organic deposition, including paraffins or asphaltenes, and mixed organic and inorganic deposition. Induced damage includes plugging caused by foreign particles in the injected fluid, wettability changes, emulsions, precipitates or sludges caused by acid reactions, bacterial activity and water blocks. Wellbore cleanup or matrix stimulation treatments are two different operations that can remove natural or induced damage. Selecting the proper operation depends on the location and nature of the damage.",Enhanced Oil Recovery,https://glossary.slb.com/en/terms/d/damage
detergency,"[Enhanced Oil Recovery] The ability of a chemical agent to remove a contaminant from a solid surface. For example, in enhanced oil recovery, a surfactant can be used to remove an oil phase from a mineral surface. At least two mechanisms can occur: The surfactant adsorbs on the contaminated surface and presents its hydrophilic group to the contacting liquid. Thus, the surface behaves hydrophilically and repels macroscopic oil drops. The surfactant adsorbs to the contaminant. It is energetically more favorable for the combination of surfactant and contaminant to be in solution than to be attached to the surface so the contaminant is solubilized, exposing the mineral surface.",Enhanced Oil Recovery,https://glossary.slb.com/en/terms/d/detergency
dewpoint,"[Enhanced Oil Recovery, Well Testing] The pressure at which the first condensate liquid comes out of solution in a gas condensate. Many gas condensate reservoirs are saturated at initial conditions, meaning that the dewpoint is equal to the initial reservoir pressure. Condensate dissolution is called retrograde condensation because this is counter to the behavior of pure substances, which vaporize when the pressure drops below the saturation pressure under isothermal (constant temperature) conditions.","Enhanced Oil Recovery, Well Testing",https://glossary.slb.com/en/terms/d/dewpoint
diffusion,"1. (n.) [Geophysics] The movement of ions or molecules from regions of high concentration to low concentration within a solution. | 2. (n.) [Geophysics] The conduction of heat by the movement of molecules. | 3. (n.) [Formation Evaluation, Enhanced Oil Recovery] The process by which particles move over time within a material due to their kinetic motion. The term is most commonly used in pulsed neutron capture logging and in nuclear magnetic resonance (NMR) logging. In a pulsed neutron capture log, the term refers to the spread of neutrons away from the neutron generator. In NMR logging, diffusion refers to the movement of gas, oil, or water molecules within the pore space.","Formation Evaluation, Enhanced Oil Recovery; Geophysics",https://glossary.slb.com/en/terms/d/diffusion
disbonding,[Enhanced Oil Recovery] A common coating problem in which the protective coating detaches from the pipeline.,Enhanced Oil Recovery,https://glossary.slb.com/en/terms/d/disbonding
dispersion,"1. (n.) [Geophysics] A type of distortion of a wave train in which the velocity of the wave varies with frequency. Surface waves and electromagnetic body waves typically exhibit dispersion, whereas P-waves in most rocks show little change in velocity with frequency. | 2. (n.) [Geophysics] The phenomenon of a wave separating into its frequency constituents as it passes through a medium. Each frequency component travels at its phase velocity (vp), which is the product of the frequency (f) and wavelength (λ) of that component. Angular dispersion results from anisotropy, which causes velocity to vary with direction. Dispersion affects all types of waves, including light, electromagnetic, sound, elastic, gravity, and water waves. | 3. (n.) [Drilling Fluids] The act of breaking up large particles into smaller ones and distributing them throughout a liquid or gaseous medium. For example, in water-base drilling mud, dispersion is the act of degrading clay materials, starches, carboxymethylcellulose, biopolymer, synthetic polymers, or oils into submicroscopic particles by applying mechanical energy, heat, or chemical means. In oil-mud emulsion terminology, dispersion is the act of forming a fine-grained emulsion of an aqueous phase into an oil. This is usually accomplished with by mechanical shearing or heating in the presence of surfactants. It also includes dispersing solids into an oil mud, such as barite or organophilic clays. Mud viscosity increases as more and more platelets are dispersed. No gel structure can form as long as mechanical shearing is in progress. | 4. (n.) [Drilling Fluids] A colloidal system, such as a drilling fluid, that has been dispersed. More generally, the term applies to any two (or more) phase system in which one phase exists as small particles or droplets dispersed in the second phase. | 5. (n.) [Enhanced Oil Recovery] Spatial separation of components within a fluid. This separation is often driven by diffusion, mixing, or differential flow. In an oil field, components might be separated because of heterogeneity of permeability, or simply because of different paths taken by the fluid through the pore structure. Hydrodynamic dispersion includes both of these mechanical effects and molecular diffusion. The components of an enhanced oil recovery formulation can also be dispersed within a porous rock via differential adsorption properties (chromatographic effects).",Drilling Fluids; Enhanced Oil Recovery; Geophysics,https://glossary.slb.com/en/terms/d/dispersion
