term,definition,disciplines,url
aeolotropy,"[Geology, Geophysics, Shale Gas] Predictable variation of a property of a material with the direction in which it is measured, which can occur at all scales. For a crystal of a mineral, variation in physical properties observed in different directions is aeolotropy (also known as anisotropy). In rocks, variation in seismic velocity measured parallel or perpendicular to bedding surfaces is a form of aeolotropy. Often found where platy minerals such as micas and clays align parallel to depositional bedding as sediments are compacted, aeolotropy is common in shales.","Geology, Geophysics, Shale Gas",https://glossary.slb.com/en/terms/a/aeolotropy
aerated layer,"[Geology, Geophysics] The surface or near-surface, unconsolidated sedimentary layer that has been subject to weathering and whose pores are air-filled instead of liquid-filled. An aerated layer typically has a low seismic velocity.","Geology, Geophysics",https://glossary.slb.com/en/terms/a/aerated_layer
aggradation,"[Geology] The accumulation of stratigraphic sequences by deposition that stacks beds atop each other, building upwards during periods of balance between sediment supply and accommodation.",Geology,https://glossary.slb.com/en/terms/a/aggradation
aggradational,"[Geology] Related to the accumulation of stratigraphic sequences by deposition that stacks beds atop each other, building upwards during periods of balance between sediment supply and accommodation.",Geology,https://glossary.slb.com/en/terms/a/aggradational
alidade,"[Geology] A telescopic surveying device used to construct surface topographic and geologic maps in the field. The alidade is mounted on a plane table, which has a sheet of paper on which to draw the map, and an object or location is sighted through the alidade. The edge of the alidade is aligned in the azimuthal direction of the object or location. The vertical angle from which elevation of the location can be calculated is measured using the calibrated arc of the alidade.",Geology,https://glossary.slb.com/en/terms/a/alidade
allochthon,"[Geology] A rock mass formed somewhere other than its present location, which was transported by fault movements, large-scale gravity sliding, or similar processes. Antonyms: autochthon",Geology,https://glossary.slb.com/en/terms/a/allochthon
allochthonous,"[Geology] Pertaining to materials, particularly rock masses, that formed somewhere other than their present location, and were transported by fault movements, large-scale gravity sliding, or similar processes. Autochthonous material, in contrast, formed in its present location. Landslides can result in large masses of allochthonous rock, which typically can be distinguished from autochthonous rocks on the basis of their difference in composition. Faults and folds can also separate allochthons from autochthons. Antonyms: autochthonous",Geology,https://glossary.slb.com/en/terms/a/allochthonous
allogenic,"[Geology] Pertaining to minerals or rock fragments that formed in one location but were transported to another location and deposited. Clastic sediments in a rock such as sandsHTMLtone are allogenic, or formed elsewhere. Antonyms: authigenic",Geology,https://glossary.slb.com/en/terms/a/allogenic
alluvial,"[Geology] Pertaining to the subaerial (as opposed to submarine) environment, action and products of a stream or river on its floodplain, usually consisting of detrital clastic sediments, and distinct from subaqueous deposition such as in lakes or oceans and lower energy fluvial deposition. Sediments deposited in an alluvial environment can be subject to high depositional energy, such as fast-moving flood waters, and may be poorly sorted or chaotic.",Geology,https://glossary.slb.com/en/terms/a/alluvial
alluvium,"[Geology] Material deposited in an alluvial environment, typically detrital sediments that are poorly sorted.",Geology,https://glossary.slb.com/en/terms/a/alluvium
anaerobic,"1. (adj.) [Geology] The condition of an environment in which free oxygen is lacking or absent. | 2. (adj.) [Geology] A description of organisms that can survive in the absence of oxygen, particularly bacteria. | 3. (adj.) [Drilling Fluids] Pertaining to systems, reactions, or life processes of species, such as bacteria, in which atmospheric oxygen is not present or not required for survival. Antonyms: aerobic",Drilling Fluids; Geology,https://glossary.slb.com/en/terms/a/anaerobic
angular unconformity,"[Geology] A surface that separates younger strata from eroded, dipping, older strata and represents a gap in the geologic record.",Geology,https://glossary.slb.com/en/terms/a/angular_unconformity
anhydrite,"1. (n.) [Geology] [CaSO4] A member of the evaporite group of minerals and the soft rock comprising anhydrite formed by precipitation of calcium sulfate from evaporation of seawater. Anhydrite can also form through the dehydration of gypsum, another sulfate mineral found in evaporites. Anhydrite may occur as a caprock above salt domes. | 2. (n.) [Drilling Fluids] The anhydrous mineral form of calcium sulfate, CaSO4. (gypsum, CaSO4·2H2O, is the hydrated form.) The presence of anhydrite or gypsum in rock will influence the type of mud selected for drilling the rock because when CaSO4 dissolves in a water mud, Ca+2 and SO4–2 ions are formed. Although both ions are detrimental to freshwater mud properties, Ca+2 is the more harmful of the two.",Drilling Fluids; Geology,https://glossary.slb.com/en/terms/a/anhydrite
anisotropic,"[Geophysics, Geology, Shale Gas] Having directionally dependent properties. For a crystal of a mineral, variation in physical properties observed in different directions is anisotropy. In rocks, variation in seismic velocity measured parallel or perpendicular to bedding surfaces is a form of anisotropy. Often found where platy minerals such as micas and clays align parallel to depositional bedding as sediments are compacted, anisotropy is common in shales. Antonyms: isotropic","Geophysics, Geology, Shale Gas",https://glossary.slb.com/en/terms/a/anisotropic
anisotropy,"[Geophysics, Shale Gas, Geology] Predictable variation of a property of a material with the direction in which it is measured, which can occur at all scales. For a crystal of a mineral, variation in physical properties observed in different directions is anisotropy. In rocks, variation in seismic velocity measured parallel or perpendicular to bedding surfaces is a form of anisotropy. Often found where platy minerals such as micas and clays align parallel to depositional bedding as sediments are compacted, anisotropy is common in shales.","Geophysics, Shale Gas, Geology",https://glossary.slb.com/en/terms/a/anisotropy
anomalous,"[Geology] Different from what is typical or expected, or different from what is predicted by a theoretical model. The difference or anomaly may refer to the measurement of the difference between an observed or measured value and the expected values of a physical property. Anomalies can be of great interest in hydrocarbon and mineral exploration because they often indicate hydrocarbon and mineral prospects and accumulations, such as geologic structures like folds and faults. Geochemical anomalies at the surface of the Earth can also indicate an accumulation of hydrocarbons at depth. Geophysical anomalies, such as amplitude anomalies in seismic data and magnetic anomalies in the Earth's crust, can also be associated with hydrocarbon accumulations.",Geology,https://glossary.slb.com/en/terms/a/anomalous
anomaly,"[Geology] An entity or property that differs from what is typical or expected, or which differs from that predicted by a theoretical model. May be the measurement of the difference between an observed or measured value and the expected values of a physical property. Anomalies can be of great interest in hydrocarbon and mineral exploration because they often indicate hydrocarbon and mineral prospects and accumulations, such as geologic structures like folds and faults. Geochemical anomalies at the surface of the Earth can also indicate an accumulation of hydrocarbons at depth. Geophysical anomalies, such as amplitude anomalies in seismic data and magnetic anomalies in the Earth's crust, can also be associated with hydrocarbon accumulations.",Geology,https://glossary.slb.com/en/terms/a/anomaly
anoxic,[Geology] The condition of an environment in which free oxygen is lacking or absent.,Geology,https://glossary.slb.com/en/terms/a/anoxic
anticlinal,"[Geology] Pertaining to an anticline, an arch-shaped fold in rock in which rock layers are upwardly convex. The oldest rock layers form the core of the fold, and outward from the core progressively younger rocks occur. Anticlines form many excellent hydrocarbon traps, particularly in folds with reservoir-quality rocks in their core and impermeable seals in the outer layers of the fold. A syncline is the opposite type of fold, having downwardly convex layers with young rocks in the core.",Geology,https://glossary.slb.com/en/terms/a/anticlinal
anticlinal trap,[Geology] A type of structural hydrocarbon trap whose closure is controlled by the presence of an anticline.,Geology,https://glossary.slb.com/en/terms/a/anticlinal_trap
anticline,"[Geology] An arch-shaped fold in rock in which rock layers are upwardly convex. The oldest rock layers form the core of the fold, and outward from the core progressively younger rocks occur. Anticlines form many excellent hydrocarbon traps, particularly in folds with reservoir-quality rocks in their core and impermeable seals in the outer layers of the fold. A syncline is the opposite type of fold, having downwardly convex layers with young rocks in the core. Antonyms: syncline",Geology,https://glossary.slb.com/en/terms/a/anticline
antithetic fault,"[Geology] A minor, secondary fault, usually one of a set, whose sense of displacement is opposite to its associated major and synthetic faults. Antithetic-synthetic fault sets are typical in areas of normal faulting. Antonyms: synthetic fault",Geology,https://glossary.slb.com/en/terms/a/antithetic_fault
apparent dip,"[Geology] The maximum inclination of a bedding plane, fault plane or other geological surface measured from a vertical cross section that is not perpendicular to the strike of the feature. Apparent dip corrected for well drift, or geometry, is referred to as true dip.",Geology,https://glossary.slb.com/en/terms/a/apparent_dip
appraisal,"[Geology] The phase of petroleum operations that immediately follows successful exploratory drilling. During appraisal, delineation wells might be drilled to determine the size of the oil or gas field and how to develop it most efficiently.",Geology,https://glossary.slb.com/en/terms/a/appraisal
aquifer,"1. (n.) [Geology] A body of rock whose fluid saturation, porosity and permeability permit production of groundwater. | 2. (n.) [Geology] A water-bearing portion of a petroleum reservoir with a waterdrive. | 3. (n.) [Drilling] Any water-bearing formation encountered while drilling. Drillers often are concerned about aquifers and are required to take special precautions in the design and execution of the well plan to protect fresh water aquifers from contamination by wellbore fluids. Water in aquifers can flow into the wellbore, contaminate drilling fluids and cause well control problems.",Drilling; Geology,https://glossary.slb.com/en/terms/a/aquifer
arenaceous,"[Geology] Describing sandy-textured rock or sediment. Arenaceous does not necessarily imply silica-rich, but rather particles of sand size, 0.625 to 2 mm, according to the Udden-Wentworth scale.",Geology,https://glossary.slb.com/en/terms/a/arenaceous
argillaceous,"[Geology] Describing rocks or sediments containing particles that are silt- or clay-sized, less than 0.625 mm in size. Most have a high clay-mineral content, and many contain a sufficient percentage of organic material to be considered a source rock for hydrocarbon.",Geology,https://glossary.slb.com/en/terms/a/argillaceous
asphalt,"[Geology] A solid or nearly solid form of bitumen that can melt upon heating and contains impurities such as nitrogen, oxygen, and sulfur. Asphalt forms naturally when the light components or volatiles of petroleum have been removed or evaporated.",Geology,https://glossary.slb.com/en/terms/a/asphalt
asthenosphere,"[Geology] The relatively plastic layer of the upper mantle of the Earth on which the tectonic plates of the lithosphere move. The asthenosphere is approximately 200 km [124 miles] thick and, owing to its depth below the Earth's surface, warm (~ 1,400 degC [2,640 degF]) but not molten. Here the mantle deforms by plastic flow in response to applied pressures above 100 MPa [14,500 psi]. This zone is considered coincidental, at least below oceanic crust, with the low-velocity zone of the upper mantle.",Geology,https://glossary.slb.com/en/terms/a/asthenosphere
attitude,"[Geology] The orientation of a planar or linear feature in three-dimensional (3D) space. Planar features that are not horizontal, such as tilted strata, are described by their strike, or the azimuth of the intersection of the plane with a horizontal surface, and the dip, or the magnitude of its inclination from a horizontal reference. The trend and plunge of linear features, such as the axis of a fold, describe the azimuth of the line and its deviation from horizontal.",Geology,https://glossary.slb.com/en/terms/a/attitude
aulacogen,"[Geology] In plate tectonics, a failed rift arm. At the junctions of tectonic plates, three intersecting lithospheric plates typically are separated by ""arms."" Arms might be areas of rifting, convergence, or transform faults (similar to a strike-slip fault). The arm along which the motion that spreads the plates apart ceases is termed the failed arm, or aulacogen. Spreading or rifting along the other arms of the triple junction can form new oceanic basins, whereas the aulacogen can become a sediment-filled graben.",Geology,https://glossary.slb.com/en/terms/a/aulacogen
authigenic,"[Geology] Pertaining to minerals or materials that grow in place with a rock, rather than having been transported and deposited. These include quartz, chlorite, and other pore-filling minerals or cements that grow during diagenesis. Evaporite minerals are authigenic, or formed in situ. Antonyms: allogenic",Geology,https://glossary.slb.com/en/terms/a/authigenic
autochthon,"[Geology] Materials, especially rock masses, that formed in their present location and have not been transported. Fault surfaces can separate indigenous rocks from allochthonous rocks, although some allochthonous rocks are clearly delineated by their differing composition. Antonyms: allochthon",Geology,https://glossary.slb.com/en/terms/a/autochthon
autochthonous,"[Geology] Materials, especially rock masses, that formed in their present location and have not been transported. Fault surfaces can separate indigenous rocks from allochthonous rocks, although some allochthonous rocks are clearly delineated by their differing composition. Antonyms: allochthonous",Geology,https://glossary.slb.com/en/terms/a/autochthonous
axial surface,"[Geology] In folded rocks, the imaginary surface bisecting the limbs of the fold. The axial surface is called the axial plane when the fold is symmetrical and the lines defined by the points of maximum curvature of each folded layer, or hinge lines, are coplanar.",Geology,https://glossary.slb.com/en/terms/a/axial_surface
azimuth,"1. (n.) [Geology] The angle between the vertical projection of a line of interest onto a horizontal surface and true north or magnetic north measured in a horizontal plane, typically measured clockwise from north. | 2. (n.) [Drilling] The compass direction of a directional survey or of the wellbore as planned or measured by a directional survey. The azimuth is usually specified in degrees with respect to the geographic or magnetic north pole. | 3. (n.) [Reservoir Characterization] The angle that characterizes a direction or vector relative to a reference direction (usually True North) on a horizontal plane. The azimuth is usually quoted in degrees from 0 to 359. | 4. (n.) [Drilling, Shale Gas] The direction in which a deviated or horizontal well is drilled relative to magnetic north. Most horizontal wells in shale reservoirs are drilled in the direction of the minimum horizontal stress. This allows for the creation of multiple hydraulic fractures that are normal to the wellbore.","Drilling; Drilling, Shale Gas; Geology; Reservoir Characterization",https://glossary.slb.com/en/terms/a/azimuth
azimuthal,"1. (adj.) [Formation Evaluation] Pertaining to being focused in one direction. An azimuthal, or azimuthally focused, measurement has one or more directions perpendicular to the surface of a logging tool from which it receives most of its signal. Examples are the density, laterolog and microresistivity logs. A nonazimuthal, or azimuthally symmetric measurement is one which measures equally in all directions around the tool. Examples are the induction, propagation resistivity log, and gamma ray. | 2. (adj.) [Geology] Pertaining to the angle between the vertical projection of a line of interest onto a horizontal surface and true north or magnetic north measured in a horizontal plane, typically measured clockwise from north.",Formation Evaluation; Geology,https://glossary.slb.com/en/terms/a/azimuthal
barite,"1. (n.) [Geology] [BaSO4] A dense sulfate mineral that can occur in a variety of rocks, including limestone and sandstone, with a range of accessory minerals, such as quartz, chert, dolomite, calcite, siderite and metal sulfides. Barite is commonly used to add weight to drilling fluid. Barite is of significance to petrophysicists because excess barite can require a correction factor in some well log measurements. | 2. (n.) [Drilling Fluids] A dense mineral comprising barium sulfate [BaSO4]. Commonly used as a weighting agent for all types of drilling fluids, barites are mined in many areas worldwide and shipped as ore to grinding plants in strategic locations, where API specifies grinding to a particle size of 3 to74 microns. Pure barium sulfate has a specific gravity of 4.50 g/cm3, but drilling-grade barite is expected to have a specific gravity of at least 4.20 g/cm3 to meet API specifications. Contaminants in barite, such as cement, siderite, pyrrhotite, gypsum, and anhydrite, can cause problems in certain mud systems and should be evaluated in any quality assurance program for drilling mud additives.",Drilling Fluids; Geology,https://glossary.slb.com/en/terms/b/barite
base map,"[Geology] A map on which primary data and interpretations can be plotted. A base map typically includes locations of lease or concession boundaries, wells, seismic survey points, and other cultural data such as buildings and roads, with a geographic reference such as latitude and longitude or Universal Transverse Mercator (UTM) grid information. Geologists use topographic maps as base maps for construction of surface geologic maps. Geophysicists typically use shot point maps, which show the orientations of seismic lines and the specific points at which seismic data were acquired, to display interpretations of seismic data. In the field, geologists can use a plane table and alidade to construct a base map.",Geology,https://glossary.slb.com/en/terms/b/base_map
basement,"[Geology] The rock layer below which economic hydrocarbon reservoirs are not expected to be found, sometimes called economic basement. Basement is usually older, deformed igneous or metamorphic rocks, which seldom develops the porosity and permeability necessary to serve as a hydrocarbon reservoir, and below which sedimentary rocks are not common. Basement rocks typically have different density, acoustic velocity, and magnetic properties from overlying rocks.",Geology,https://glossary.slb.com/en/terms/b/basement
basin,"[Geology, Shale Gas] A depression in the crust of the Earth, caused by plate tectonic activity and subsidence, in which sediments accumulate. Sedimentary basins vary from bowl-shaped to elongated troughs. Basins can be bounded by faults. Rift basins are commonly symmetrical; basins along continental margins tend to be asymmetrical. If rich hydrocarbon source rocks occur in combination with appropriate depth and duration of burial, then a petroleum system can develop within the basin. Most basins contain some amount of shale, thus providing opportunities for shale gas exploration and production.","Geology, Shale Gas",https://glossary.slb.com/en/terms/b/basin
bathyal,"[Geology] Pertaining to the environment of deposition and the organisms of the ocean between depths of 200 m [656 ft], the edge of the continental shelf, and 2,000 m [6,560 ft]. The bathyal environment is intermediate between the neritic environment and the abyss.",Geology,https://glossary.slb.com/en/terms/b/bathyal
bed,"[Geology] A layer of sediment or sedimentary rock, or stratum. A bed is the smallest stratigraphic unit, generally a centimeter or more in thickness. To be labeled a bed, the stratum must be distinguishable from adjacent beds.",Geology,https://glossary.slb.com/en/terms/b/bed
bed thickness,"[Geology] The thickness of a layer or stratum of sedimentary rock measured perpendicular to its lateral extent, presuming deposition on a horizontal surface. Because sediment deposition can occur on inclined surfaces, apparent or measured bed thickness might differ from true bed thickness. The thickness of a given bed often varies along its extent.",Geology,https://glossary.slb.com/en/terms/b/bed_thickness
bedrock,"[Geology] Solid rock either exposed at the surface or situated below surface soil, unconsolidated sediments, and weathered rock.",Geology,https://glossary.slb.com/en/terms/b/bedrock
Benioff zone,"[Geology] A zone of the upper mantle in which earthquakes occur when a lithospheric plate is subducted, named in honor of seismologists Kiyoo Wadati and Hugo Benioff. The dip of this zone, also referred to as the Wadati-Benioff zone, coincides with the dip of the subducting plate. The Wadati-Benioff zone extends to a depth of about 700 km [435 miles] from the Earth's surface.",Geology,https://glossary.slb.com/en/terms/b/benioff_zone
benthic,"[Geology] Pertaining to the environment and conditions of organisms living at the water bottom, or benthos. Also called benthonic.",Geology,https://glossary.slb.com/en/terms/b/benthic
benthos,[Geology] Organisms that live at the bottom of a body of water.,Geology,https://glossary.slb.com/en/terms/b/benthos
bentonite,"1. (n.) [Geology] A material composed of clay minerals, predominantly montmorillonite with minor amounts of other smectite group minerals, commonly used in drilling mud. Bentonite swells considerably when exposed to water, making it ideal for protecting formations from invasion by drilling fluids. Montmorillonite forms when basic rocks such as volcanic ash in marine basins are altered. | 2. (n.) [Drilling Fluids] A clay mineral that is composed principally of three-layer clays, such as montmorillonite, and widely used as a mud additive for viscosity and filtration control. Commercial bentonite ores vary widely in amount and quality of the swelling clay, sodium montmorillonite. Ores of lower quality, those with more calcium-type montmorillonite, are treated during grinding by adding one or more of the following: sodium carbonate, long-chain synthetic polymers, carboxymethylcellulose (CMC), starch, or polyphosphates. These help make the final product meet quality specifications. Unfortunately, the additives may not remain effective in ""the real mud world"" when in use at the rig due to hardness ions in the water, high temperature, bacterial attack, mechanical shear-degradation, and other factors that can render these additives ineffective.",Drilling Fluids; Geology,https://glossary.slb.com/en/terms/b/bentonite
biostratigraphic,"[Geology] Pertaining to biostratigraphy, the application of plant and animal fossils to date and correlate strata in order to elucidate Earth history, combining the principles of paleontology and stratigraphy. In the petroleum industry, biostratigraphy often denotes the use of terrestrial (pollen and spores) and marine (diatoms, foraminifera, nanofossils) microfossils to determine the absolute or relative age and depositional environment of a particular formation, source rock, or reservoir of interest.",Geology,https://glossary.slb.com/en/terms/b/biostratigraphic
biostratigraphy,"[Geology] The application of plant and animal fossils to date and correlate strata in order to elucidate Earth history, combining the principles of paleontology and stratigraphy. In the petroleum industry, biostratigraphy often denotes the use of terrestrial (pollen and spores) and marine (diatoms, foraminifera, nanofossils) microfossils to determine the absolute or relative age and depositional environment of a particular formation, source rock, or reservoir of interest.",Geology,https://glossary.slb.com/en/terms/b/biostratigraphy
bitumen,"1. (n.) [Geology] Naturally occurring, inflammable organic matter formed from kerogen in the process of petroleum generation that is soluble in carbon bisulfide. Bitumen includes hydrocarbons such as asphalt and mineral wax. Typically solid or nearly so, brown or black, bitumen has a distinctive petroliferous odor. Laboratory dissolution with organic solvents allows determination of the amount of bitumen in samples, an assessment of source rock richness. | 2. (n.) [Heavy Oil] A designation for a hydrocarbon fluid with a gravity of 10° API or lower, based upon the classification of the US Department of Energy. | 3. (n.) [Shale Gas] The fraction of naturally occurring, inflammable organic matter that is extractable from rock using organic solvents. Many petroleum precursors are composed of bitumen, but most are formed from kerogen in the process of petroleum generation. Bitumen includes hydrocarbons such as asphalt and mineral wax. Typically solid or nearly so, brown or black, bitumen has a distinctive petroliferous odor. Laboratory dissolution with organic solvents allows determination of the amount of bitumen in samples, an assessment of source rock richness. Burial and heating of kerogen yield bitumen, then liquid hydrocarbons, and then hydrocarbon gas. Understanding organic content is especially important in shale reservoirs because the shale is both the source rock and the reservoir rock in the petroleum system.",Geology; Heavy Oil; Shale Gas,https://glossary.slb.com/en/terms/b/bitumen
Bouma sequence,"[Geology] A characteristic sequence of sedimentary structures occurring in sedimentary rocks deposited in areas of deep water sedimentation by turbidity currents, which form deposits called turbidites. In theory, a complete Bouma sequence comprises sediments that fine upwards, consisting of a lowermost layer of coarse, chaotic clastic sediments deposited under conditions of high depositional energy overlain by successively finer grained and better stratified sediments like sands and muds deposited under calmer conditions that are labeled as Units A though E. In practice, however, the chaotic, high-energy nature of turbidite deposition can alter or remove underlying sediments so that incomplete sequences of sediments typically remain preserved.",Geology,https://glossary.slb.com/en/terms/b/bouma_sequence
brine,"1. (n.) [Geology] Water containing more dissolved inorganic salt than typical seawater. | 2. (n.) [Drilling] Saline liquid usually used in completion operations and, increasingly, when penetrating a pay zone. Brines are preferred because they have higher densities than fresh water but lack solid particles that might damage producible formations. Classes of brines include chloride brines (calcium and sodium), bromides, and formates. | 3. (n.) [Drilling Fluids] A general term that refers to various salts and salt mixtures dissolved in an aqueous solution. Brine can be used more strictly, however, to refer to solutions of sodium chloride. We prefer to use brine as a general term. The emulsified calcium chloride [CaCl2] solution (or any other saline phase) in an oil mud is referred to as ""brine"" or ""brine phase."" The oil/brine ratio, abbreviated OBR, is used to compare solids content and salinities of oil muds. Clear brines are salt solutions that have few or no suspended solids. | 4. (n.) [Well Completions] A water-based solution of inorganic salts used as a well-control fluid during the completion and workover phases of well operations. Brines are solids free, containing no particles that might plug or damage a producing formation. In addition, the salts in brine can inhibit undesirable formation reactions such as clay swelling. Brines are typically formulated and prepared for specific conditions, with a range of salts available to achieve densities ranging from 8.4 to over 20 lbm/galUS (ppg) [1.0 to 2.4 g/cm3]. Common salts used in the preparation of simple brine systems include sodium chloride, calcium chloride, and potassium chloride. More complex brine systems may contain zinc, bromide, or iodine salts. These brines are generally corrosive and costly. | 5. (n.) [Production Facilities] Water containing salts in solution, such as sodium, calcium, or bromides. Brine is commonly produced along with oil. The disposal of oilfield brine is usually accomplished by underground injection into saltwater-saturated formations or by evaporation in surface pits.",Drilling; Drilling Fluids; Geology; Production Facilities; Well Completions,https://glossary.slb.com/en/terms/b/brine
calcite,"[Geology] [CaCO3] The crystalline form of calcium carbonate and chief constituent of limestone and chalk. Calcite reacts readily with dilute hydrochloric acid [HCl], so the presence of calcite can be tested by simply placing a drop of acid on a rock specimen.",Geology,https://glossary.slb.com/en/terms/c/calcite
caliche,"1. (n.) [Geology] A crust of coarse sediments or weathered soil rich in calcium carbonate. It forms when lime-rich groundwater rises to the surface by capillary action and evaporates into a crumbly powder, forming a tough, indurated sheet called calcrete. Caliche typically occurs in desert or semi-arid areas. Of particular concern to geophysicists is the difficulty in acquiring good seismic data when shooting through a layer of caliche. | 2. (n.) [Geology] A deposit of sodium nitrate that is mined and used for fertilizer in parts of South America.",Geology,https://glossary.slb.com/en/terms/c/caliche
caprock,"[Geology] A relatively impermeable rock, commonly shale, anhydrite, or salt, that forms a barrier or seal above and around reservoir rock so that fluids cannot migrate beyond the reservoir. It is often found atop a salt dome. The permeability of a caprock capable of retaining fluids through geologic time is ~ 10–6–10–8 darcies.",Geology,https://glossary.slb.com/en/terms/c/caprock
carbonate,"1. (n.) [Geology] A class of sedimentary rock whose chief mineral constituents (95% or more) are calcite and aragonite (both CaCo3) and dolomite [CaMg(CO3)2], a mineral that can replace calcite during the process of dolomitization. Limestone, dolostone or dolomite, and chalk are carbonate rocks. Although carbonate rocks can be clastic in origin, they are more commonly formed through processes of precipitation or the activity of organisms such as coral and algae. Carbonates form in shallow and deep marine settings, evaporitic basins, lakes, and windy deserts. Carbonate rocks can serve as hydrocarbon reservoir rocks, particularly if their porosity has been enhanced through dissolution. They rely on fractures for permeability. | 2. (adj.) [Geology] A group of minerals found mostly in limestone and dolostone that includes aragonite, calcite, and dolomite. Calcite is the most abundant and important of the carbonate minerals.",Geology,https://glossary.slb.com/en/terms/c/carbonate
cataclasite,"[Geology] A type of metamorphic rock with shearing and granulation of minerals caused by high mechanical stress during faulting or dynamic metamorphism, typically during episodes of plate tectonic activity.",Geology,https://glossary.slb.com/en/terms/c/cataclasite
cataclastic,"[Geology] Pertaining to a type of metamorphic rock with shearing and granulation of minerals caused by high mechanical stress during faulting or dynamic metamorphism, typically during episodes of plate tectonic activity.",Geology,https://glossary.slb.com/en/terms/c/cataclastic
catagenesis,"[Geology, Shale Gas] The physical and chemical alteration of sediments and pore fluids at temperatures and pressures higher than those of diagenesis. Catagenesis involves heating in the range of 50 to 150 degC [122 to 302 degF]. At these temperatures, chemical bonds break down in kerogen and clays within shale, generating liquid hydrocarbons. At the high end of this temperature range, secondary cracking of oil molecules can generate gas molecules.","Geology, Shale Gas",https://glossary.slb.com/en/terms/c/catagenesis
