term,definition,disciplines,url
Brownian motion,[Reservoir Characterization] The motion of atoms and molecules in fluids due to the temperature of the fluid. The motion appears to be random but is described by the relationships derived by Brown.,Reservoir Characterization,https://glossary.slb.com/en/terms/b/brownian_motion
classical reservoir modeling,"[Reservoir Characterization] A conventional method of mapping reservoir parameters in two dimensions, x and y. The resulting map set usually includes the top and bottom structure map derived from seismic and well data and that are used to generate thickness maps, in addition to maps of other geological and petrophysical parameters produced by standard interpolation techniques. These techniques are appropriate for describing reservoirs that are reasonably continuous and not too heterogeneous. They are usually much faster than full 3D techniques or geostatistical methods, but may be inaccurate when applied to description of complex, heterogeneous strata.",Reservoir Characterization,https://glossary.slb.com/en/terms/c/classical_reservoir_modeling
cluster,"1. (n.) [Reservoir Characterization] A group of data points having similar characteristics. These points are usually found by cluster analysis, and are sometimes used to determine electrofacies from wireline data. | 2. (vb.) [Reservoir Characterization] The act of determining clusters from data sets.",Reservoir Characterization,https://glossary.slb.com/en/terms/c/cluster
cluster analysis,"[Reservoir Characterization] Mathematical techniques for summarizing large amounts of multidimensional data into groups. The two most popular techniques are: hierarchical k-means. The hierarchical system calculates as many clusters as there are data points and displays their relative closeness by means of a dendogram. This system is preferred when there are few data points but the user wishes to see the dendogram to chose an appropriate number of clusters for analysis. Principal Component Analysis (PCA) is a form of hierarchical cluster analysis. The k-means system requires the user to choose the number of cluster to be determined. The computation scatters the centers of the clusters among the data and then moves them until they are ""gravitationally bound"" to the larger groups of data and no longer move. The points determined in this way represent the central points of the clusters. This technique is very fast and appropriate for very large datasets. It is most commonly used in electrofacies calculations. Cluster analysis is often used to provide electrofacies from wireline data where each curve is set to be a dimension.",Reservoir Characterization,https://glossary.slb.com/en/terms/c/cluster_analysis
coherence map,"[Reservoir Characterization] A map that displays the degree of correlation between wells as a vector that points from one well to another, the length of the vector being related to the degree of correlation from a correlogram. These maps are used in automatic correlation of well logs across a field and indicate where formations are continuous or are terminated. Reference: Poelchau HS: Coherence Mapping - An Automated Approach to Display Goodness-of-Correlation Between Wells in a Field, Mathematical Geology 19, no. 8 (1987): 833-850.",Reservoir Characterization,https://glossary.slb.com/en/terms/c/coherence_map
coherence vector map,"[Reservoir Characterization] A map that displays the degree of correlation between wells as a vector that points from one well to another, the length of the vector being related to the degree of correlation from a correlogram. These maps are used in automatic correlation of well logs across a field and indicate where formations are continuous or are terminated. Reference: Poelchau HS: Coherence Mapping - An Automated Approach to Display Goodness-of-Correlation Between Wells in a Field, Mathematical Geology 19, no. 8 (1987): 833-850.",Reservoir Characterization,https://glossary.slb.com/en/terms/c/coherence_vector_map
cokriging,"[Reservoir Characterization] A form of kriging that involves multiple variables. For example, well data may be used to generate one semivariogram, and three-dimensional seismic data used to generate another. Both semivariograms, along with a cross-variogram model, can then be used to generate a cokriged map.",Reservoir Characterization,https://glossary.slb.com/en/terms/c/cokriging
compartment,"[Reservoir Characterization] The productive segment of an oil or gas field that is not in fluid communication with the remainder of the field. Productive compartments may become isolated at the time of accumulation by depositional processes or become isolated after deposition and burial by diagenesis or by structural changes, such as faulting.",Reservoir Characterization,https://glossary.slb.com/en/terms/c/compartment
compartmentalization,[Reservoir Characterization] The geological segmentation of once continuous reservoirs into isolated compartments. Reservoirs that have become compartmentalized require different approaches to interpretation and production than continuous reservoirs. The degree of compartmentalization may vary as a consequence of production.,Reservoir Characterization,https://glossary.slb.com/en/terms/c/compartmentalization
conceptual model,"[Reservoir Characterization] A hypothetical model characterizing strata, generally strata deposited in one or a related set of environments. Conceptual models usually incorporate rules about possible geometries and successions of facies that can be included in a geological scenario. These often provide limitations to the interpretation of a given reservoir. Conceptual models commonly incorporate sequence stratigraphic concepts such as facies tracts, unconformities, flooding surfaces, erosional surfaces and parasequences. Conceptual models are often used in conjunction with geostatistical and classical technologies for reservoir characterization.",Reservoir Characterization,https://glossary.slb.com/en/terms/c/conceptual_model
conditional simulation,"[Reservoir Characterization] A geostatistical tool that yields a quantitative measure of the error in a map. It is performed when multiple maps have been created using kriging or cokriging and where each map has similar mean and variance as the control points, has approximately the same semivariogram, and approximately honors the control points. If guide data are used, the average of the conditional simulation images is the kriging with external drift (KED) solution. In general, conditional simulation maps contain more detail than maps produced by kriging or KED, but require much more effort to produce.",Reservoir Characterization,https://glossary.slb.com/en/terms/c/conditional_simulation
conical projection,"[Reservoir Characterization] A projection of data from the apex of a cone in a three-dimensional plot onto a surface at the base of the cone. This projection often is performed in log analysis to remove a dimension and see what a data point would read in the absence of that dimension. For example, removal of shale effects in a plot of neutron, density and gamma ray data helps determine the mineralogy of a sample where the apex of the cone would represent the shale point in the plot. The M-N plot is a plot in which the fluid has been removed by conical projection from the neutron, density and sonic data to provide a porosity-independent plot that can be used to determine lithology.",Reservoir Characterization,https://glossary.slb.com/en/terms/c/conical_projection
correlate,"1. (vt.) [Geology] To seek a comparison or equivalence. Scientists attempt to compare or match up well log signatures, chemical signatures, seismic signatures, fossils and rock samples across wide areas to determine the equivalence, extent, thickness, quality, relative age or other properties of stratigraphic units and rock bodies. | 2. (vb.) [Production Logging, Well Completions, Formation Evaluation, Reservoir Characterization] To compare and fix measured depths with known features on baseline logs of the wellbore tubulars and the surrounding formation.","Geology; Production Logging, Well Completions, Formation Evaluation, Reservoir Characterization",https://glossary.slb.com/en/terms/c/correlate
correlation,"1. (n.) [Geology] A connection of points from well to well in which the data suggest that the points were deposited at the same time (chronostratigraphic) or have similar and related characteristics. | 2. (n.) [Geophysics] The comparison of seismic waveforms in the time domain, similar to coherence in the frequency domain. | 3. (n.) [Reservoir Characterization] A positive relationship between data samples that implies a connection or a relationship between them.",Geology; Geophysics; Reservoir Characterization,https://glossary.slb.com/en/terms/c/correlation
correlogram,"[Reservoir Characterization] A graphical representation of the degree of agreement between segments of curves being correlated between different wells. The degree of lag (required shift), the amplitude of the peaks and the shapes of the peaks are parameters used to calculate the match in a correlogram.",Reservoir Characterization,https://glossary.slb.com/en/terms/c/correlogram
crossplot,"[Reservoir Characterization] A two-dimensional plot with one variable scaled in the vertical (Y) direction and the other in the horizontal (X) axis. The scales are usually linear but may be other functions, such as logarithmic. Additional dimensions may be represented by using color or symbols on the data points. These plots are common tools in the interpretation of petrophysical and engineering data.",Reservoir Characterization,https://glossary.slb.com/en/terms/c/crossplot
cumulative production,"[Reservoir Characterization, Shale Gas] The total amount of oil and gas recovered from a reservoir as of a particular time in the life of the field. Cumulative production can be referenced to a well, a field, or a basin.","Reservoir Characterization, Shale Gas",https://glossary.slb.com/en/terms/c/cumulative_production
cyclothem,"[Reservoir Characterization] A succession of strata deposited during a single cycle of deposition. These sedimentary successions usually occur repeatedly, one above the other. The two main varieties are the cyclic units that are symmetrical cyclothems, and the rhythmic units that are asymmetrical cyclothems. Cyclic groupings of cyclothems are called megacyclothems, and cyclic groupings of megacyclothems are called hypercyclothems. Cyclothems are thought to be due to natural cycles, such as changes in sea levels related to changes in the volume of polar ice caps.",Reservoir Characterization,https://glossary.slb.com/en/terms/c/cyclothem
darcy,[Reservoir Characterization] A standard unit of measure of permeability. One darcy describes the permeability of a porous medium through which the passage of one cubic centimeter of fluid having one centipoise of viscosity flowing in one second under a pressure differential of one atmosphere where the porous medium has a cross-sectional area of one square centimeter and a length of one centimeter. A millidarcy (mD) is one thousandth of a darcy and is a commonly used unit for reservoir rocks.,Reservoir Characterization,https://glossary.slb.com/en/terms/d/darcy
depth control,"1. (n.) [Well Completions] The procedures and equipment used to measure and correlate depth to ensure that a treatment is applied at the correct position within the wellbore. | 2. (n.) [Reservoir Characterization] The practice of ensuring that all measurements taken in a borehole are matched to the ""base depth,"" normally the depth determined with the resistivity log.",Reservoir Characterization; Well Completions,https://glossary.slb.com/en/terms/d/depth_control
depth correlation,"[Production Logging, Well Workover and Intervention, Reservoir Characterization, Formation Evaluation] The process of comparing and fixing measured depths with known features on baseline logs of the wellbore tubulars and the surrounding formation.","Production Logging, Well Workover and Intervention, Reservoir Characterization, Formation Evaluation",https://glossary.slb.com/en/terms/d/depth_correlation
depth matching,"[Reservoir Characterization] The practice of shifting depths of various data sets to a measurement that is known to be on depth. The general standard that is usually used is the first resistivity logs run, because those logs usually underwent the most rigorous depth control. Depth matching is usually applied to all wireline data, cores, borehole seismic data, and any other data taken in a well. Depth matching is a vital process in any well evaluation or any reservoir characterization exercise, so much so that, in its absence, accuracy and validity of the exercise must be questioned.",Reservoir Characterization,https://glossary.slb.com/en/terms/d/depth_matching
derivative logs,"[Reservoir Characterization] Logs that have been calculated from other logs to find the rate at which a log is changing with depth. For example, the derivative caliper (rugosity) calculates the rate at which the caliper is changing from one depth to another. Bad hole conditions that cause the density log to produce incorrect measurements are usually more closely related to the rugosity of the hole than the hole size, so the rugosity curve is the more useful in this regard.",Reservoir Characterization,https://glossary.slb.com/en/terms/d/derivative_logs
determinism,[Reservoir Characterization] The use of deterministic methods to solve problems or find solutions to datasets.,Reservoir Characterization,https://glossary.slb.com/en/terms/d/determinism
deterministic methods,"[Reservoir Characterization] Techniques that use equations or algorithms that have been previously developed for similar situations. These methods do not involve stochastic or statistical approaches. Deterministic methods are generally easier and faster to apply and readily lend themselves to computer applications. However, they may not provide the most detailed or the most accurate reservoir models.",Reservoir Characterization,https://glossary.slb.com/en/terms/d/deterministic_methods
deviation,"[Reservoir Characterization] The angle at which a wellbore diverges from vertical. Wells can deviate from vertical because of the dips in the beds being drilled through. Wells can also be deliberately deviated by the use of a whipstock or other steering mechanism. Wells are often deviated or turned to a horizontal direction to increase exposure to producing zones, intersect a larger number of fractures, or to follow a complex structure.",Reservoir Characterization,https://glossary.slb.com/en/terms/d/deviation
dip,"1. (n.) [Geology] The magnitude of the inclination of a plane from horizontal. True, or maximum, dip is measured perpendicular to strike. Apparent dip is measured in a direction other than perpendicular to strike. | 2. (n.) [Reservoir Characterization] The angle between a planar feature, such as a sedimentary bed or a fault, and a horizontal plane. True dip is the angle a plane makes with a horizontal plane, the angle being measured in a direction perpendicular to the strike of the plane. Apparent dip is the angle measured in any direction other than perpendicular to the strike of the plane. Given the apparent dip and the strike, or two apparent dips, the true dip can be computed.",Geology; Reservoir Characterization,https://glossary.slb.com/en/terms/d/dip
dip fault,[Reservoir Characterization] A fault whose primary movement is in the dip direction. Dip faults are also referred to as dip-slip faults.,Reservoir Characterization,https://glossary.slb.com/en/terms/d/dip_fault
directional variograms,"[Reservoir Characterization] Variograms and semivariograms that have a directional component in addition to the normal distance component. Directional variograms and semivariograms are commonly used where geological features are heterogeneous. For example, fluvial environments dominated by valleys, channels and point bars are likely to have directional components that are detectable and that will influence the behavior of fluids in these formations. Geostatistical models that use directional variograms can be expected to be more reliable in these circumstances.",Reservoir Characterization,https://glossary.slb.com/en/terms/d/directional_variograms
distribution,"[Reservoir Characterization] The variation in the values of a one-dimensional data set. There are a number of readily recognized, possible distributions known to statistics, each with mathematical definitions. Statisticians may endeavor to find whether a dataset is a good fit to any of the recognized distributions. Some examples include bimodal Boltzmann chi-squared general normal Gaussian or standard normal (bell-shaped curve) normal Poisson student's t.",Reservoir Characterization,https://glossary.slb.com/en/terms/d/distribution
domain,"1. (n.) [Geophysics] The set of values an independent variable can take. For example, the independent variable of the time domain is time; and for the frequency domain, it is frequency. | 2. (n.) [Reservoir Characterization] A region of magnetic polarity within a ferromagnetic body. Domains collectively determine the magnetic properties of the body by their arrangement. | 3. (n.) [Reservoir Characterization] A region characterized by a specific feature. | 4. (n.) [Reservoir Characterization] The set of values assigned to the independent variables of a function.",Geophysics; Reservoir Characterization,https://glossary.slb.com/en/terms/d/domain
domainal fabric,"[Reservoir Characterization] A structure made up of a number of superposed domains, usually of different size or wavelength. These are used in geostatistical work to describe statistical behaviors on small scales (such as porosity in thin sections) to large scales (such as porosity distributions in reservoirs).",Reservoir Characterization,https://glossary.slb.com/en/terms/d/domainal_fabric
domainal structure,"[Reservoir Characterization] A structure made up of a number of superposed domains, usually of different size or wavelength. These are used in geostatistical work to describe statistical behaviors on small scales (such as porosity in thin sections) to large scales (such as porosity distributions in reservoirs).",Reservoir Characterization,https://glossary.slb.com/en/terms/d/domainal_structure
effective medium theory,"[Reservoir Characterization] A method for determining the effective properties of random fields, commonly abbreviated EMT. Originally developed to estimate transport coefficients, this theory is based on the idea of replacing the inhomogeneous medium by an equivalent homogenous medium such that the fluctuations induced by restoring the heterogeneity average to zero. EMT is used to upscale parameters such as permeability for use in coarse-grained reservoir simulation studies. This use is controversial in reservoirs that are not homogeneous. Reference: Kilpatrick S: Percolation and conduction, Reviews of Modern Physics 45 (1973): 574-614. Mansoori J: ""A Review of Basic Upscaling Procedures: Advantages and Disadvantages,"" in Yarus JM and Chambers RL (eds): Stochastic Modeling and Geostatistics, AAPG Computer Applications in Geology , no. 3. AAPG, Tulsa, Oklahoma, USA, 1994.",Reservoir Characterization,https://glossary.slb.com/en/terms/e/effective_medium_theory
eigenvector,"[Reservoir Characterization] The vector that best represents the trend of data in multiple dimensions. This is the major component of principal component analysis (PCA). In log analysis, log data plotted in the number of dimensions equal to the number of curves can be subjected to principal component analysis, replotted in PCA space, and then subjected to cluster analysis to find usable electrofacies.",Reservoir Characterization,https://glossary.slb.com/en/terms/e/eigenvector
empirical,[Reservoir Characterization] Pertaining to analysis that includes equations or formulae that were derived purely from data analysis and were not derived from a theoretical basis. The majority of equations used in reservoir characterization and reservoir engineering are empirical. Antonyms: theoretical,Reservoir Characterization,https://glossary.slb.com/en/terms/e/empirical
Epanechnikov kernel,"[Reservoir Characterization] A discontinuous parabola kernel that is used in contouring areal density of data points in a crossplot. The kernel function can take many other forms, such as triangular, rectangular or Gaussian. The function determines the shape of the bump or cluster of data under scrutiny. This technology is often used in cluster analysis and statistical graphic techniques.",Reservoir Characterization,https://glossary.slb.com/en/terms/e/epanechnikov_kernel
error,"1. (n.) [Reservoir Characterization] A data value that is not correct. This could be caused by a faulty measurement or by incorrect processing of the data. | 2. (n.) [Reservoir Characterization] The difference between a data value and the value predicted by a statistical distribution or other mathematical algorithm. Strictly, normal distributions apply only to random events, but they are often used to describe nonrandom events because their distributions look like approximations to a ""bell curve."" Under these circumstances, the error is only a measure of deviation from a normal distribution and may not have direct physical significance.",Reservoir Characterization,https://glossary.slb.com/en/terms/e/error
Euclidian dimension,"[Reservoir Characterization] A dimension in Euclidian space. Euclidian dimensions are all orthogonal to each other (at right angles to each other) and refer to physical space with X, Y and Z components.",Reservoir Characterization,https://glossary.slb.com/en/terms/e/euclidian_dimension
Euclidian distance,[Reservoir Characterization] The distance between two points in Euclidian space. Euclidian dimensions are all orthogonal to each other (they are all at right angles to each other) and refer to physical space.,Reservoir Characterization,https://glossary.slb.com/en/terms/e/euclidian_distance
eustatic sea level,"[Reservoir Characterization] Global sea level, which changes in response to changes in the volume of ocean water and the volume of ocean basins.",Reservoir Characterization,https://glossary.slb.com/en/terms/e/eustatic_sea_level
expectation,"[Reservoir Characterization] The results of extrapolating from a known data point to points away from measurements. In geostatistical modeling, generating expectation trends is a fundamental process that requires procedures to estimate geometric changes by using various statistical approaches. Often, trends in surfaces are estimated and used to provide bounds on possible facies extrapolation.",Reservoir Characterization,https://glossary.slb.com/en/terms/e/expectation
expert system,"[Reservoir Characterization] A computer system that uses a rule-based algorithm to provide expertise on a given subject. Many computer programs have been written for use in the oil field using rule-based approaches to provide expert systems. The rules are taken from an expert working in the field and are written in a way that attempts to reproduce the knowledge and approaches used by that expert to solve a range of actual problems. Most such programs are limited to specific disciplines such as dipmeter interpretation, electrofacies determination, reservoir characterization, blowout prevention or drilling fluid selection. Sometimes expert systems are written in computer languages such as LISP that easily handles rules, but once fully tested, expert systems are usually translated to BASIC, C or FORTRAN to be compiled into efficient applications or programs.",Reservoir Characterization,https://glossary.slb.com/en/terms/e/expert_system
facies,"1. (n.) [Geology] The overall characteristics of a rock unit that reflect its origin and differentiate the unit from others around it. Mineralogy and sedimentary source, fossil content, sedimentary structures and texture distinguish one facies from another. | 2. (n.) [Reservoir Characterization] The characteristics of a rock unit that reflect its origin and permit its differentiation from other rock units around it. Facies usually are characterized using all the geological characteristics known for that rock unit. In reservoir characterization and reservoir simulation, the facies properties that are most important are the petrophysical characteristics that control the fluid behavior in the facies. Electrofacies and other multivariate techniques are often used to determine these characteristics. Rock types rather than facies are more likely to be used in reservoir simulation.",Geology; Reservoir Characterization,https://glossary.slb.com/en/terms/f/facies
facies modeling,"[Reservoir Characterization] The act of modeling a reservoir using knowledge of the facies that make up the reservoir and the depositional environments that the facies represent. The depositional characteristics will suggest rules concerning the geometries of the facies and the possible relationships between facies, especially where the facies have been related to each other within a stratigraphic sequence or a cyclothem. Facies modeling is often an important component of geostatistical reservoir characterization and facilitates construction of superior reservoir models for complex reservoirs.",Reservoir Characterization,https://glossary.slb.com/en/terms/f/facies_modeling
filters,"[Reservoir Characterization] Devices for selecting or excluding data from a data stream or dataset. These devices may be physical (for example to tune an electrical circuit to a particular frequency) or a mathematical algorithm. Mathematical filters take many forms, some of which are used in oilfield data analysis and interpretation. Examples include statistical techniques, geostatistical techniques, clustering, conditional algorithm, etc. A simple example of a conditional algorithm might include using a caliper to determine whether a borehole was rugose, thus requiring special log interpretation through the rugose interval.",Reservoir Characterization,https://glossary.slb.com/en/terms/f/filters
fitted variogram,[Reservoir Characterization] A variogram or semivariogram is said to have been fitted after the best possible model has been applied to it.,Reservoir Characterization,https://glossary.slb.com/en/terms/f/fitted_variogram
flooding surface,"[Reservoir Characterization] A surface exhibiting evidence of an abrupt increase in water depth, separating younger from older strata. The surface may also display evidence of minor submarine erosion. It forms in response to an increase in water depth and typically bounds parasequences. In sequence stratigraphic terminology, it replaces the older, more generic term ""trangressive surface,"" although it is not a strict equivalent.",Reservoir Characterization,https://glossary.slb.com/en/terms/f/flooding_surface
flow model,[Reservoir Characterization] A model of a reservoir in which the steady-state flow and the advective transport are described in two or three dimensions by a computer program. A flow model is an essential component of a reservoir simulator. Flow models are often derived from the petrophysical characteristics of a reservoir (especially porosities and permeabilities) and then the model is adjusted and refined until it correctly predicts the reservoir's past behavior and can match the historical pressure and production data.,Reservoir Characterization,https://glossary.slb.com/en/terms/f/flow_model
flow simulation,"[Reservoir Characterization] The dynamic simulation of fluids through a reservoir model over time. When the simulation correctly recreates the past reservoir performance, it is said to be ""history matched,"" and a higher degree of confidence placed in its ability to predict the future fluid behavior in the reservoir.",Reservoir Characterization,https://glossary.slb.com/en/terms/f/flow_simulation
fluid flow,"[Reservoir Characterization] The movement of fluid through pores and fractures within permeable rocks in a reservoir. Generally, the fluid flow is assumed to follow Darcy's law, so the fluid flow may be simulated with a model of the reservoir.",Reservoir Characterization,https://glossary.slb.com/en/terms/f/fluid_flow
Fourier analysis,"1. (n.) [Geophysics] The process of decomposing a function of time or space into a sum (or integral) of sinusoidal functions (sines or cosines) with specific amplitudes and phases. | 2. (n.) [Reservoir Characterization] A mathematical algorithm designed by geometrician and physicist Baron J.B.J. Fourier to determine the frequency distribution within a wave pattern as a series of sine waves. Fourier analysis is also used to study any series of repeated signals or patterns. This analysis is sometimes used to study patterns in images such as thin sections, and in geostatistics and log analysis.",Geophysics; Reservoir Characterization,https://glossary.slb.com/en/terms/f/fourier_analysis
fractal,"[Reservoir Characterization] A special mathematical geometry with properties that reproduce a pattern over a range of scales. They can contain some variations so that the patterns do not perfectly repeat. This geometry claims to represent many natural systems, including plant growth, geological deposition, coastlines and other geographical shapes. Fractal geometry has also led to the recent study of ""Chaos Theory."" This technology is sometimes used in geostatistical studies. References Mandelbrot BB: The fractal geometry of nature. New York, Freeman, 1983. Hewett TA: ""Fractal Methods for Fracture Characterization,"" in Yarus JM and Chambers RL (eds): Stochastic Modeling and Geostatistics, AAPG Computer Applications in Geology, no. 3. AAPG, Tulsa, Oklahoma, USA, 1994.",Reservoir Characterization,https://glossary.slb.com/en/terms/f/fractal
fractal analysis,[Reservoir Characterization] Analysis of a geometrical system using fractal mathematics. This analysis is sometimes used in geostatistics to describe depositional systems and other geological phenomena.,Reservoir Characterization,https://glossary.slb.com/en/terms/f/fractal_analysis
fractal networks,[Reservoir Characterization] Networks that are described using the mathematics of fractals. These are useful for describing certain types of fracture systems.,Reservoir Characterization,https://glossary.slb.com/en/terms/f/fractal_networks
fracture networks,"[Reservoir Characterization] Patterns in multiple fractures that intersect with each other. Fractures are formed when rock is stressed or strained, as by the forces associated with plate-tectonic activity. When multiple fractures are propagated, they often form patterns that are referred to as fracture networks. These networks are studied using a number of mathematical and statistical techniques and may even be represented using fractals. Fracture networks may make an important contribution to both the storage (porosity) and the fluid flow rates (permeability or transmissability) of formations.",Reservoir Characterization,https://glossary.slb.com/en/terms/f/fracture_networks
Gaussian collocated cosimulation,"[Reservoir Characterization] An algorithm built on a Markov-type hypothesis, whereby collocated secondary information is assumed to screen out secondary data from farther away. The method allows the direct cosimulation of several interdependent variables, integrating several different sources of soft information. Reference: Almeida AS and Frykman P: ""Geostatistical Modeling of Chalk Reservoir Properties in the Dan Field, Danish North Sea,"" in Yarus JM and Chambers RL (eds): Stochastic Modeling and Geostatistics, AAPG Computer Applications in Geology, no. 3. AAPG, Tulsa, Oklahoma, USA, 1994.",Reservoir Characterization,https://glossary.slb.com/en/terms/g/gaussian_collocated_cosimulation
Gaussian techniques,"[Reservoir Characterization] A parametric approach to stochastic imaging or simulation of a reservoir. Simpler than the indicator (nonparametric) approach, Gaussian techniques include a normal score transform of the data to produce a new variable that is, by construction, univariate and normally distributed.",Reservoir Characterization,https://glossary.slb.com/en/terms/g/gaussian_techniques
geostatistical methods,"[Reservoir Characterization] Techniques that are applied to reservoir characterization using various statistical approaches to estimate the geological characteristics of formations at a distance from known points, such as within wellbores. These techniques include the use of semivariograms, kriging and multivariate analysis.",Reservoir Characterization,https://glossary.slb.com/en/terms/g/geostatistical_methods
geostatistical modeling,"[Reservoir Characterization] The process of generating models of the subsurface using geostatistical methods. The methods derive a detailed model using only sparse data (such as logs and cores from a few wells in a large area) and a knowledge of the depositional systems and structural settings to estimate the subsurface characteristics between the wells. These methods were originally developed in the mining industry, where boreholes are generally much closer, and later were adapted for use in the oil and gas industry. Geostatistical models are used for reservoir simulation and reservoir management.",Reservoir Characterization,https://glossary.slb.com/en/terms/g/geostatistical_modeling
geostatistics,"[Reservoir Characterization] The study of samples of data from a complete dataset (or population) to attempt to estimate the behavior of the population. Typically, geostatistics is applied during the creation of high-resolution subsurface models of mineral deposits or oil reservoirs. The data are available only from well cores and logs (high vertical resolution but laterally infrequent data samples) and from surface seismic (low vertical resolution) data. Geostatistically derived reservoir models, when successful, are used in reservoir simulations and for reservoir management.",Reservoir Characterization,https://glossary.slb.com/en/terms/g/geostatistics
