term,definition,disciplines,url
command trailer,"[Shale Gas, Well Completions, Well Workover and Intervention] A trailer in which fracturing engineers can monitor formation pressures and other critical information pertaining to the fracturing process. For more details, see The Defining Series: Elements of Hydraulic Fracturing.","Shale Gas, Well Completions, Well Workover and Intervention",https://glossary.slb.com/en/terms/c/command_trailer
completion,"1. (n.) [Drilling] The hardware used to optimize the production of hydrocarbons from the well. This may range from nothing but a packer on tubing above an openhole completion (""barefoot"" completion), to a system of mechanical filtering elements outside of perforated pipe, to a fully automated measurement and control system that optimizes reservoir economics without human intervention (an ""intelligent"" completion). | 2. (n.) [Well Completions] A generic term used to describe the assembly of downhole tubulars and equipment required to enable safe and efficient production from an oil or gas well. The point at which the completion process begins may depend on the type and design of well. However, there are many options applied or actions performed during the construction phase of a well that have significant impact on the productivity of the well. | 3. (n.) [Well Completions, Shale Gas] A generic term used to describe the events and equipment necessary to bring a wellbore into production once drilling operations have been concluded, including but not limited to the assembly of downhole tubulars and equipment required to enable safe and efficient production from an oil or gas well. Completion quality can significantly affect production from shale reservoirs.","Drilling; Well Completions; Well Completions, Shale Gas",https://glossary.slb.com/en/terms/c/completion
completion quality (CQ),"[Well Completions, Shale Gas] A prediction of how effectively rock may be stimulated using hydraulic fracturing. Completion quality (CQ) is an engineering assessment of factors that determine the effectiveness of hydraulic fracture treatments and includes the ability to initiate and create an induced fracture network, the degree of reservoir contact of the newly created fractures, the level of connection to the natural fracture system of those created fractures and ability of the stimulated reservoir to deliver gas or oil into the well. Important factors that affect stimulation design include the rock’s mineralogy, porosity, mechanical properties, compressive strength and tensile strength. In addition, the presence and state of natural fractures, the in situ stresses and the formation pore pressure are input into the derivation of CQ. Mineral content, porosity and natural fractures determine the mechanical properties and strength of rock. The direction of the minimum stress strongly affects the hydraulic fracture propagation direction. The difference between the maximum and minimum stresses influences the amount of branching in the induced fracture network; a low stress difference favors maximal branching. Variations in the stress and mechanical properties between layers control the height of fracture growth. Pore pressure affects the stresses. Pressure from nearby hydraulic fracture treatments or pressure depletion from production in nearby wells can alter the stresses and influence the effectiveness of the current hydraulic fracture stimulation.","Well Completions, Shale Gas",https://glossary.slb.com/en/terms/c/completion-quality-cq
composite frac tree,"[Shale Gas, Well Completions, Well Workover and Intervention] A frac tree in which multiple frac valves are contained in a single large body such that the overall height of the frac tree is reduced.","Shale Gas, Well Completions, Well Workover and Intervention",https://glossary.slb.com/en/terms/c/composite_frac_tree
continuous reservoir,"[Shale Gas] A type of areally extensive reservoir that contains hydrocarbon throughout, rather than containing a water contact or being significantly affected by a water column or a defined structural closure. The areal extent of a continuous reservoir, such as a shale reservoir, can be as large as the extent of the sedimentary basin in which the shale was deposited.",Shale Gas,https://glossary.slb.com/en/terms/c/continuous_reservoir
conventional reservoir,"[Shale Gas, Geology] A reservoir in which buoyant forces keep hydrocarbons in place below a sealing caprock. Reservoir and fluid characteristics of conventional reservoirs typically permit oil or natural gas to flow readily into wellbores. The term is used to make a distinction from shale and other unconventional reservoirs, in which gas might be distributed throughout the reservoir at the basin scale, and in which buoyant forces or the influence of a water column on the location of hydrocarbons within the reservoir are not significant.","Shale Gas, Geology",https://glossary.slb.com/en/terms/c/conventional_reservoir
core analysis,"[Formation Evaluation, Shale Gas] Laboratory study of a sample of a geologic formation, usually reservoir rock, taken during or after drilling a well. Economic and efficient oil and gas production is highly dependent on understanding key properties of reservoir rock, such as porosity, permeability, and wettability. Geoscientists have developed a variety of approaches, including log and core analysis techniques, to measure these properties. Core analysis is especially important in shale reservoirs because of the vertical and lateral heterogeneity of the rocks. Core analysis can include evaluation of rock properties and anisotropy; organic matter content, maturity, and type; fluid content; fluid sensitivity; and geomechanical properties. This information can be used to calibrate log and seismic measurements and to help in well and completion design, well placement, and other aspects of reservoir production.","Formation Evaluation, Shale Gas",https://glossary.slb.com/en/terms/c/core_analysis
cumulative production,"[Reservoir Characterization, Shale Gas] The total amount of oil and gas recovered from a reservoir as of a particular time in the life of the field. Cumulative production can be referenced to a well, a field, or a basin.","Reservoir Characterization, Shale Gas",https://glossary.slb.com/en/terms/c/cumulative_production
deviated drilling,"[Shale Gas, Drilling] The intentional deviation of a wellbore from the path it would naturally take. This is accomplished through the use of whipstocks, bottomhole assembly (BHA) configurations, instruments to measure the path of the wellbore in three-dimensional space, data links to communicate measurements taken downhole to the surface, mud motors and special BHA components and drill bits, including rotary steerable systems, and drill bits. The directional driller also exploits drilling parameters such as weight on bit and rotary speed to deflect the bit away from the axis of the existing wellbore. In some cases, such as drilling steeply dipping formations or unpredictable deviation in conventional drilling operations, directional-drilling techniques may be employed to ensure that the hole is drilled vertically. While many techniques can accomplish this, the general concept is simple: point the bit in the direction that one wants to drill. The most common way is through the use of a bend near the bit in a downhole steerable mud motor. The bend points the bit in a direction different from the axis of the wellbore when the entire drillstring is not rotating. By pumping mud through the mud motor, the bit turns while the drillstring does not rotate, allowing the bit to drill in the direction it points. When a particular wellbore direction is achieved, that direction may be maintained by rotating the entire drillstring (including the bent section) so that the bit does not drill in a single direction off the wellbore axis, but instead sweeps around and its net direction coincides with the existing wellbore. Rotary steerable tools allow steering while rotating, usually with higher rates of penetration and ultimately smoother boreholes. Directional drilling is common in shale reservoirs because it allows drillers to place the borehole in contact with the most productive reservoir rock.","Shale Gas, Drilling",https://glossary.slb.com/en/terms/d/deviated_drilling
diagenesis,"1. (n.) [Geology] The physical, chemical or biological alteration of sediments into sedimentary rock at relatively low temperatures and pressures that can result in changes to the rock's original mineralogy and texture. After deposition, sediments are compacted as they are buried beneath successive layers of sediment and cemented by minerals that precipitate from solution. Grains of sediment, rock fragments and fossils can be replaced by other minerals during diagenesis. Porosity usually decreases during diagenesis, except in rare cases such as dissolution of minerals and dolomitization. Diagenesis does not include weathering processes. Hydrocarbon generation begins during diagenesis. There is not a clear, accepted distinction between diagenesis and metamorphism, although metamorphism occurs at pressures and temperatures higher than those of the outer crust, where diagenesis occurs. | 2. (n.) [Shale Gas, Geology] The initial stage of alteration of sediments and maturation of kerogen that occurs at temperatures less than 50°C [122°F]. The type of hydrocarbon generated depends on the type of organic matter in the kerogen, the amount of time that passes, and the ambient temperature and pressure. During early diagenesis, microbial activity is a key contributor to the breakdown of organic matter and generally results in production of biogenic gas. Longer exposure to higher temperatures during diagenesis, catagenesis, and metagenesis generally results in transformation of the kerogen into liquid hydrocarbons and hydrocarbon gases.","Geology; Shale Gas, Geology",https://glossary.slb.com/en/terms/d/diagenesis
directional drilling,"[Drilling, Shale Gas] The intentional deviation of a wellbore from the path it would naturally take. This is accomplished through the use of whipstocks, bottomhole assembly (BHA) configurations, instruments to measure the path of the wellbore in three-dimensional space, data links to communicate measurements taken downhole to the surface, mud motors and special BHA components and drill bits, including rotary steerable systems, and drill bits. The directional driller also exploits drilling parameters such as weight on bit and rotary speed to deflect the bit away from the axis of the existing wellbore. In some cases, such as drilling steeply dipping formations or unpredictable deviation in conventional drilling operations, directional-drilling techniques may be employed to ensure that the hole is drilled vertically. While many techniques can accomplish this, the general concept is simple: point the bit in the direction that one wants to drill. The most common way is through the use of a bend near the bit in a downhole steerable mud motor. The bend points the bit in a direction different from the axis of the wellbore when the entire drillstring is not rotating. By pumping mud through the mud motor, the bit turns while the drillstring does not rotate, allowing the bit to drill in the direction it points. When a particular wellbore direction is achieved, that direction may be maintained by rotating the entire drillstring (including the bent section) so that the bit does not drill in a single direction off the wellbore axis, but instead sweeps around and its net direction coincides with the existing wellbore. Rotary steerable tools allow steering while rotating, usually with higher rates of penetration and ultimately smoother boreholes. Directional drilling is common in shale reservoirs because it allows drillers to place the borehole in contact with the most productive reservoir rock. For more details, see The Defining Series: Elements of Hydraulic Fracturing. Or, learn more about Schlumberger’s directional drilling capabilities.","Drilling, Shale Gas",https://glossary.slb.com/en/terms/d/directional_drilling
estimated ultimate recovery,"[Enhanced Oil Recovery, Formation Evaluation, Shale Gas] The amount of oil and gas expected to be economically recovered from a reservoir or field by the end of its producing life. Estimated ultimate recovery can be referenced to a well, a field, or a basin.","Enhanced Oil Recovery, Formation Evaluation, Shale Gas",https://glossary.slb.com/en/terms/e/estimated_ultimate_recovery
exploration play,"1. (n.) [Geology, Shale Gas] An area in which hydrocarbon accumulations or prospects of a given type occur. For example the shale gas plays in North America include the Barnett, Eagle Ford, Fayetteville, Haynesville, Marcellus, and Woodford, among many others. Outside North America, shale gas potential is being pursued in many parts of Europe, Africa, Asia, and South America. | 2. (n.) [Geology, Shale Gas] A conceptual model for a style of hydrocarbon accumulation used by explorationists to develop prospects in a basin, region or trend and used by development personnel to continue exploiting a given trend. A play (or a group of interrelated plays) generally occurs in a single petroleum system.","Geology, Shale Gas",https://glossary.slb.com/en/terms/e/exploration_play
formation evaluation,"[Formation Evaluation, Shale Gas] The measurement and analysis of formation and fluid properties through examination of formation cuttings or through the use of tools integrated into the bottomhole assembly while drilling, or conveyed on wireline or drillpipe after a borehole has been drilled. Formation evaluation is performed to assess the quantity and producibility of fluids from a reservoir. Formation evaluation guides wellsite decisions, such as placement of perforations and hydraulic fracture stages, and reservoir development and production planning.","Formation Evaluation, Shale Gas",https://glossary.slb.com/en/terms/f/formation_evaluation
formation evaluation while drilling,"[Drilling, Shale Gas] Also known as logging while drilling or LWD, the measurement of formation properties during the excavation of the hole, or shortly thereafter, through the use of tools integrated into the bottomhole assembly. LWD, while sometimes risky and expensive, has the advantage of measuring properties of a formation before drilling fluids invade deeply. Further, many wellbores prove to be difficult or even impossible to measure with conventional wireline tools, especially highly deviated wells. In these situations, the LWD measurement ensures that some measurement of the subsurface is captured in the event that wireline operations are not possible. Timely LWD data can also be used to guide well placement so that the wellbore remains within the zone of interest or in the most productive portion of a reservoir, such as in highly variable shale reservoirs.","Drilling, Shale Gas",https://glossary.slb.com/en/terms/f/formation_evaluation_while_drilling
formation fracture pressure,"[Well Completions, Shale Gas, Well Testing, Well Workover and Intervention] Pressure above which injection of fluids will cause the rock formation to fracture hydraulically.","Well Completions, Shale Gas, Well Testing, Well Workover and Intervention",https://glossary.slb.com/en/terms/f/formation_fracture_pressure
frac fluid,"[Shale Gas, Well Completions] An abbreviation for fracturing fluid, a fluid injected into a well as part of a stimulation operation. Fracturing fluids for shale reservoirs usually contain water, proppant, and a small amount of nonaqueous fluids designed to reduce friction pressure while pumping the fluid into the wellbore. These fluids typically include gels, friction reducers, crosslinkers, breakers and surfactants similar to household cosmetics and cleaning products; these additives are selected for their capability to improve the results of the stimulation operation and the productivity of the well.","Shale Gas, Well Completions",https://glossary.slb.com/en/terms/f/frac_fluid
frac head,"[Shale Gas, Well Completions, Well Workover and Intervention] A flow cross installed on top of a frac tree where treating iron is connected and treatment fluid enters the frac tree.","Shale Gas, Well Completions, Well Workover and Intervention",https://glossary.slb.com/en/terms/f/frac_head
frac job,"[Well Completions, Shale Gas, Well Workover and Intervention] Another term for hydraulic fracturing, a stimulation treatment routinely performed on oil and gas wells in low-permeability reservoirs. Specially engineered fluids are pumped at high pressure and rate into the reservoir interval to be treated, causing a vertical fracture to open. The wings of the fracture extend away from the wellbore in opposing directions according to the natural stresses within the formation. Proppant, such as grains of sand of a particular size, is mixed with the treatment fluid to keep the fracture open when the treatment is complete. Hydraulic fracturing creates high-conductivity communication with a large area of formation and bypasses any damage that may exist in the near-wellbore area.","Well Completions, Shale Gas, Well Workover and Intervention",https://glossary.slb.com/en/terms/f/frac_job
frac stack,"[Shale Gas, Well Completions, Well Workover and Intervention] A Christmas tree installed specifically for the fracturing process. A frac stack typically consists of upper and lower master valves, flow cross, wing valves, goat head, and swab valve. Frac stacks generally have larger bores and higher pressure ratings than production trees to accommodate the high flow rates and pressures necessary for hydraulic fracturing. Learn more about Schlumberger frac stack offerings","Shale Gas, Well Completions, Well Workover and Intervention",https://glossary.slb.com/en/terms/f/frac_stack
frac tree,"[Shale Gas, Well Completions, Well Workover and Intervention] A Christmas tree installed specifically for the fracturing process. A frac tree typically consists of upper and lower master valves, flow cross, wing valves, goat head, and swab valve. Frac trees generally have larger bores and higher pressure ratings than production trees to accommodate the high flow rates and pressures necessary for hydraulic fracturing. Learn more about Schlumberger frac tree offerings","Shale Gas, Well Completions, Well Workover and Intervention",https://glossary.slb.com/en/terms/f/frac_tree
fracture,"1. (n.) [Shale Gas, Geology] A crack or surface of breakage within rock not related to foliation or cleavage in metamorphic rock along which there has been no movement. A fracture along which there has been displacement is a fault. When walls of a fracture have moved only normal to each other, the fracture is called a joint. Fractures can enhance permeability of rocks greatly by connecting pores together, and for that reason, fractures are induced mechanically in some reservoirs in order to boost hydrocarbon flow. Fractures may also be referred to as natural fractures to distinguish them from fractures induced as part of a reservoir stimulation or drilling operation. In some shale reservoirs, natural fractures improve production by enhancing effective permeability. In other cases, natural fractures can complicate reservoir stimulation. | 2. (vb.) [Shale Gas, Well Completions] To perform a stimulation treatment, which is routine for oil and gas wells in low-permeability reservoirs. Specially engineered fluids are pumped at high pressure and rate into the reservoir interval to be treated, causing a vertical fracture to open. The wings of the fracture extend away from the wellbore in opposing directions according to the natural stresses within the formation. Proppant, such as grains of sand of a particular size, is mixed with the treatment fluid to keep the fracture open when the treatment is complete. Hydraulic fracturing creates high-conductivity communication with a large area of formation and bypasses any damage that may exist in the near-wellbore area.","Shale Gas, Geology; Shale Gas, Well Completions",https://glossary.slb.com/en/terms/f/fracture
fracture permeability,"[Geology, Shale Gas] That portion of a dual-porosity reservoirs permeability that is associated with the secondary porosity created by open, natural fractures. In many of these reservoirs, fracture permeability can be the major controlling factor of the flow of fluids.","Geology, Shale Gas",https://glossary.slb.com/en/terms/f/fracture_permeability
fracturing fluid,"[Well Completions, Shale Gas] A fluid injected into a well as part of a stimulation operation. Fracturing fluids for shale reservoirs usually contain water, proppant, and a small amount of nonaqueous fluids designed to reduce friction pressure while pumping the fluid into the wellbore. These fluids typically include gels, friction reducers, crosslinkers, breakers and surfactants similar to household cosmetics and cleaning products; these additives are selected for their capability to improve the results of the stimulation operation and the productivity of the well.","Well Completions, Shale Gas",https://glossary.slb.com/en/terms/f/fracturing_fluid
fracturing pressure,"[Well Testing, Well Workover and Intervention, Shale Gas] Pressure above which injection of fluids will cause the rock formation to fracture hydraulically.","Well Testing, Well Workover and Intervention, Shale Gas",https://glossary.slb.com/en/terms/f/fracturing_pressure
free gas,"1. (n.) [Geology, Shale Gas] The gaseous phase present in a reservoir or other contained area. Gas may be found either dissolved in reservoir fluids or as free gas that tends to form a gas cap beneath the top seal on the reservoir trap. Both free gas and dissolved gas play important roles in the reservoir-drive mechanism. | 2. (n.) [Well Testing] Gas that exists in the reservoir in the gaseous phase rather than in solution. As soon as formation pressure drops below the bubblepoint, gas is evolved. This is referred to as free gas while it is in the reservoir.","Geology, Shale Gas; Well Testing",https://glossary.slb.com/en/terms/f/free_gas
gas shale,[Shale Gas] Shale that produces natural gas. A shale that is thermally mature enough and has sufficient gas content to produce economic quantities of natural gas.,Shale Gas,https://glossary.slb.com/en/terms/g/gas_shale
geomechanics,"[Shale Gas] The geologic specialty that deals with understanding how rocks, stresses, pressures, and temperatures interact. This understanding is used to solve oilfield problems, such as optimizing hydraulic fracturing treatments of shale reservoirs. Geomechanics specialists typically work with experts in geophysics, geology, petrophysics, reservoir engineering, drilling engineering, and rock physics to solve geomechanical problems and address production challenges in shale reservoirs.",Shale Gas,https://glossary.slb.com/en/terms/g/geomechanics
GIIP,"[General Terms, Shale Gas] Abbreviation for gas initially in place, the volume of gas in a reservoir before production.","General Terms, Shale Gas",https://glossary.slb.com/en/terms/g/giip
goat head,"[Shale Gas, Well Completions, Well Workover and Intervention] A flow cross installed on top of a frac tree where treating iron is connected and treatment fluid enters the frac tree.","Shale Gas, Well Completions, Well Workover and Intervention",https://glossary.slb.com/en/terms/g/goat_head
heterogeneity,"[Geology, Shale Gas] The quality of variation in rock properties with location in a reservoir or formation. Shale gas reservoirs are heterogeneous formations whose mineralogy, organic content, natural fractures, and other properties vary from place to place. This heterogeneity makes petroleum system modeling, formation evaluation, and reservoir simulation critical to maximizing production from shale reservoirs. Antonyms: homogeneity","Geology, Shale Gas",https://glossary.slb.com/en/terms/h/heterogeneity
heterogeneous,"[Geology, Shale Gas] Possessing the quality of variation in rock properties with location in a reservoir or formation. Shale gas reservoirs are heterogeneous formations whose mineralogy, organic content, natural fractures, and other properties vary from place to place. This heterogeneity makes petroleum system modeling, formation evaluation, and reservoir simulation critical to maximizing production from shale reservoirs. Antonyms: homogeneous","Geology, Shale Gas",https://glossary.slb.com/en/terms/h/heterogeneous
high-pressure manifold,"[Shale Gas, Well Completions, Well Workover and Intervention] Flow control unit used in the pressurization of fluid employed in hydraulic fracturing. Fracturing fluid enters the missile at low pressure and is directed to the pump trucks for pressurization. High-pressure fluid returns to the missile and is directed to the well or, in the case of a multiwell pad, to a frac manifold.","Shale Gas, Well Completions, Well Workover and Intervention",https://glossary.slb.com/en/terms/h/high-pressure_manifold
horizontal drilling,"1. (n.) [Drilling] A subset of the more general term ""directional drilling,"" used where the departure of the wellbore from vertical exceeds about 80°. Note that some horizontal wells are designed such that after reaching true 90° horizontal, the wellbore may actually start drilling upward. In such cases, the angle past 90° is continued, as in 95°, rather than reporting it as deviation from vertical, which would then be 85°. Because a horizontal well typically penetrates a greater length of the reservoir, it can offer significant production improvement over a vertical well. | 2. (n.) [Shale Gas] The intentional deviation of a wellbore from the path it would naturally take to a horizontal trajectory. Horizontal lateral sections can be designed to intersect natural fractures or simply to contact more of the productive formation. Horizontal drilling is accomplished through the use of whipstocks, bottomhole assembly (BHA) configurations, instruments to measure the path of the wellbore in three-dimensional space, data links to communicate measurements taken downhole to the surface, mud motors and special BHA components, including rotary steerable systems and drill bits. While many techniques can accomplish this, the general concept is simple: Direct the bit in the direction that one wants to drill. By placing a bend near the bit in a downhole steerable mud motor, the bend points the bit in a direction different from the axis of the wellbore when the entire drillstring is not rotating. By pumping mud through the mud motor, the bit turns while the drillstring does not rotate, allowing the bit to drill in the direction it points. When a particular wellbore direction is achieved, that direction may be maintained by rotating the entire drillstring (including the bent section) such that the bit does not drill in a single direction off the wellbore axis. Instead, the bit sweeps around and its net direction coincides with the existing wellbore. Rotary steerable tools allow steering while rotating, usually with higher rates of penetration and ultimately smoother boreholes. Horizontal drilling is common in shale reservoirs because it allows drillers to place the borehole in contact with the most productive reservoir rock.",Drilling; Shale Gas,https://glossary.slb.com/en/terms/h/horizontal_drilling
hydraulic fracture monitoring,"[Shale Gas, Well Completions] A technique to track the propagation of a hydraulic fracture as it advances through a formation. Microseisms are detected, located, and displayed in time for scientists and engineers to approximate the location and propagation of the hydraulic fracture. Software provides modeling, survey design, microseismic detection and location, uncertainty analysis, data integration, and visualization for interpretation. Computer imagery is used to monitor the activity in 3D space relative to the location of the fracturing treatment. The monitored activities are animated to show progressive fracture growth and the subsurface response to pumping variations. When displayed in real time, the microseismic activity allows one to make changes to the stimulation design to ensure optimal reservoir contact. Also known as microseismic monitoring, this technique delivers information about the effectiveness of the stimulation of a reservoir that can be used to enhance reservoir development in shale gas completions.","Shale Gas, Well Completions",https://glossary.slb.com/en/terms/h/hydraulic_fracture_monitoring
hydraulic fracturing,"[Shale Gas, Well Completions, Well Workover and Intervention] A stimulation treatment routinely performed on oil and gas wells in low-permeability reservoirs. Specially engineered fluids are pumped at high pressure and rate into the reservoir interval to be treated, causing a vertical fracture to open. The wings of the fracture extend away from the wellbore in opposing directions according to the natural stresses within the formation. Proppant, such as grains of sand of a particular size, is mixed with the treatment fluid to keep the fracture open when the treatment is complete. Hydraulic fracturing creates high-conductivity communication with a large area of formation and bypasses any damage that may exist in the near-wellbore area.","Shale Gas, Well Completions, Well Workover and Intervention",https://glossary.slb.com/en/terms/h/hydraulic_fracturing
interstitial gas,"[Reservoir Characterization, Shale Gas] The gas stored in the pore space of a reservoir rock. Measurement of interstitial gas and adsorbed gas, which is the gas accumulated on the surface of another solid material, such as a grain of reservoir rock, allows calculation of gas in place in a reservoir.","Reservoir Characterization, Shale Gas",https://glossary.slb.com/en/terms/i/interstitial_gas
kerogen,"[Geology, Geochemistry, Shale Gas] The naturally occurring, solid, insoluble organic matter that occurs in source rocks and can yield oil upon heating. Kerogen is the portion of naturally occurring organic matter that is nonextractable using organic solvents. Typical organic constituents of kerogen are algae and woody plant material. Kerogens have a high molecular weight relative to bitumen, or soluble organic matter. Bitumen forms from kerogen during petroleum generation. Kerogens are described as Type I, consisting of mainly algal and amorphous (but presumably algal) kerogen and highly likely to generate oil; Type II, mixed terrestrial and marine source material that can generate waxy oil; and Type III, woody terrestrial source material that typically generates gas.","Geology, Geochemistry, Shale Gas",https://glossary.slb.com/en/terms/k/kerogen
logging-while-drilling,"[Drilling, Shale Gas] The measurement of formation properties during the excavation of the hole, or shortly thereafter, through the use of tools integrated into the bottomhole assembly. LWD, while sometimes risky and expensive, has the advantage of measuring properties of a formation before drilling fluids invade deeply. Further, many wellbores prove to be difficult or even impossible to measure with conventional wireline tools, especially highly deviated wells. In these situations, the LWD measurement ensures that some measurement of the subsurface is captured in the event that wireline operations are not possible. Timely LWD data can also be used to guide well placement so that the wellbore remains within the zone of interest or in the most productive portion of a reservoir, such as in highly variable shale reservoirs.","Drilling, Shale Gas",https://glossary.slb.com/en/terms/l/logging-while-drilling
LWD,"[Drilling, Shale Gas] Abbreviation for logging while drilling. The measurement of formation properties during the excavation of the hole, or shortly thereafter, through the use of tools integrated into the bottomhole assembly. LWD, while sometimes risky and expensive, has the advantage of measuring properties of a formation before drilling fluids invade deeply. Further, many wellbores prove to be difficult or even impossible to measure with conventional wireline tools, especially highly deviated wells. In these situations, the LWD measurement ensures that some measurement of the subsurface is captured in the event that wireline operations are not possible. Timely LWD data can also be used to guide well placement so that the wellbore remains within the zone of interest or in the most productive portion of a reservoir, such as in highly variable shale reservoirs.","Drilling, Shale Gas",https://glossary.slb.com/en/terms/l/lwd
maturation,"[Shale Gas] The process of a source rock becoming capable of generating oil or gas when exposed to appropriate pressures and temperatures. As a source rock begins to mature, it generates hydrocarbons. As an oil-prone source rock matures, the generation of heavy oils is succeeded by medium and light oils and condensates. Above a temperature of approximately 100 degC [212 degF], only dry gas is generated, and incipient metamorphism is imminent. The maturity of a source rock reflects the ambient pressure and temperature as well as the duration of conditions favorable for hydrocarbon generation. Understanding maturation is especially important in shale reservoirs because of the shales dual role as source rock and reservoir rock.",Shale Gas,https://glossary.slb.com/en/terms/m/maturation
metagenesis,"[Shale Gas] The last stage of maturation and conversion of organic matter to hydrocarbons. Metagenesis occurs at temperatures of 150 to 200 degC [302 to 392 degF]. At the end of metagenesis, methane, or dry gas, is evolved along with nonhydrocarbon gases such as CO2, N2, and H2S, as oil molecules are cracked into smaller gas molecules.",Shale Gas,https://glossary.slb.com/en/terms/m/metagenesis
