term,definition,disciplines,url
cyclic steam injection,"[Heavy Oil] A method of thermal recovery in which a well is injected with steam and then subsequently put back on production. A cyclic steam-injection process includes three stages. The first stage is injection, during which a slug of steam is introduced into the reservoir. The second stage, or soak phase, requires that the well be shut in for several days to allow uniform heat distribution to thin the oil. Finally, during the third stage, the thinned oil is produced through the same well. The cycle is repeated as long as oil production is profitable. Cyclic steam injection is used extensively in heavy-oil reservoirs, tar sands, and in some cases to improve injectivity prior to steamflood or in situ combustion operations. Cyclic steam injection is also called steam soak or the huff 'n' puff (slang) method.",Heavy Oil,https://glossary.slb.com/en/terms/c/cyclic_steam_injection
diluent,[Heavy Oil] A hydrocarbon fluid that is used to dilute heavy oil and reduce its viscosity for easier transportation. Generally a distillation tower cut such as naphtha is used as for heavy oil dilution and transportation. The added diluent may be recovered at the destination using distillation and the diluent may be subsequently pumped back for blending.,Heavy Oil,https://glossary.slb.com/en/terms/d/diluent
dry combustion,"[Heavy Oil, Enhanced Oil Recovery] An in situ combustion technique in which only air or oxygen-enriched air mixtures are injected into a formation. A drawback related to dry combustion is the highly corrosive and noxious combustion products that are produced.","Heavy Oil, Enhanced Oil Recovery",https://glossary.slb.com/en/terms/d/dry_combustion
dry forward combustion,"[Enhanced Oil Recovery, Heavy Oil] A type of in situ combustion in which the burning front moves in the same direction as the injected air. As air is continuously supplied at the injection well, the fire ignited at this location moves toward the production wells. During forward combustion, the temperature behind the burning front is high, indicating a great amount of heat stored in the formation matrix. The injected gas heats on contact with the matrix and recovers only a small amount of the heat, with considerable losses to the surrounding formations. Another drawback of dry forward combustion is the presence of a highly viscous oil zone surrounding the production well. The fluid in this zone remains at the original reservoir temperature and its forward displacement by the heated oil is normally difficult.","Enhanced Oil Recovery, Heavy Oil",https://glossary.slb.com/en/terms/d/dry_forward_combustion
electric submersible pump,"1. (n.) [Well Completions] An artificial-lift system that utilizes a downhole pumping system that is electrically driven. The pump typically comprises several staged centrifugal pump sections that can be specifically configured to suit the production and wellbore characteristics of a given application. Electrical submersible pump systems are a common artificial-lift method, providing flexibility over a range of sizes and output flow capacities. | 2. (n.) [Heavy Oil] An electric downhole pump used in heavy oil production that is designed with vane and fin configurations to accommodate frictional losses and pump efficiencies caused by heavy oil viscosity.",Heavy Oil; Well Completions,https://glossary.slb.com/en/terms/e/electric_submersible_pump
emulsion,"1. (n.) [Drilling Fluids] A dispersion of one immiscible liquid into another through the use of a chemical that reduces the interfacial tension between the two liquids to achieve stability. Two emulsion types are used as muds: oil-in-water (or direct) emulsion, known as an ""emulsion mud"" water-in-oil (or invert) emulsion, known as an ""invert-emulsion mud."" The former is classified as a water-base mud and the latter as an oil-base mud. | 2. (n.) [Enhanced Oil Recovery] A type of damage in which there is a combination of two or more immiscible fluids, including gas, that will not separate into individual components. Emulsions can form when fluid filtrates or injected fluids and reservoir fluids (for example oil or brine) mix, or when the pH of the producing fluid changes, such as after an acidizing treatment. Acidizing might change the pH from 6 or 7 to less than 4. Emulsions are normally found in gravel packs and perforations, or inside the formation. Most emulsions break easily when the source of the mixing energy is removed. However, some natural and artificial stabilizing agents, such as surfactants and small particle solids, keep fluids emulsified. Natural surfactants, created by bacteria or during the oil generation process, can be found in many waters and crude oils, while artificial surfactants are part of many drilling, completion, or stimulation fluids. Among the most common solids that stabilize emulsions are iron sulfide, paraffin, sand, silt, clay, asphalt, scale, and corrosion products. Emulsions are typically treated using mutual solvents. | 3. (n.) [Heavy Oil, Enhanced Oil Recovery] A dispersion of droplets of one liquid in another liquid with which it is incompletely miscible. Emulsions can form in heavy oils that contain a significant amount of asphaltenes. The asphaltenes act as surfactants with treatment or formation water. The resulting emulsion droplets have high-energy bonds creating a very tight dispersion of droplets that is not easily separated. These surface-acting forces can create oil-in-water emulsions, water-in-oil emulsions, or both. Such emulsions require temperature and chemical treating in surface equipment to separate.","Drilling Fluids; Enhanced Oil Recovery; Heavy Oil, Enhanced Oil Recovery",https://glossary.slb.com/en/terms/e/emulsion
ESP,[Heavy Oil] An electric downhole pump used in heavy oil production that is designed with vane and fin configurations to accommodate frictional losses and pump efficiencies caused by heavy oil viscosity.,Heavy Oil,https://glossary.slb.com/en/terms/e/esp
fireflooding,"[Heavy Oil, Enhanced Oil Recovery] A method of thermal recovery in which a flame front is generated in the reservoir by igniting a fire at the sandface of an injection well. Continuous injection of air or other gas mixture with high oxygen content will maintain the flame front. As the fire burns, it moves through the reservoir toward production wells. Heat from the fire reduces oil viscosity and helps vaporize reservoir water to steam. The steam, hot water, combustion gas and a bank of distilled solvent all act to drive oil in front of the fire toward production wells.","Heavy Oil, Enhanced Oil Recovery",https://glossary.slb.com/en/terms/f/fireflooding
fishbone wells,[Heavy Oil] A series of multilateral well segments that trunk off a main horizontal well. The appearance closely resembles the ribs of a fish skeleton trunking off the main backbone.,Heavy Oil,https://glossary.slb.com/en/terms/f/fishbone_wells
five-spot,"[Enhanced Oil Recovery, Heavy Oil] An injection pattern in which four input or injection wells are located at the corners of a square and the production well sits in the center. The injection fluid, which is normally water, steam or gas, is injected simultaneously through the four injection wells to displace the oil toward the central production well.","Enhanced Oil Recovery, Heavy Oil",https://glossary.slb.com/en/terms/f/five-spot
flocculate,"1. (vb.) [Drilling Fluids] The term used to describe what clays, polymers or other small charged particles do when they become attached and form a fragile structure, a floc. In dispersed clay slurries, flocculation occurs after mechanical agitation ceases and the dispersed clay platelets spontaneously form flocs because of attractions between negative face charges and positive edge charges. Antonyms: deflocculate | 2. (vb.) [Heavy Oil] The term used to describe what small particles do when they aggregate into larger particles. In the context of heavy oil, asphaltenes are known to flocculate at the molecular level (before precipitation) and in the precipitated state. The extent of asphaltene flocculation changes with fluid composition, temperature and pressure. For precipitated asphaltenes, flocculation is also affected by the shear environment.",Drilling Fluids; Heavy Oil,https://glossary.slb.com/en/terms/f/flocculate
flocculation,"1. (n.) [Drilling Fluids] A condition in which clays, polymers or other small charged particles become attached and form a fragile structure, a floc. In dispersed clay slurries, flocculation occurs after mechanical agitation ceases and the dispersed clay platelets spontaneously form flocs because of attractions between negative face charges and positive edge charges. | 2. (n.) [Heavy Oil] The aggregation of small particles into larger particles. In the context of heavy oil, asphaltenes are known to flocculate at the molecular level (before precipitation) and in the precipitated state. The extent of asphaltene flocculation changes with fluid composition, temperature and pressure. For precipitated asphaltenes, flocculation is also affected by the shear environment.",Drilling Fluids; Heavy Oil,https://glossary.slb.com/en/terms/f/flocculation
foamy oil,"[Heavy Oil] An oil-continuous foam that contains dispersed gas bubbles produced at the wellhead from heavy oil reservoirs under solution gas drive. The nature of the gas dispersions in oil distinguishes foamy oil behavior from conventional heavy oil. The gas that comes out of solution in the reservoir does not coalesce into large gas bubbles nor into a continuous flowing gas phase. Instead it remains as small bubbles entrained in the crude oil, keeping the effective oil viscosity low while providing expansive energy that helps drive the oil toward the producing well. Foamy oil accounts for unusually high production in heavy oil reservoirs under solution-gas drive.",Heavy Oil,https://glossary.slb.com/en/terms/f/foamy_oil
heavy oil,"[Heavy Oil, Enhanced Oil Recovery] Crude oil with high viscosity (typically above 10 cP), and high specific gravity. The API classifies heavy oil as crudes with a gravity below 22.3° API. In addition to high viscosity and high specific gravity, heavy oils typically have low hydrogen-to-carbon ratios; high asphaltene, sulfur, nitrogen, and heavy-metal content; and higher acid numbers.","Heavy Oil, Enhanced Oil Recovery",https://glossary.slb.com/en/terms/h/heavy_oil
high-temperature completions,[Heavy Oil] Equipment or systems used for completion of wells in thermal production of heavy oil.,Heavy Oil,https://glossary.slb.com/en/terms/h/high_temperature_completions
hot waterflooding,"[Heavy Oil, Enhanced Oil Recovery] A method of thermal recovery in which hot water is injected into a reservoir through specially distributed injection wells. Hot waterflooding reduces the viscosity of the crude oil, allowing it to move more easily toward production wells. Hot waterflooding, also known as hot water injection, is typically less effective than a steam-injection process because water has lower heat content than steam. Nevertheless, it is preferable under certain conditions such as formation sensitivity to fresh water.","Heavy Oil, Enhanced Oil Recovery",https://glossary.slb.com/en/terms/h/hot_waterflooding
huff and puff,"[Enhanced Oil Recovery, Heavy Oil] Slang term for a cyclic process in which a well is injected with a recovery enhancement fluid and, after a soak period, the well is put back on production. Examples are cyclic steam injection and cyclic CO2 injection.","Enhanced Oil Recovery, Heavy Oil",https://glossary.slb.com/en/terms/h/huff_and_puff
in situ combustion,"[Heavy Oil, Enhanced Oil Recovery] A method of thermal recovery in which fire is generated inside the reservoir by injecting a gas containing oxygen, such as air. A special heater in the well ignites the oil in the reservoir and starts a fire. The heat generated by burning the heavy hydrocarbons in place produces hydrocarbon cracking, vaporization of light hydrocarbons and reservoir water in addition to the deposition of heavier hydrocarbons known as coke. As the fire moves, the burning front pushes ahead a mixture of hot combustion gases, steam and hot water, which in turn reduces oil viscosity and displaces oil toward production wells. Additionally, the light hydrocarbons and the steam move ahead of the burning front, condensing into liquids, which adds the advantages of miscible displacement and hot waterflooding. In situ combustion is also known as fire flooding or fireflood.","Heavy Oil, Enhanced Oil Recovery",https://glossary.slb.com/en/terms/i/in_situ_combustion
in-situ combustion,"[Enhanced Oil Recovery, Heavy Oil] A method of thermal recovery in which fire is generated inside the reservoir by injecting a gas containing oxygen, such as air. A special heater in the well ignites the oil in the reservoir and starts a fire. The heat generated by burning the heavy hydrocarbons in place produces hydrocarbon cracking, vaporization of light hydrocarbons and reservoir water in addition to the deposition of heavier hydrocarbons known as coke. As the fire moves, the burning front pushes ahead a mixture of hot combustion gases, steam and hot water, which in turn reduces oil viscosity and displaces oil toward production wells. Additionally, the light hydrocarbons and the steam move ahead of the burning front, condensing into liquids, which adds the advantages of miscible displacement and hot waterflooding. In situ combustion is also known as fire flooding or fireflood.","Enhanced Oil Recovery, Heavy Oil",https://glossary.slb.com/en/terms/i/in-situ_combustion
in-situ viscosity evaluation,"[Heavy Oil] Downhole measurement of fluid viscosity, typically performed either with logging tools based on nuclear magnetic resonance (NMR) or with sampling tools such as formation testers.",Heavy Oil,https://glossary.slb.com/en/terms/i/in-situ_viscosity_evaluation
inverted five-spot,"[Heavy Oil, Enhanced Oil Recovery] An injection pattern in which four production wells are located at the corners of a square and the injector well sits in the center.","Heavy Oil, Enhanced Oil Recovery",https://glossary.slb.com/en/terms/i/inverted_five-spot
liquid blocking,"[Heavy Oil, Enhanced Oil Recovery] A phenomenon encountered during dry forward combustion in which an oil zone around the production well cannot be pushed forward by the heated oil. The fluid located in this zone is still at the original reservoir temperature. Therefore, the fluid is still highly viscous and normally not mobile.","Heavy Oil, Enhanced Oil Recovery",https://glossary.slb.com/en/terms/l/liquid_blocking
oil sand,"1. (n.) [Geology] A porous sand layer or sand body filled with oil. | 2. (n.) [Heavy Oil] In the context of heavy oil, an oil sand is a porous rock layer, often considered to be a mixture of sand, clay, water, and bitumen. The term is predominantly used in Canada, where over 170 billion barrels of bitumen are estimated to be held by large oil sand deposits in the Athabasca, Cold Lake, and Peace River regions of Alberta. Oils from such sands may have a gravity of less than 10° API. Both in situ recovery and mining methods are used to extract the resource, with surface mining used for extracting deposits of extraheavy oil at shallow depths of less than 100 m [328 ft].",Geology; Heavy Oil,https://glossary.slb.com/en/terms/o/oil_sand
pour point,"1. (n.) [Drilling Fluids] The lowest temperature (in degF or degC) at which a liquid remains pourable (meaning it still behaves as a fluid). Oil or synthetic muds with high pour points may suffer from poor screening and excessive pressure surges in deepwater wells or other operations subject to low temperatures. In oils, the pour point is generally increased by a high paraffin content. The pour point of liquid additives is an important consideration for arctic drilling operations. | 2. (n.) [Heavy Oil] The temperature at which a fluid ceases to pour. The pour point for oil can be determined under protocols set forth in the ASTM D-97 pour point test in which the pour point is established as that temperature at which oil ceases to flow when the sample is held at 90° to the upright for 5 seconds. High pour points usually occur in crude oils that have significant paraffin content. Paraffins (or waxes) will start to precipitate as temperature decreases. At some point, the precipitates accumulate to the point where the fluid can no longer flow. This phenomenon can occur with light oils as well as heavy oils.",Drilling Fluids; Heavy Oil,https://glossary.slb.com/en/terms/p/pour_point
resin,"1. (n.) [Drilling Fluids] Organic material having low solubility. Resins are usually large and complex polymeric molecules with noncrystalline structure and no distinct melting point or other definitive properties. Resins are used as additives to improve filter cake, provide lubricity or stop lost circulation as lost-circulation material. Resins are derived from plant sources (such as pine trees), some are residues of manufacturing processes and some resins are mined material. | 2. (n.) [Heavy Oil] One of the four main components of petroleum, along with asphaltenes, aromatics and saturates (which include waxes). Resins, aromatics and saturates are also known as maltenes. Resin adds to the stickiness and viscosity of heavy oil.",Drilling Fluids; Heavy Oil,https://glossary.slb.com/en/terms/r/resin
reverse combustion,"[Enhanced Oil Recovery, Heavy Oil] A type of in-situ combustion in which the burning front moves in an opposite direction to the injected air. Initially, air is injected into a production well and the fire is ignited. After the burning front has advanced some distance from the production well, air is supplied only near the injection well. The burning front advances toward the injection well while the oil moves toward the production well. Reverse combustion actually refers to dry reverse combustion and can be used to recover extremely viscous oil or tar. In reverse combustion, the liquid blocking problem is solved because a hot zone is maintained near the production well. Despite this advantage, this process is not as efficient as dry forward combustion because lighter fractions of the oil are burned and heavier fractions are left behind the burning front. Another drawback is the possibility of a spontaneous ignition in the injector well, which will divert air for combustion near the injector well instead of near the producer.","Enhanced Oil Recovery, Heavy Oil",https://glossary.slb.com/en/terms/r/reverse_combustion
SAGD,"[Heavy Oil] A thermal production method for heavy oil that pairs a high-angle injection well with a nearby production well drilled along a parallel trajectory. The pair of high-angle wells is drilled with a vertical separation of about 5 m [16 ft]. Steam is injected into the reservoir through the upper well. As the steam rises and expands, it heats up the heavy oil, reducing its viscosity. Gravity forces the oil to drain into the lower well where it is produced.",Heavy Oil,https://glossary.slb.com/en/terms/s/sagd
SARA analysis,"[Heavy Oil] A method for characterization of heavy oils based on fractionation, whereby a heavy oil sample is separated into smaller quantities or fractions, with each fraction having a different composition. Fractionation is based on the solubility of hydrocarbon components in various solvents used in this test. Each fraction consists of a solubility class containing a range of different molecular-weight species. In this method, the crude oil is fractionated to four solubility classes, referred to collectively as SARA: saturates, aromatics, resins, and asphaltenes. Saturates are generally iso- and cyclo-paraffins, while aromatics, resins, and asphaltenes form a continuum of molecules with increasing molecular weight, aromaticity, and heteroatom contents. Asphaltenes may also contain metals such as nickel and vanadium. This method is sometimes referred to as Asphaltene/Wax/Hydrate Deposition analysis.",Heavy Oil,https://glossary.slb.com/en/terms/s/sara_analysis
soak phase,"[Heavy Oil, Enhanced Oil Recovery] In cyclic steam injection, the second phase between the steam-injection phase and the production phase. During the soak phase, the well is shut in for several days to allow uniform heat distribution to thin the oil.","Heavy Oil, Enhanced Oil Recovery",https://glossary.slb.com/en/terms/s/soak_phase
steam,"[Heavy Oil, Enhanced Oil Recovery] A two-phase mixture of liquid water and steam produced from a generator. The latent heat of vaporization for steam is very high, and when the steam condenses in the reservoir a significant amount of heat is transferred from the steam to the formation rock and fluids. Since steam is lighter and more mobile than oil, gravity differences and channeling of the steam through the most permeable parts of the reservoir can create sweep efficiency problems during steam-injection processes. To increase sweep efficiency, there are two categories of improvements. The first is operational changes such as selective completion of injector wells, fracturing operations and constructing horizontal wells, and the second is the use of additives in the steam. For example, water-soluble surfactants modify interfacial properties of the oil-water system, and foams reduce steam mobility.","Heavy Oil, Enhanced Oil Recovery",https://glossary.slb.com/en/terms/s/steam
steam chamber,"[Enhanced Oil Recovery, Heavy Oil] The volume of reservoir in which mobile steam exists for an extended period of time. Within the steam chamber, rock temperature rises to the point where steam vapor can be sustained at reservoir pressure conditions. The steam chamber is normally found in the upper portion of a reservoir sand between a steam injector and a producer, where steam has broken through to the producer. With time, the steam chamber can expand to cover an entire area of a five-spot pattern steamflood. For a steam assisted gravity drainage (SAGD) system, the steam chamber in a mature field project can extend from a broad area across the top of the sand to a narrow finger down to the producing horizontal well near the bottom of the sand. Also referred to as a steam chest.","Enhanced Oil Recovery, Heavy Oil",https://glossary.slb.com/en/terms/s/steam_chamber
steam management,"[Heavy Oil] The overall heat and fuel management for a steam injection process. It includes economically efficient use of fuel consumed to generate steam, minimization of heat losses in surface steam-distribution lines, proper splitting of steam flow and quality and intersections in steam-distribution lines, and effective management of steam and heat distribution in the reservoir.",Heavy Oil,https://glossary.slb.com/en/terms/s/steam_management
steam soak,"[Enhanced Oil Recovery, Heavy Oil] Another term for soak phase, in cyclic steam injection, the second phase between the steam-injection phase and the production phase. During the soak phase, the well is shut in for several days to allow uniform heat distribution to thin the oil.","Enhanced Oil Recovery, Heavy Oil",https://glossary.slb.com/en/terms/s/steam_soak
steam-assisted gravity drainage,"[Heavy Oil, Enhanced Oil Recovery] A thermal production method for heavy oil that pairs a high-angle injection well with a nearby production well drilled along a parallel trajectory. The pair of high-angle wells is drilled with a vertical separation of about 5 m [16 ft]. Steam is injected into the reservoir through the upper well. As the steam rises and expands, it heats up the heavy oil, reducing its viscosity. Gravity forces the oil to drain into the lower well where it is produced.","Heavy Oil, Enhanced Oil Recovery",https://glossary.slb.com/en/terms/s/steam-assisted_gravity_drainage
steam-oil ratio,"[Heavy Oil, Enhanced Oil Recovery] Parameter used to monitor the efficiency of oil production processes based on steam injection. Commonly abbreviated as SOR, it measures the volume of steam required to produce one unit volume of oil. Typical values of SOR for cyclic steam stimulation are in the range of three to eight, while typical SOR values for steam assisted gravity drainage are in the range of two to five. The lower the SOR, the more efficiently the steam is utilized and the lower the associated fuel costs.","Heavy Oil, Enhanced Oil Recovery",https://glossary.slb.com/en/terms/s/steam-oil_ratio
steamflood,"[Heavy Oil, Enhanced Oil Recovery, Well Completions] A method of thermal recovery in which steam generated at surface is injected into the reservoir through specially distributed injection wells. When steam enters the reservoir, it heats up the crude oil and reduces its viscosity. The heat also distills light components of the crude oil, which condense in the oil bank ahead of the steam front, further reducing the oil viscosity. The hot water that condenses from the steam and the steam itself generate an artificial drive that sweeps oil toward producing wells. Another contributing factor that enhances oil production during steam injection is related to near-wellbore cleanup. In this case, steam reduces the interfacial tension that ties paraffins and asphaltenes to the rock surfaces while steam distillation of crude oil light ends creates a small solvent bank that can miscibly remove trapped oil. Steamflooding is also called continuous steam injection or steam drive.","Heavy Oil, Enhanced Oil Recovery, Well Completions",https://glossary.slb.com/en/terms/s/steamflood
tar sand,"[Heavy Oil] A sand body that contains heavy hydrocarbon residues such as tar or asphalt, or degraded oil that has lost its volatile components. Hydrocarbons can be liberated from tar sands by heating and other processes, but tar sands, such as the Athabasca tar sands of Canada, are not commonly commercial because of high costs of production. Among some workers in the field of heavy oil, this term is falling out of use, in favor of the term ""oil sand.""",Heavy Oil,https://glossary.slb.com/en/terms/t/tar_sand
TEOR,"[Heavy Oil, Enhanced Oil Recovery] Abbreviation for thermal enhanced oil recovery, also known as thermal recovery, a general term for injection processes that introduce heat into a reservoir. Thermal recovery is used to produce viscous, thick oils with API gravities less than 20. These oils cannot flow unless they are heated and their viscosity is reduced enough to allow flow toward producing wells. During thermal recovery, crude oil undergoes physical and chemical changes because of the effects of the heat supplied. Physical properties such as viscosity, specific gravity and interfacial tension are altered. The chemical changes involve different reactions such as cracking, which is the destruction of carbon-carbon bonds to generate lower molecular weight compounds, and dehydrogenation, which is the rupture of carbon-hydrogen bonds. Thermal recovery is a major branch of enhanced oil recovery processes and can be subdivided in two types: hot fluid injection such as steam injection (steamflood or cyclic steam injection) and hot waterflooding and in-situ combustion processes.","Heavy Oil, Enhanced Oil Recovery",https://glossary.slb.com/en/terms/t/teor
THAI,[Heavy Oil] Abbreviation for toe to heel air injection.,Heavy Oil,https://glossary.slb.com/en/terms/t/thai
thermal recovery,"[Heavy Oil, Enhanced Oil Recovery] A general term for injection processes that introduce heat into a reservoir. Thermal recovery is used to produce viscous, thick oils with API gravities less than 20. These oils cannot flow unless they are heated and their viscosity is reduced enough to allow flow toward producing wells. During thermal recovery, crude oil undergoes physical and chemical changes because of the effects of the heat supplied. Physical properties such as viscosity, specific gravity and interfacial tension are altered. The chemical changes involve different reactions such as cracking, which is the destruction of carbon-carbon bonds to generate lower molecular weight compounds, and dehydrogenation, which is the rupture of carbon-hydrogen bonds. Thermal recovery is a major branch of enhanced oil recovery processes and can be subdivided in two types: hot fluid injection such as steam injection (steamflood or cyclic steam injection) and hot waterflooding and in-situ combustion processes.","Heavy Oil, Enhanced Oil Recovery",https://glossary.slb.com/en/terms/t/thermal_recovery
thermal simulation,"[Enhanced Oil Recovery, Heavy Oil] The finite-difference or finite-element reservoir simulation that includes energy equations and calculations used to describe heat conduction, heat and fluid convection, and latent heat exchanges occurring in the reservoir rock and fluids during a thermal recovery process such as steamflooding, steam assisted gravity drainage, or in-situ combustion. Combustion thermal simulation also requires equations for modeling combustion reaction kinetics.","Enhanced Oil Recovery, Heavy Oil",https://glossary.slb.com/en/terms/t/thermal_simulation
toe to heel air injection,"[Enhanced Oil Recovery, Heavy Oil] An in-situ combustion method for producing heavy oil. In this technique, the fireflooding starts from a vertical well, while the oil is produced from a horizontal well having its toe in close proximity to the vertical air-injection well. This production method is a modification of conventional fire flooding techniques in which the flame front from a vertical well pushes the oil to be produced from another vertical well.","Enhanced Oil Recovery, Heavy Oil",https://glossary.slb.com/en/terms/t/toe_to_heel_air_injection
ultraheavy oil,"[Heavy Oil] A designation for a hydrocarbon fluid with a gravity of 10° API or lower, based upon the classification of the US Department of Energy.",Heavy Oil,https://glossary.slb.com/en/terms/u/ultra_heavy_oil
