term,definition,disciplines,url
AGC time constant,"[Geophysics] The exponential rate constant (τ) that determines how quickly the output amplitude of an electrical signal that is under automatic gain control (AGC) responds to a sudden increase or decrease in input signal amplitude. Mathematically, Af(t) = Ai(t) + ΔAi (1 − e−t/τ) where Af is the output signal amplitude, Ai is the input signal amplitude (Ai), ΔAi is the change in input signal amplitude and t is time. When t equals τ, the function (1 − e−t/τ) equals (1 − 1/e) equals 0.63. Therefore, the AGC time constant (τ) is the amount of time that elapses for the output signal of AGC to reflect 63% of the change in the input signal amplitude.",Geophysics,https://glossary.slb.com/en/terms/a/agc_time_constant
air gun,[Geophysics] A source of seismic energy used in acquisition of marine seismic data. This gun releases highly compressed air into water. Air guns are also used in water-filled pits on land as an energy source during acquisition of vertical seismic profiles.,Geophysics,https://glossary.slb.com/en/terms/a/air_gun
air shooting,[Geophysics] A method of seismic acquisition using charges detonated in the air or on poles above the ground as the source. Air shooting is also called the Poulter method after American geophysicist Thomas Poulter.,Geophysics,https://glossary.slb.com/en/terms/a/air_shooting
air wave,[Geophysics] A sound wave that travels through the air at approximately 330 m/s and can be generated and recorded during seismic surveying. Air waves are a type of coherent noise.,Geophysics,https://glossary.slb.com/en/terms/a/air_wave
alias filter,"[Geophysics] A filter, or a set of limits used to eliminate unwanted portions of the spectra of the seismic data, to remove frequencies that might cause aliasing during the process of sampling an analog signal during acquisition or when the sample rate of digital data is being decreased during seismic processing.",Geophysics,https://glossary.slb.com/en/terms/a/alias_filter
aliasing,"[Geophysics] The distortion of frequency introduced by inadequately sampling a signal, which results in ambiguity between signal and noise. Aliasing can be avoided by sampling at least twice the highest frequency of the waveform or by filtering frequencies above the Nyquist frequency, the highest frequency that can be defined accurately by that sampling interval.",Geophysics,https://glossary.slb.com/en/terms/a/aliasing
amplitude,"1. (n.) [Geophysics] The difference between the maximum displacement of a wave and the point of no displacement, or the null point. The common symbol for amplitude is a. | 2. (n.) [Geophysics] The amount of displacement of a seismic wavelet measured from peak to trough.",Geophysics,https://glossary.slb.com/en/terms/a/amplitude
amplitude anomaly,"[Geophysics] An abrupt increase in seismic amplitude that can indicate the presence of hydrocarbons, although such anomalies can also result from processing problems, geometric or velocity focusing or changes in lithology. Amplitude anomalies that indicate the presence of hydrocarbons can result from sudden changes in acoustic impedance, such as when a gas sand underlies a shale, and in that case, the term is used synonymously with hydrocarbon indicator.",Geophysics,https://glossary.slb.com/en/terms/a/amplitude_anomaly
amplitude distortion,"1. (n.) [Geophysics] The inability of a system to exactly match input and output amplitude, a general example being an electronic amplifier and the classic example being a home stereophonic amplifier. | 2. (n.) [Geophysics] A change in the amplitude of a waveform that is generally undesirable, such as in seismic waves.",Geophysics,https://glossary.slb.com/en/terms/a/amplitude_distortion
amplitude variation with offset,"[Geophysics] Variation in seismic reflection amplitude with change in distance between shotpoint and receiver that indicates differences in lithology and fluid content in rocks above and below the reflector. AVO analysis is a technique by which geophysicists attempt to determine thickness, porosity, density, velocity, lithology and fluid content of rocks. Successful AVO analysis requires special processing of seismic data and seismic modeling to determine rock properties with a known fluid content. With that knowledge, it is possible to model other types of fluid content. A gas-filled sandstone might show increasing amplitude with offset, whereas a coal might show decreasing amplitude with offset. A limitation of AVO analysis using only P-energy is its failure to yield a unique solution, so AVO results are prone to misinterpretation. One common misinterpretation is the failure to distinguish a gas-filled reservoir from a reservoir having only partial gas saturation (""fizz water""). However, AVO analysis using source-generated or mode-converted shear wave energy allows differentiation of degrees of gas saturation. AVO analysis is more successful in young, poorly consolidated rocks, such as those in the Gulf of Mexico, than in older, well-cemented sediments.",Geophysics,https://glossary.slb.com/en/terms/a/amplitude_variation_with_offset
amplitude variation with offset and azimuth,[Geophysics] The azimuthal variation of the AVO response.,Geophysics,https://glossary.slb.com/en/terms/a/amplitude_variation_with_offset_and_azimuth
angle of approach,"[Geophysics] The acute angle at which a wavefront impinges upon an interface, such as a seismic wave impinging upon strata. Normal incidence is the case in which the angle of incidence is zero, the wavefront is parallel to the surface and its raypath is perpendicular, or normal, to the interface. Snell's law describes the relationship between the angle of incidence and the angle of refraction of a wave.",Geophysics,https://glossary.slb.com/en/terms/a/angle_of_approach
angle of incidence,"[Geophysics] The acute angle at which a raypath impinges upon a line normal to an interface, such as a seismic wave impinging upon strata. Normal incidence is the case in which the angle of incidence is zero, the wavefront is parallel to the surface and its raypath is perpendicular, or normal, to the interface. Snell's law describes the relationship between the angle of incidence and the angle of refraction of a wave.",Geophysics,https://glossary.slb.com/en/terms/a/angle_of_incidence
angular dispersion,[Geophysics] The variation of seismic velocity in different directions.,Geophysics,https://glossary.slb.com/en/terms/a/angular_dispersion
anisotropic,"[Geophysics, Geology, Shale Gas] Having directionally dependent properties. For a crystal of a mineral, variation in physical properties observed in different directions is anisotropy. In rocks, variation in seismic velocity measured parallel or perpendicular to bedding surfaces is a form of anisotropy. Often found where platy minerals such as micas and clays align parallel to depositional bedding as sediments are compacted, anisotropy is common in shales. Antonyms: isotropic","Geophysics, Geology, Shale Gas",https://glossary.slb.com/en/terms/a/anisotropic
anisotropy,"[Geophysics, Shale Gas, Geology] Predictable variation of a property of a material with the direction in which it is measured, which can occur at all scales. For a crystal of a mineral, variation in physical properties observed in different directions is anisotropy. In rocks, variation in seismic velocity measured parallel or perpendicular to bedding surfaces is a form of anisotropy. Often found where platy minerals such as micas and clays align parallel to depositional bedding as sediments are compacted, anisotropy is common in shales.","Geophysics, Shale Gas, Geology",https://glossary.slb.com/en/terms/a/anisotropy
antialias filter,"[Geophysics] A filter, or a set of limits used to eliminate unwanted portions of the spectra of the seismic data, to remove frequencies that might cause aliasing during the process of sampling an analog signal during acquisition or when the sample rate of digital data is being decreased during seismic processing.",Geophysics,https://glossary.slb.com/en/terms/a/antialias_filter
aperture,"1. (n.) [Geophysics] A portion of a dataset, such as seismic data, to which functions or filters are applied. Aperture time, for example, can be specified, such as a window from 1.2 to 2.8 seconds. | 2. (n.) [Geophysics] A mechanism to limit the affects of measurements on a device or system. In seismic data acquisition, the length of the spread has the effect of an aperture.",Geophysics,https://glossary.slb.com/en/terms/a/aperture
apparent anisotropy,"[Geophysics] In seismic data, the ratio of the velocity determined from normal moveout (i.e., primarily a horizontal measurement) to velocity measured vertically in a vertical seismic profile or similar survey. Apparent anisotropy is of particular importance when migrating long-offset seismic data and analyzing AVO data accurately. The normal moveout velocity involves the horizontal component of the velocity field, which affects sources and receivers that are offset, but the horizontal velocity field is not involved in velocity calculations from vertically measured time-depth pairs.",Geophysics,https://glossary.slb.com/en/terms/a/apparent_anisotropy
apparent velocity,"[Geophysics] In geophysics, the velocity of a wavefront in a certain direction, typically measured along a line of receivers and symbolized by va. Apparent velocity and velocity are related by the cosine of the angle at which the wavefront approaches the receivers: va = v cos θ, where va = apparent velocity v = velocity of wavefront θ = angle at which a wavefront approaches the geophone array.",Geophysics,https://glossary.slb.com/en/terms/a/apparent_velocity
apparent wavelength,"[Geophysics] The wavelength measured by receivers when a wave approaches at an angle. The relationship between true and apparent wavelength can be shown mathematically as follows: λ = λa sin θ, where λ = wavelength λa = apparent wavelength θ = angle at which a wavefront approaches the geophone array.",Geophysics,https://glossary.slb.com/en/terms/a/apparent_wavelength
applied-potential method,[Geophysics] A technique to map a potential field generated by stationary electrodes by moving an electrode around the survey area.,Geophysics,https://glossary.slb.com/en/terms/a/applied-potential_method
array,"1. (n.) [Geophysics] Generally, a geometrical configuration of transducers (sources or receivers) used to generate or record a physical field, such as an acoustic or electromagnetic wavefield or the Earth's gravity field. | 2. (n.) [Geophysics] A geometrical arrangement of seismic sources (a source array, with each individual source being activated in some fixed sequence in time) or receivers (a hydrophone or geophone array) that is recorded by one channel. | 3. (n.) [Geophysics] An arrangement or configuration of electrodes or antennas used for resistivity, induced polarization (IP), or other types of electromagnetic surveying. Resistivity arrays typically consist of two current electrodes and two potential electrodes and are distinguished by the relative separations between the electrodes. Examples are the dipole-dipole, Schlumberger and Wenner arrays. | 4. (n.) [Geophysics] In computing, code written to access data in more than one dimension according to a name and subscripts that correspond to each dimension.",Geophysics,https://glossary.slb.com/en/terms/a/array
arrival,"[Geophysics] An event or appearance of seismic data as a reflection, refraction, diffraction, or other similar feature, or the time at which seismic data appear. An event in a seismic section can represent a geologic interface.",Geophysics,https://glossary.slb.com/en/terms/a/arrival
arrival time,[Geophysics] The elapsed time between the release of seismic energy from a source and its arrival at the receiver.,Geophysics,https://glossary.slb.com/en/terms/a/arrival_time
attenuate,"[Geophysics] The removal of undesirable features, such as multiple events, from seismic data.",Geophysics,https://glossary.slb.com/en/terms/a/attenuate
attenuation,"1. (n.) [Geophysics] The loss of energy or amplitude of waves as they pass through media. Seismic waves lose energy through absorption, reflection, and refraction at interfaces; mode conversion and spherical divergence; or spreading of the wave. | 2. (n.) [Formation Evaluation] The reduction in amplitude of an electromagnetic wave passing through the formation, usually measured in decibels per meter, dB/m. The term is used in particular with reference to the propagation resistivity log and the electromagnetic propagation log.",Formation Evaluation; Geophysics,https://glossary.slb.com/en/terms/a/attenuation
attribute,"[Geophysics] A measurable property of seismic data, such as amplitude, dip, frequency, phase, and polarity. Attributes can be measured at one instant in time or over a time window, and may be measured on a single trace, on a set of traces, or on a surface interpreted from seismic data. Attribute analysis includes assessment of various reservoir parameters, including a hydrocarbon indicator, by techniques such as amplitude variation with offset (AVO) analysis.",Geophysics,https://glossary.slb.com/en/terms/a/attribute
autocorrelation,"[Geophysics] The comparison of a waveform to itself. Autocorrelation is useful in the identification of multiples or other regularly repeating signals, and in designing deconvolution filters to suppress them.",Geophysics,https://glossary.slb.com/en/terms/a/autocorrelation
automatic gain control,"[Geophysics] A system to automatically control the gain, or the increase in the amplitude of an electrical signal from the original input to the amplified output. AGC is commonly used in seismic processing to improve visibility of late-arriving events in which attenuation or wavefront divergence has caused amplitude decay.",Geophysics,https://glossary.slb.com/en/terms/a/automatic_gain_control
autotrack,"[Geophysics] To use computer software to pick a particular reflection or attribute in seismic data automatically. Autotracking can speed interpretation of three-dimensional seismic data but must be checked for errors, especially in areas of faulting and stratigraphic changes.",Geophysics,https://glossary.slb.com/en/terms/a/autotrack
autotracking,"[Geophysics] Use of computer software to pick a particular reflection or attribute in seismic data automatically. Autotracking can speed interpretation of three-dimensional seismic data but must be checked for errors, especially in areas of faulting and stratigraphic changes.",Geophysics,https://glossary.slb.com/en/terms/a/autotracking
AVA,[Geophysics] Abbreviation for amplitude variation with angle of incidence.,Geophysics,https://glossary.slb.com/en/terms/a/ava
AVAZ,[Geophysics] Abbreviation for amplitude variation with azimuth.,Geophysics,https://glossary.slb.com/en/terms/a/avaz
average velocity,"[Geophysics] In geophysics, the depth divided by the traveltime of a wave to that depth. Average velocity is commonly calculated by assuming a vertical path, parallel layers, and straight raypaths, conditions that are quite idealized compared to those actually found in the Earth.",Geophysics,https://glossary.slb.com/en/terms/a/average_velocity
AVO,"[Geophysics] Abbreviation for amplitude variation with offset. Variation in seismic reflection amplitude with change in distance between shotpoint and receiver that indicates differences in lithology and fluid content in rocks above and below the reflector. AVO analysis is a technique by which geophysicists attempt to determine thickness, porosity, density, velocity, lithology and fluid content of rocks. Successful AVO analysis requires special processing of seismic data and seismic modeling to determine rock properties with a known fluid content. With that knowledge, it is possible to model other types of fluid content. A gas-filled sandstone might show increasing amplitude with offset, whereas a coal might show decreasing amplitude with offset. A limitation of AVO analysis using only P-energy is its failure to yield a unique solution, so AVO results are prone to misinterpretation. One common misinterpretation is the failure to distinguish a gas-filled reservoir from a reservoir having only partial gas saturation (""fizz water""). However, AVO analysis using source-generated or mode-converted shear wave energy allows differentiation of degrees of gas saturation. AVO analysis is more successful in young, poorly consolidated rocks, such as those in the Gulf of Mexico, than in older, well-cemented sediments.",Geophysics,https://glossary.slb.com/en/terms/a/avo
AVOAZ,"[Geophysics] Abbreviation for amplitude variation with offset and azimuth, the azimuthal variation of the AVO response.",Geophysics,https://glossary.slb.com/en/terms/a/avoaz
axis of rotational symmetry,"[Geophysics] An axis of rotational invariance. A material whose properties exhibit cylindrical, or invariant rotational, symmetry may be rotated about this axis by any amount and its properties will be indistinguishable from what they were before the rotation.",Geophysics,https://glossary.slb.com/en/terms/a/axis_of_rotational_symmetry
back propagation,[Geophysics] A method for reconstructing the location and shape of the wave at an earlier time using the wave equation.,Geophysics,https://glossary.slb.com/en/terms/b/back_propagation
back stripping,"[Geophysics] A modeling technique to assess the geologic history of rock layers through the use of geologic cross sections or seismic sections. Removal of the youngest layers of rock at the top of the section allows restoration of the underlying layers to their initial, undisturbed configurations. Successively older layers can be sequentially removed to further assess the effects of compaction, development of geologic structures, and other processes on an area.",Geophysics,https://glossary.slb.com/en/terms/b/back_stripping
back-propagation,[Geophysics] A method for reconstructing the location and shape of the wave at an earlier time using the wave equation.,Geophysics,https://glossary.slb.com/en/terms/b/back-propagation
back-stripping,"[Geophysics] A modeling technique to assess the geologic history of rock layers through the use of geologic cross sections or seismic sections. Removal of the youngest layers of rock at the top of the section allows restoration of the underlying layers to their initial, undisturbed configurations. Successively older layers can be removed sequentially to further assess the effects of compaction, development of geologic structures and other processes on an area.",Geophysics,https://glossary.slb.com/en/terms/b/back-stripping
backscatter,"[Geophysics] A reflection phenomenon of energy in which a nonreflective surface, which is a surface that does not reflect energy coherently, randomly scatters energy. No coherent reflected energy can be identified and the energy is scattered in all directions, including back in the direction from which it came. For example, light can be scattered or redistributed by rough, nonreflective surfaces.",Geophysics,https://glossary.slb.com/en/terms/b/backscatter
band,"[Geophysics] A range of frequencies or wavelengths. Audible frequencies of sound and visible wavelengths of light are examples of bands. In seismic data, band-pass frequencies are within the limits of a specific filter, while band-reject frequencies exceed the acceptable range of frequencies.",Geophysics,https://glossary.slb.com/en/terms/b/band
band pass,"[Geophysics] Frequencies within the acceptable limits of a filter. The term is commonly used as an adjective, as in ""band-pass filter,"" to denote a filter that passes a range of frequencies unaltered while rejecting frequencies outside the range.",Geophysics,https://glossary.slb.com/en/terms/b/band_pass
band reject,[Geophysics] Frequencies beyond the limits of a filter.,Geophysics,https://glossary.slb.com/en/terms/b/band_reject
band-limited function,[Geophysics] A function or time series whose Fourier transform is restricted to a finite range of frequencies or wavelengths.,Geophysics,https://glossary.slb.com/en/terms/b/band-limited_function
band-pass,"[Geophysics] Frequencies within the acceptable limits of a filter. The term is commonly used as an adjective, as in ""band-pass filter,"" to denote a filter that passes a range of frequencies unaltered while rejecting frequencies outside the range. Antonyms: band-reject",Geophysics,https://glossary.slb.com/en/terms/b/band-pass
band-reject,[Geophysics] Frequencies beyond the limits of a filter. Antonyms: band-pass,Geophysics,https://glossary.slb.com/en/terms/b/band-reject
base of weathering,"[Geophysics] The lower boundary of the near-surface, low-velocity zone in which rocks are physically, chemically, or biologically broken down, in some cases coincident with a water table. Static corrections to seismic data can compensate for the low velocity of the weathered layer in comparison with the higher-velocity strata below.",Geophysics,https://glossary.slb.com/en/terms/b/base_of_weathering
base station,"[Geophysics] A reference location for a survey, or a survey point whose measured values of a given parameter of interest are understood and can be used to normalize other survey points. Accurate knowledge of base stations is critical in gravity and magnetic surveying.",Geophysics,https://glossary.slb.com/en/terms/b/base_station
baseline,"1. (n.) [Geophysics] A line joining base stations whose transmissions are synchronized during surveying. | 2. (n.) [Geophysics] A reference line, such as a ""shale baseline,"" a line representing the typical value of a given measurement for a shale on a well log, or the zero-amplitude line of a seismic trace. | 3. (n.) [Geophysics] The original survey of a set of surveys covering the same area but acquired over a period of time. In four-dimensional seismic data, it is the first seismic survey, which is then compared to subsequent surveys.",Geophysics,https://glossary.slb.com/en/terms/b/baseline
basic wavelet,"[Geophysics] The shape of a wavelet produced by reflection of an actual wave train at one interface with a positive reflection coefficient. The embedded wavelet is useful for generating a convolutional model, or the convolution of an embedded wavelet with a reflectivity function and random noise, during seismic processing or interpretation.",Geophysics,https://glossary.slb.com/en/terms/b/basic_wavelet
Beaufort scale,"[Geophysics] The 0 to 12 scale established by Admiral Francis Beaufort (1774 to 1857) for measurement of wind strength according to its effect on objects such as trees, flags, and water. According to the Beaufort scale, at wind speeds below 1 knot or 1 km/h, seas are calm. Whitecaps on water and blowing dust and leaves correspond to a Beaufort number of 4, with winds of 11 to 16 knots [20 to 28 km/h]. Hurricane-force winds, greater than 64 knots [> 118 km/h], have a Beaufort number of 12.",Geophysics,https://glossary.slb.com/en/terms/b/beaufort_scale
bel,"[Geophysics] The unit of measurement to describe or compare the intensity of acoustic or electrical signal, named for American inventor Alexander Graham Bell (1847 to 1922). Measurements are typically given in tenths of a bel, or decibels. The logarithm of the ratio of the sound or signal to a standard provides the decibel measurement. Sounds on the order of one decibel are barely audible to humans but can cause pain when on the order of 1012 decibels. The symbol for the unit is B, but dB is the standard unit.",Geophysics,https://glossary.slb.com/en/terms/b/bel
benchmark,"1. (n.) [Geophysics] A permanently fixed marker cited in surveying, such as a concrete block or steel plate, with an inscription of location and elevation. | 2. (n.) [Geophysics] A standard against which the performance of processes are measured.",Geophysics,https://glossary.slb.com/en/terms/b/benchmark
bias,"[Geophysics] An adjustment of the relative positive and negative excursions of reflections during seismic processing by bulk shifting the null point, or baseline, of the data to emphasize peaks at the expense of troughs or vice versa. Some authors describe bias as a systematic distortion of seismic data to achieve greater continuity.",Geophysics,https://glossary.slb.com/en/terms/b/bias
bins,"1. (n.) [Geophysics] A bin is a subdivision of a seismic survey. The area of a three-dimensional survey is divided into bins, which are commonly on the order of 25 m [82 ft] long and 25 m wide; traces are assigned to specific bins according to the midpoint between the source and the receiver, reflection point, or conversion point. Bins are commonly assigned according to common midpoint (CMP), but more sophisticated seismic processing allows for other types of binning. Traces within a bin are stacked to generate the output trace for that bin. Data quality depends in part on the number of traces per bin, or the fold. | 2. (vb.) [Geophysics] To ""bin"" is to sort seismic data into small areas according to the midpoint between the source and the receiver, reflection point or conversion point prior to stacking.",Geophysics,https://glossary.slb.com/en/terms/b/bins
bird,[Geophysics] A device containing a magnetometer and possibly other instruments that can be towed by an aircraft during aeromagnetic surveying or in a marine seismic streamer to provide dynamic information about the streamer position.,Geophysics,https://glossary.slb.com/en/terms/b/bird
birefringence,"[Geophysics] The splitting of an incident wave into two waves of different velocities and orthogonal polarizations. Birefringence occurs in optical mineralogy (see petrography) when plane-polarized light passes through an anisotropic mineral and emerges as two rays traveling at different speeds, the difference between which is characteristic of a mineral. In seismology, incident S-waves can exhibit birefringence as they split into a quasi-shear and a pure-shear wave. Although birefringence was first described by Danish physician Erasmus Bartholin (1625 to 1698) in crystals in 1669, the phenomenon was not fully understood until French physicist Etienne-Louis Malus (1775 to 1812) described polarized light in 1808.",Geophysics,https://glossary.slb.com/en/terms/b/birefringence
blasting cap,"1. (n.) [Well Completions, Geophysics] A small, electrically activated explosive charge that explodes a larger charge. Detonators, also called caps, seismic caps, or blasting caps, are used for seismic acquisition with an explosive source to achieve consistent timing of detonation. | 2. (n.) [Well Completions, Geophysics] A device containing primary high-explosive material that is used to initiate an explosive sequence. The two common types of detonators are electrical detonators (also known as blasting caps) and percussion detonators. Electrical detonators have a fuse material that burns when high voltage is applied to initiate the primary high explosive. Percussion detonators contain abrasive grit and primary high explosive in a sealed container that is activated by a firing pin. The impact force of the firing pin is sufficient to initiate the ballistic sequence that is then transmitted to the detonating cord. Several safety systems are used in conjunction with detonators to avoid accidental firing during rig-up or rig-down. Safety systems also are used to disarm the gun or ballistic assembly if downhole conditions are unsafe for firing.","Well Completions, Geophysics",https://glossary.slb.com/en/terms/b/blasting_cap
blind zone,"1. (n.) [Geophysics] A layer or body of rock that cannot be detected by seismic refraction, typically because its velocity is lower than that of the overlying rocks; also known as a hidden layer. | 2. (n.) [Geophysics] A shadow zone, or a zone through which waves do not pass, or cannot be recorded, or in which reflections do not occur.",Geophysics,https://glossary.slb.com/en/terms/b/blind_zone
BM,"[Geophysics] A permanently fixed marker cited in surveying, such as a concrete block or steel plate, with an inscription of location and elevation.",Geophysics,https://glossary.slb.com/en/terms/b/bm
body wave,[Geophysics] A wave that propagates through a medium rather than along an interface. P-waves and S-waves are examples of body waves.,Geophysics,https://glossary.slb.com/en/terms/b/body_wave
