term,definition,disciplines,url
balanced plug,"[Well Completions] A plug of cement or similar material placed as a slurry in a specific location within the wellbore and which has set to provide a means of pressure isolation or mechanical platform. For correct placement, the volume of slurry and the displacement fluid must be carefully calculated and measured. The correct volume ensures that the column of fluid in the tubing string is balanced by the column of fluid in the annulus.",Well Completions,https://glossary.slb.com/en/terms/b/balanced_plug
ball catcher,"[Well Completions] A downhole device or assembly used to catch and retain balls used to actuate ball-operated tools or equipment. Following activation, some ball-operated tools incorporate a means of ejecting the activation ball to regain a fullbore flow path. In such cases, the ball can be retained in a ball catcher.",Well Completions,https://glossary.slb.com/en/terms/b/ball_catcher
ball operated,"[Well Completions] Describing a mechanism or system that is actuated by a ball that is dropped or pumped through the tubing string. Once located on a landing seat, the tool mechanism is generally actuated by hydraulic pressure.",Well Completions,https://glossary.slb.com/en/terms/b/ball_operated
ball sealers,"[Well Workover and Intervention, Well Completions] Small spheres designed to seal perforations that are accepting the most fluid, thereby diverting reservoir treatments to other portions of the target zone. Ball sealers are incorporated into the treatment fluid and pumped with it. The effectiveness of this type of mechanical diversion to keep the balls in place is strongly dependent on the differential pressure across the perforation and the geometry of the perforation itself.","Well Workover and Intervention, Well Completions",https://glossary.slb.com/en/terms/b/ball_sealers
ball-operated,"[Well Completions] Describing a mechanism or system that is actuated by a ball that is dropped or pumped through the tubing string. Once located on a landing seat, the tool mechanism is generally actuated by hydraulic pressure.",Well Completions,https://glossary.slb.com/en/terms/b/ball-operated
barefoot completion,"[Well Completions] A well completion that has no casing or liner set across the reservoir formation, allowing the produced fluids to flow directly into the wellbore. This type of completion suffers the major disadvantage that the sandface is unsupported and may collapse. Also, without any casing or liner installed, selective treatments or remedial work within the reservoir section are more difficult.",Well Completions,https://glossary.slb.com/en/terms/b/barefoot_completion
barite plug,"[Well Completions] A plug made from barite weighting materials that is placed at the bottom of a wellbore. Unlike a cement plug, the settled solids do not set solid, yet a barite plug can provide effective and low-cost pressure isolation. A barite plug is relatively easy to remove and is often used as a temporary facility for pressure isolation or as a platform enabling the accurate placement of treatments above the plug.",Well Completions,https://glossary.slb.com/en/terms/b/barite_plug
beam pump,[Well Completions] An artificial lift pumping system using a surface power source to drive a downhole pump assembly. A beam and crank assembly creates reciprocating motion in a sucker-rod string that connects to the downhole pump assembly. The pump contains a plunger and valve assembly to convert the reciprocating motion to vertical fluid movement.,Well Completions,https://glossary.slb.com/en/terms/b/beam_pump
bean choke,"[Well Completions] A fixed choke used to control the flow of fluids, usually mounted on or close to the Christmas tree. A bean choke contains a replaceable insert, or bean, made from hardened steel or similar durable material. The insert is manufactured with a precise-diameter hole that forms the choke through which all fluids must pass. Choke inserts are available in a complete range of sizes, generally identified by choke diameter stated in 64ths of an inch; for example, a ""32 bean"" is equivalent to a 1/2-in choke diameter.",Well Completions,https://glossary.slb.com/en/terms/b/bean_choke
blank pipe,[Well Completions] A short section of plain tubing used to separate or space-out specialized components in a completion assembly. Blank pipe is commonly used in sand control completions where intervals of screen are separated by short sections of blank pipe. The term is also used to describe unperforated sections of casing or liner.,Well Completions,https://glossary.slb.com/en/terms/b/blank_pipe
blast joint,"[Perforating, Well Completions] A section of heavy walled tubing that is placed across any perforated interval through which the production tubing must pass, such as may be required in multiple zone completions. In addition to being heavier than normal completion components, the wall of a blast joint is often treated to resist the jetting action that may result in the proximity of the perforations.","Perforating, Well Completions",https://glossary.slb.com/en/terms/b/blast_joint
blast sleeve,"[Well Completions, Well Workover and Intervention] A sleeve installed in flow control equipment to protect sensitive equipment from abrasive fluid flow. A blast sleeve is commonly inserted in flow crosses where wireline, coiled tubing, or fiber-optic cables are being passed through.","Well Completions, Well Workover and Intervention",https://glossary.slb.com/en/terms/b/blast_sleeve
blasting cap,"1. (n.) [Well Completions, Geophysics] A small, electrically activated explosive charge that explodes a larger charge. Detonators, also called caps, seismic caps, or blasting caps, are used for seismic acquisition with an explosive source to achieve consistent timing of detonation. | 2. (n.) [Well Completions, Geophysics] A device containing primary high-explosive material that is used to initiate an explosive sequence. The two common types of detonators are electrical detonators (also known as blasting caps) and percussion detonators. Electrical detonators have a fuse material that burns when high voltage is applied to initiate the primary high explosive. Percussion detonators contain abrasive grit and primary high explosive in a sealed container that is activated by a firing pin. The impact force of the firing pin is sufficient to initiate the ballistic sequence that is then transmitted to the detonating cord. Several safety systems are used in conjunction with detonators to avoid accidental firing during rig-up or rig-down. Safety systems also are used to disarm the gun or ballistic assembly if downhole conditions are unsafe for firing.","Well Completions, Geophysics",https://glossary.slb.com/en/terms/b/blasting_cap
blow down,[Well Completions] To vent gas from a well or production system. Wells that have been shut in for a period frequently develop a gas cap caused by gas percolating through the fluid column in the wellbore. It is often desirable to remove or vent the free gas before starting well intervention work.,Well Completions,https://glossary.slb.com/en/terms/b/blow_down
bottomhole choke,[Well Completions] A downhole device used to control fluid flow under downhole conditions. Downhole chokes are generally removable with slickline intervention and are located in a landing nipple in the tubing string.,Well Completions,https://glossary.slb.com/en/terms/b/bottomhole_choke
bottomhole injection pressure (BHIP),[Well Completions] The downhole pressure at which a treatment fluid can be injected into a zone of interest. The bottomhole injection pressure is typically calculated by adding the hydrostatic pressure of the fluid column to the surface pump pressure measured during an injection test.,Well Completions,https://glossary.slb.com/en/terms/b/bottomhole_injection_pressure_bhip
bottomhole pressure,"1. (n.) [Drilling] The pressure, usually measured in pounds per square inch (psi), at the bottom of the hole. This pressure may be calculated in a static, fluid-filled wellbore with the equation: BHP = MW * Depth * 0.052 where BHP is the bottomhole pressure in pounds per square inch MW is the mud weight in pounds per gallon depth is the true vertical depth in feet 0.052 is a conversion factor if these units of measure are used. For circulating wellbores, the BHP increases by the amount of fluid friction in the annulus. The BHP gradient should exceed the formation pressure gradient to avoid an influx of formation fluid into the wellbore. On the other hand, if BHP (including the added fluid friction pressure of a flowing fluid) is too high, a weak formation may fracture and cause a loss of wellbore fluids. The loss of fluid to one formation may be followed by the influx of fluid from another formation. | 2. (n.) [Well Testing] The pressure measured in a well at or near the depth of the producing formation. For well-test purposes, it is often desirable to refer the pressure to a datum level chosen at a reference depth by calculating the pressure that would occur if the pressure measurement were made at the datum level rather than at the actual depth of the gauge. | 3. (n.) [Well Completions] The downhole pressure, measured or calculated at a point of interest, generally the top of the perforated interval.",Drilling; Well Completions; Well Testing,https://glossary.slb.com/en/terms/b/bottomhole_pressure
bottomhole sampler,"[Well Completions] A tool or assembly used to retrieve samples of fluids or fill material from the wellbore. Used as a treatment design aid, the retrieved samples can be checked for compatibility with the selected treatment fluid to verify performance or identify any undesirable reactions.",Well Completions,https://glossary.slb.com/en/terms/b/bottomhole_sampler
bottomhole static temperature,"1. (n.) [Drilling, Well Completions] The temperature of the undisturbed formation at the final depth in a well. The formation cools during drilling, and most of the cooling dissipates after about 24 hours of static conditions, although it is theoretically impossible for the temperature to return to undisturbed conditions. This temperature is measured under static conditions after sufficient time has elapsed to negate any effects from circulating fluids. Tables, charts, and computer routines are used to predict BHST as functions of depth, geographic area, and various time functions. The BHST is generally higher than the bottomhole circulating temperature and can be an important factor when using temperature-sensitive tools or treatments. | 2. (n.) [Drilling Fluids] The undisturbed temperature at the bottom of a well, abbreviated as BHST. After circulation and after the well is shut in, the temperature approaches the BHST after about 24 to 36 hours, depending on the well conditions. The BHST is the temperature used in most tests in which the cement slurry is required to set or is set.","Drilling Fluids; Drilling, Well Completions",https://glossary.slb.com/en/terms/b/bottomhole_static_temperature
bottomhole temperature,"1. (n.) [Formation Evaluation] The temperature in the borehole at total depth at the time it is measured. In log interpretation, the bottomhole temperature (BHT) is taken as the maximum recorded temperature during a logging run or preferably the last of series of runs during the same operation. BHT is the temperature used for the interpretation of logs at total depth. Farther up the hole, the correct temperature is calculated by assuming a certain temperature gradient. The BHT lies between the bottomhole circulating temperature (BHCT) and the bottomhole static temperature (BHST). | 2. (n.) [Well Completions] The downhole temperature measured or calculated at a point of interest. The BHT, without reference to circulating or static conditions, is typically associated with producing conditions.",Formation Evaluation; Well Completions,https://glossary.slb.com/en/terms/b/bottomhole_temperature
breakdown pressure,"[Well Completions] The pressure at which the rock matrix of an exposed formation fractures and allows fluid to be injected. The breakdown pressure is established before determining reservoir treatment parameters. Hydraulic fracturing operations are conducted above the breakdown pressure, while matrix stimulation treatments are performed with the treatment pressure safely below the breakdown pressure.",Well Completions,https://glossary.slb.com/en/terms/b/breakdown_pressure
breakthrough,"[Well Completions, Enhanced Oil Recovery] A description of reservoir conditions under which a fluid, previously isolated or separated from production, gains access to a producing wellbore. The term is most commonly applied to water or gas breakthrough, where the water or gas injected to maintain reservoir pressure via injection wells breaks through to one or more of the producing wells.","Well Completions, Enhanced Oil Recovery",https://glossary.slb.com/en/terms/b/breakthrough
bridge,"1. (n.) [Drilling] The gangplank or stairway connecting a jackup rig to a fixed platform. | 2. (vb.) [Drilling] To intentionally or accidentally plug off pore spaces or fluid paths in a rock formation, or to make a restriction in a wellbore or annulus. A bridge may be partial or total, and is usually caused by solids (drilled solids, cuttings, cavings or junk) becoming lodged together in a narrow spot or geometry change in the wellbore. | 3. (n.) [Well Completions] A wellbore obstruction caused by a buildup of material such as scale, wellbore fill, or cuttings that can restrict wellbore access or, in severe cases, eventually close the wellbore.",Drilling; Well Completions,https://glossary.slb.com/en/terms/b/bridge
bridge plug,"[Perforating, Well Completions] A downhole tool that is located and set to isolate the lower part of the wellbore. Bridge plugs may be permanent or retrievable, enabling the lower wellbore to be permanently sealed from production or temporarily isolated from a treatment conducted on an upper zone.","Perforating, Well Completions",https://glossary.slb.com/en/terms/b/bridge_plug
brine,"1. (n.) [Geology] Water containing more dissolved inorganic salt than typical seawater. | 2. (n.) [Drilling] Saline liquid usually used in completion operations and, increasingly, when penetrating a pay zone. Brines are preferred because they have higher densities than fresh water but lack solid particles that might damage producible formations. Classes of brines include chloride brines (calcium and sodium), bromides, and formates. | 3. (n.) [Drilling Fluids] A general term that refers to various salts and salt mixtures dissolved in an aqueous solution. Brine can be used more strictly, however, to refer to solutions of sodium chloride. We prefer to use brine as a general term. The emulsified calcium chloride [CaCl2] solution (or any other saline phase) in an oil mud is referred to as ""brine"" or ""brine phase."" The oil/brine ratio, abbreviated OBR, is used to compare solids content and salinities of oil muds. Clear brines are salt solutions that have few or no suspended solids. | 4. (n.) [Well Completions] A water-based solution of inorganic salts used as a well-control fluid during the completion and workover phases of well operations. Brines are solids free, containing no particles that might plug or damage a producing formation. In addition, the salts in brine can inhibit undesirable formation reactions such as clay swelling. Brines are typically formulated and prepared for specific conditions, with a range of salts available to achieve densities ranging from 8.4 to over 20 lbm/galUS (ppg) [1.0 to 2.4 g/cm3]. Common salts used in the preparation of simple brine systems include sodium chloride, calcium chloride, and potassium chloride. More complex brine systems may contain zinc, bromide, or iodine salts. These brines are generally corrosive and costly. | 5. (n.) [Production Facilities] Water containing salts in solution, such as sodium, calcium, or bromides. Brine is commonly produced along with oil. The disposal of oilfield brine is usually accomplished by underground injection into saltwater-saturated formations or by evaporation in surface pits.",Drilling; Drilling Fluids; Geology; Production Facilities; Well Completions,https://glossary.slb.com/en/terms/b/brine
bring in the well,[Well Completions] To prepare a well for production by initiating flow from the reservoir. This is the final phase of a completion or workover process.,Well Completions,https://glossary.slb.com/en/terms/b/bring_in_the_well
bubble flow,"1. (n.) [Well Completions] A multiphase fluid flow regime characterized by the gas phase being distributed as bubbles through the liquid phase. In a producing wellbore where the bubbles are uniformly distributed, there is little relative motion between the phases. Where the bubbles congregate and combine to form a less uniform distribution of the gas phase, some slippage will occur between the phases with the gas tending to cut through the liquid phase. | 2. (n.) [Production Logging] A multiphase flow regime in pipes in which one fluid moves as small dispersed bubbles through a continuous fluid. The relative velocity of the bubbles depends mainly on the difference in density between the two fluids. Bubble flow normally occurs at low flow rate and low holdup of the bubbly fluid. As the velocity of the continuous fluid increases, the bubbles are dispersed into smaller, more widely separated bubbles. This is known as a dispersed or finely dispersed bubble flow, or sometimes dispersed flow.",Production Logging; Well Completions,https://glossary.slb.com/en/terms/b/bubble_flow
buffalo head,"[Shale Gas, Well Completions, Well Workover and Intervention] A flow cross installed on top of a frac tree where treating iron is connected and treatment fluid enters the frac tree.","Shale Gas, Well Completions, Well Workover and Intervention",https://glossary.slb.com/en/terms/b/buffalo_head
bump the plug,[Well Completions] To observe the increase in pump pressure indicating that the top cement plug has been placed on the bottom plug or landing collar. Bumping the plug concludes the cementing operation.,Well Completions,https://glossary.slb.com/en/terms/b/bump_the_plug
buoyancy,"[Well Completions] The upward force acting on an object placed in a fluid. The buoyancy force is equal to the weight of fluid displaced by the object. Buoyancy can have significant effects over a wide range of completion and workover activities, especially in cases in which the wellbore and tubing string contain liquid and gas. Any change in the relative volumes or fluid levels will change the buoyancy forces.",Well Completions,https://glossary.slb.com/en/terms/b/buoyancy
buttress thread,[Well Completions] A thread profile used on casing or liner tubulars. Buttress threads are square-cut and create a hydraulic seal through the interference fit of the mating threads.,Well Completions,https://glossary.slb.com/en/terms/b/buttress_thread
calcium carbonate plug,"[Well Completions] A temporary plug formulated with graded granules or flakes of calcium carbonate that are generally circulated into place as a slurry and allowed to settle out. Calcium carbonate plugs commonly are used to isolate lower production zones, either to enable a column of well control fluid to be placed, or to provide some protection for a lower zone while treating upper zones. Because of their high reaction rate with hydrochloric acid, calcium carbonate plugs are easily removed using common acidizing materials and equipment.",Well Completions,https://glossary.slb.com/en/terms/c/calcium_carbonate_plug
cap the well,[Well Completions] To regain control of a blowout well by installing and closing a valve on the wellhead.,Well Completions,https://glossary.slb.com/en/terms/c/cap_the_well
carbon dioxide corrosion,[Well Completions] The deterioration of metal components resulting from contact with a gas or solution containing carbon dioxide.,Well Completions,https://glossary.slb.com/en/terms/c/carbon_dioxide_corrosion
carbonate scale,"[Well Completions] A common type of mineral deposit that is often found on wellbore tubulars and components as the saturation of produced water is affected by changing temperature and pressure conditions in the production conduit. Carbonate scales have a high dissolution rate in common oilfield acids and generally can be effectively removed using acid or chemical treatments. Scale inhibition techniques also may be used to prevent scale formation. In the majority of cases, scale prevention is simpler and more cost-effective than attempting a cure.",Well Completions,https://glossary.slb.com/en/terms/c/carbonate_scale
carrier fluid,"[Well Completions] A fluid that is used to transport materials into or out of the wellbore. Carrier fluids typically are designed according to three main criteria: the ability to efficiently transport the necessary material (such as pack sand during a gravel pack), the ability to separate or release the materials at the correct time or place, and compatibility with other wellbore fluids while being nondamaging to exposed formations.",Well Completions,https://glossary.slb.com/en/terms/c/carrier_fluid
cased hole,"1. (n.) [Drilling] The portion of the wellbore that has had metal casing placed and cemented to protect the openhole from fluids, pressures, wellbore stability problems, or a combination of these. Antonyms: openhole | 2. (n.) [Well Completions] A wellbore lined with a string of casing or liner. Although the term can apply to any hole section, it is often used to describe techniques and practices applied after a casing or liner has been set across the reservoir zone, such as cased-hole logging or cased-hole testing. Antonyms: openhole",Drilling; Well Completions,https://glossary.slb.com/en/terms/c/cased_hole
casing,"1. (n.) [Drilling] Large-diameter pipe lowered into an openhole and cemented in place. The well designer must design casing to withstand a variety of forces, such as collapse, burst, and tensile failure, as well as chemically aggressive brines. Most casing joints are fabricated with male threads on each end, and short-length casing couplings with female threads are used to join the individual joints of casing together, or joints of casing may be fabricated with male threads on one end and female threads on the other. Casing is run to protect freshwater formations, isolate a zone of lost returns, or isolate formations with significantly different pressure gradients. The operation during which the casing is put into the wellbore is commonly called ""running pipe."" Casing is usually manufactured from plain carbon steel that is heat-treated to varying strengths but may be specially fabricated of stainless steel, aluminum, titanium, fiberglass, and other materials. | 2. (n.) [Well Completions] Steel pipe cemented in place during the construction process to stabilize the wellbore. The casing forms a major structural component of the wellbore and serves several important functions: preventing the formation wall from caving into the wellbore isolating the different formations to prevent the flow or crossflow of formation fluid providing a means of maintaining control of formation fluids and pressure as the well is drilled. The casing string provides a means of securing surface pressure control equipment and downhole production equipment, such as the drilling blowout preventer (BOP) or production packer. Casing is available in a range of sizes and material grades.",Drilling; Well Completions,https://glossary.slb.com/en/terms/c/casing
casing bowl,[Well Completions] A wellhead component or a profile formed in wellhead equipment in which the casing hanger is located when a casing string has been installed. The casing bowl incorporates features to secure and seal the upper end of the casing string and frequently provides a port to enable communication with the annulus.,Well Completions,https://glossary.slb.com/en/terms/c/casing_bowl
casing burst pressure,[Well Completions] The theoretical internal pressure differential at which a joint of casing will fail. The casing burst pressure value is a key consideration in many well-control and contingency operations and is a major factor in the well design process.,Well Completions,https://glossary.slb.com/en/terms/c/casing_burst_pressure
casing collar locator (CCL),"[Perforating, Well Completions] A downhole tool used to confirm or correlate treatment depth using known reference points on the casing string. The casing collar locator is an electric logging tool that detects the magnetic anomaly caused by the relatively high mass of the casing collar. A signal is transmitted to surface equipment that provides a screen display and printed log enabling the output to be correlated with previous logs and known casing features such as pup joints installed for correlation purposes.","Perforating, Well Completions",https://glossary.slb.com/en/terms/c/casing_collar_locator_ccl
casing collar log,"[Perforating, Well Completions] A log provided by a casing collar locator tool that generally incorporates a gamma ray log to correlate the relative position of casing string features, such as the location of a pup joint, with the reservoir or formation of interest.","Perforating, Well Completions",https://glossary.slb.com/en/terms/c/casing_collar_log
casing completion,"[Well Completions] A completion configuration in which a production casing string is set across the reservoir interval and perforated to allow communication between the formation and wellbore. The casing performs several functions, including supporting the surrounding formation under production conditions, enabling control of fluid production through selective perforation and allowing subsequent or remedial isolation by packers, plugs, or special treatments. Antonyms: openhole completion",Well Completions,https://glossary.slb.com/en/terms/c/casing_completion
casing hanger,[Well Completions] The subassembly of a wellhead that supports the casing string when it is run into the wellbore. The casing hanger provides a means of ensuring that the string is correctly located and generally incorporates a sealing device or system to isolate the casing annulus from upper wellhead components.,Well Completions,https://glossary.slb.com/en/terms/c/casing_hanger
casing hardware,"[Well Completions] A generic term used to describe equipment attached to, and run with, the casing string. Commonly used casing hardware includes guide or float shoes, float or landing collars, centralizers, scratchers, and cement baskets. More specialized casing hardware may include stage-cementing collars, differential fill-up equipment, and other specialized equipment to help achieve successful placement and cementation of the casing string.",Well Completions,https://glossary.slb.com/en/terms/c/casing_hardware
casing joint,"[Well Completions] A length of steel pipe, generally around 40-ft [13-m] long with a threaded connection at each end. Casing joints are assembled to form a casing string of the correct length and specification for the wellbore in which it is installed.",Well Completions,https://glossary.slb.com/en/terms/c/casing_joint
casing pressure,"[Well Completions] A term used in well-control operations, typically during the drilling or workover phases of a well, to describe the pressure in the drillpipe or tubing annulus.",Well Completions,https://glossary.slb.com/en/terms/c/casing_pressure
casing reciprocation,[Well Completions] Movement applied to the casing string during the cementing operation to help in removal of drilling fluid and efficient placement of the cement slurry.,Well Completions,https://glossary.slb.com/en/terms/c/casing_reciprocation
casing shoe test,[Well Completions] A pressure test applied to the formation directly below a casing shoe. The test is generally conducted soon after drilling resumes after an intermediate casing string has been set. The purpose of the test is to determine the maximum pressures that may be safely applied without the risk of formation breakdown. The results of the test are used to design the mud program for the subsequent hole section and to set safe limits on casing shut-in or choke pressures for well-control purposes.,Well Completions,https://glossary.slb.com/en/terms/c/casing_shoe_test
casing spool,[Well Completions] A wellhead component used in flanged wellhead assemblies to secure the upper end of a casing string. Casing spools or bowls are available in a wide range of sizes and pressure ratings and are selected to suit the specific conditions.,Well Completions,https://glossary.slb.com/en/terms/c/casing_spool
casing swage,"[Well Completions] A short crossover joint used between two sizes or specifications of casing. A circulating swage is an adapter that enables a temporary circulating line to be rigged to the top of the casing string, allowing circulation of fluids to help properly locate the casing string.",Well Completions,https://glossary.slb.com/en/terms/c/casing_swage
casing test,[Well Completions] A general term used to describe a drillstem test (DST) performed in cased hole. Antonyms: openhole test,Well Completions,https://glossary.slb.com/en/terms/c/casing_test
casing thread,"[Well Completions] The threadform found on casing joints. In addition to providing mechanical or structural strength, the casing thread must be compatible with the pressures and fluids associated with the application. Some advanced threadforms incorporate a gas seal.",Well Completions,https://glossary.slb.com/en/terms/c/casing_thread
casing valve,[Well Completions] A valve installed in the wellhead assembly to provide access to the casing annulus of nonproducing casings.,Well Completions,https://glossary.slb.com/en/terms/c/casing_valve
