term,definition,disciplines,url
adjacent bed,"[Formation Evaluation] A formation layer above or below the layer being measured by a logging tool. The term ""surrounding bed"" is used in particular to describe the adjacent layers above or below a horizontal well. In a vertical well, the term ""shoulder bed"" is more common, and is used in particular in resistivity logging to describe the layers above and below a reservoir. The term ""adjacent bed"" is used in both cases.",Formation Evaluation,https://glossary.slb.com/en/terms/a/adjacent_bed
Alford rotation,"[Formation Evaluation] A processing technique to project formation shear data recorded in any two orthogonal directions into the fast and slow shear directions in the presence of shear-wave anisotropy. In the sonic logging application, a dipole transmitter excites a flexural mode that is recorded at one set of receivers that is in-line with the dipole and other receivers that are 90o out of line (the cross-dipole component). A similar recording is made of the wave from a second dipole transmitter, mounted orthogonally to the first. The flexural-wave velocity is closely related to the formation shear velocity, particularly at low frequencies and in hard formations. Using all four waveforms, the Alford rotation is used to determine the speed and direction of the fast and the slow shear wave. Reference: Alford RM: ""Shear Data in the Presence of Azimuthal Anisotropy: Dilley, Texas,"" Expanded Abstracts, 56th SEG Annual International Meeting and Exposition, Houston, Texas, USA, November 2-6, 1986, Paper S9.6",Formation Evaluation,https://glossary.slb.com/en/terms/a/alford_rotation
alpha processing,"[Formation Evaluation] A technique for combining a measurement that has a high accuracy but low precision with another measurement of the same quantity that has a high precision but low accuracy in order to produce a result that is better than either alone. Alpha processing is used to improve the vertical resolution of neutron porosity and other dual-detector nuclear logs. The detector near the source has better precision than the far detector in the sense that it responds more precisely to vertical changes. However, the near detector is less accurate because it is more affected by the borehole environment. Alpha processing mathematically superimposes the rapid changes of the near detector on the slowly changing but accurate far detector to produce an accurate log with high vertical resolution. The technique is also used to improve results from the carbon-oxygen log and other pulsed neutron spectroscopy measurements. Two methods are used to determine the carbon/oxygen ratio. The windows method counts the number of gamma rays within energy windows placed at the main peaks for carbon and oxygen. This method has good statistical precision but poor accuracy, as gamma rays from other elements contaminate these windows. The other method, spectral stripping, compares the total spectrum against standards for many elements, inverting the spectrum to obtain the yield for each element. This method is more accurate but has less statistical precision. Averaging over a number of measurements, alpha processing adjusts the windows result with the more accurate spectral stripping in order to obtain a precise and accurate result.",Formation Evaluation,https://glossary.slb.com/en/terms/a/alpha_processing
altered zone,"[Formation Evaluation] A near-wellbore formation zone, a few inches thick, whose acoustic velocity has been affected by impregnation with drilling fluids, stress relief, or both. The acoustic velocity of the rock in the immediate vicinity of the borehole wall can be much slower than that in the virgin formation. To measure the formation velocity, it may be necessary to use a sonic logging tool that has a greater spacing between transmitter and receiver array (about 10 to 15 ft [3 to 4.5 m]) than the standard sonic tool (about 3 to 5 ft [0.9 to 1.5 m]). The altered zone may also give rise to different acoustic modes, for example the hybrid mode or a second Stoneley wave.",Formation Evaluation,https://glossary.slb.com/en/terms/a/altered_zone
aluminum activation log,"[Formation Evaluation] A wireline log of the concentration by weight of aluminum in the formation, based on the principle of neutron activation. Aluminum (27Al) can be activated by capturing relatively low-energy neutrons from a chemical source to produce the isotope 28Al, which decays with a half-life of 2.3 minutes and emits a relatively easily detected 1.78 MeV gamma ray. A natural gamma ray spectrometer will detect this gamma ray along with the other natural gamma rays. If the natural gamma spectrum has been measured before activation, it can be subtracted from the spectrum after activation to give an estimate of Al content. Al is a relatively direct indicator of the volume of clay, since clay minerals are alumino-silicates.",Formation Evaluation,https://glossary.slb.com/en/terms/a/aluminum_activation_log
annulus,"1. (n.) [Drilling] The space between two concentric objects, such as between the wellbore and casing or between casing and tubing, where fluid can flow. Pipe may consist of drill collars, drillpipe, casing, or tubing. | 2. (n.) [Formation Evaluation] With reference to invasion, a region between the flushed zone and the undisturbed zone containing a buildup of formation water. The annulus forms during invasion and is caused by the different mobilities of oil and water. It only occurs in the presence of both, but is unstable and will dissipate vertically or horizontally with time. The annulus has approximately the same water saturation as the flushed zone but contains formation water. When the formation water is much more saline than the mud filtrate, the annulus forms a conductive ring around the borehole. This conductivity will cause an induction log to read too low a resistivity, by an amount that depends on its depth of investigation and the radius of the annulus. (Laterologs are little affected since they respond to resistivity, not conductivity.) Often a medium log will be more affected than a deep log so that an annulus can be detected by out-of-order curves (medium curves reading less than either shallow or deep). Array induction logs contain enough information to solve and correct for the effect of the annulus. | 3. (n.) [Well Testing] The space between two concentric pipe strings, such as between the production tubing and casing in a well. The term may also refer to the space between a pipe string and the borehole wall in an openhole completion or openhole drillstem test (DST).",Drilling; Formation Evaluation; Well Testing,https://glossary.slb.com/en/terms/a/annulus
antisqueeze,"[Formation Evaluation] The effect on a laterolog whereby the current lines are no longer properly focused but spread out at a certain distance into the formation. The effect occurs opposite a high-resistivity bed with low-resistivity shoulders. The result is that laterolog devices, in particular deep devices, tend to read too low and have less depth of investigation. Shoulder bed correction charts correct for these effects in certain well-defined situations, such as no invasion in horizontal beds with vertical wells.",Formation Evaluation,https://glossary.slb.com/en/terms/a/antisqueeze
API unit,"[Formation Evaluation] The unit of radioactivity used for natural gamma ray logs. This unit is based on an artificially radioactive concrete block at the University of Houston, Texas, USA, that is defined to have a radioactivity of 200 American Petroleum Institute (API) units. This was chosen because it was considered to be twice the radioactivity of a typical shale. The formation is the primary standard for calibrating gamma ray logs. However, even when properly calibrated, different gamma ray tools will not necessarily have identical readings downhole because their detectors can have different spectral sensitivities. They will read the same only if the downhole formation contains the same proportions of thorium, potassium and uranium as the Houston standard. For example, logging while drilling (LWD) tools have thicker housings than wireline tools, causing a different spectral response to the three sources of radioactivity, and therefore a different total gamma ray reading in some formations. The nuclear well log calibration facility at the University of Houston, known as the API pits, was opened in 1959 for the calibration of natural gamma ray and neutron logs. A facility for calibrating natural gamma ray spectroscopy logs was added later.",Formation Evaluation,https://glossary.slb.com/en/terms/a/api_unit
apparent matrix,"[Formation Evaluation] A calculation of the properties of the solid fraction of a rock from the combination of two logs. For example, by combining the density and neutron porosity measurements, it is possible to compute an apparent matrix density; by combining neutron porosity and sonic measurement, it is possible to compute an apparent matrix traveltime. The computations assume a particular fluid, usually fresh water, and particular response equations. The results are often displayed as quicklook logs for lithology identification. The word matrix is used here in the formation evaluation sense of the term rather than the geological one.",Formation Evaluation,https://glossary.slb.com/en/terms/a/apparent_matrix
Archie equation,"[Formation Evaluation] A particular relation proposed by G.E. Archie between the formation factor (F) and porosity (phi), in which F = 1 / phim, where the porosity exponent, m, is a constant for a particular formation or type of rock. In the original work, Archie proposed that m lay between 1.8 and 2.0 for consolidated sandstones, and close to 1.3 for loosely consolidated sandstones. m was named the cementation exponent shortly afterwards. This relation is also known as the Archie II equation.",Formation Evaluation,https://glossary.slb.com/en/terms/a/archie_equation
Archie rock,"[Formation Evaluation] A rock whose petrophysical properties are well described by the Archie equation with constant values for the porosity exponent and the saturation exponent. Such rocks typically have very little clay, a regular pore structure, and high-salinity water. The term often is used to describe a rock that is petrophysically simple.",Formation Evaluation,https://glossary.slb.com/en/terms/a/archie_rock
armor,"[Formation Evaluation] The metal strands on the outside of a wireline logging cable. Typical cables have two layers of metal strands, one wound clockwise and the other counterclockwise. The armor gives the cable its strength. It is used as the current return in some electrical measurements.",Formation Evaluation,https://glossary.slb.com/en/terms/a/armor
array induction,"[Formation Evaluation] An induction tool or log that consists of several mutually balanced arrays whose signals are recorded separately and combined in software to produce the response desired. Typically, there is one transmitter and five to ten pairs of receivers and bucking coils that are balanced to remove direct coupling. The signals are combined in a wide variety of ways to produce the responses desired, as for example, deep-reading, high vertical resolution or some combination of both. There are trade-offs in any response. For example, a deep-reading log typically will not have high vertical resolution. If it does, it will be more sensitive to the invasion condition and cave effect.",Formation Evaluation,https://glossary.slb.com/en/terms/a/array_induction
array laterolog,"[Formation Evaluation] An electrode device with multiple current electrodes configured in several different ways to produce several different responses. A typical array consists of a central electrode emitting survey current, with multiple guard electrodes above and below it. Current is sent between different guard electrodes to achieve greater or less focusing. The greater the focusing, the greater the depth of investigation. About five basic measurements are obtained in this way. This hardware focusing may be further improved by software focusing, in which the signals from the basic measurements are superimposed mathematically to ensure proper focusing in a wide range of conditions.",Formation Evaluation,https://glossary.slb.com/en/terms/a/array_laterolog
array propagation resistivity,"[Formation Evaluation] A resistivity recorded by a measurements-while-drilling propagation tool consisting of an array of transmitters and receivers whose signals are recorded separately and combined by software to produce the response desired. In a typical design, five transmitters emit a signal, and the phase shift and attenuation between two receivers are recorded. The phase shifts and attenuations are combined in different ways to produce borehole-compensated logs with different depths of investigation and radial resolution.",Formation Evaluation,https://glossary.slb.com/en/terms/a/array_propagation_resistivity
array sonic,"[Formation Evaluation] A type of acoustic logging tool that uses a large number of receivers, typically 4 to 12. Modern acoustic logging tools are designed to measure not only the compressional wave but also the shear and other acoustic waves generated by the transmitter. The separation and identification of these waves are facilitated by the use of an array of receivers placed about 6 in [15 cm] apart, which is close enough to avoid aliasing but far enough to sample a significant moveout in the wave. The waveforms at each receiver are recorded and processed by signal processing techniques, such as slowness-time coherence, to measure the velocities of the different waves.",Formation Evaluation,https://glossary.slb.com/en/terms/a/array_sonic
attenuation,"1. (n.) [Geophysics] The loss of energy or amplitude of waves as they pass through media. Seismic waves lose energy through absorption, reflection, and refraction at interfaces; mode conversion and spherical divergence; or spreading of the wave. | 2. (n.) [Formation Evaluation] The reduction in amplitude of an electromagnetic wave passing through the formation, usually measured in decibels per meter, dB/m. The term is used in particular with reference to the propagation resistivity log and the electromagnetic propagation log.",Formation Evaluation; Geophysics,https://glossary.slb.com/en/terms/a/attenuation
attenuation resistivity,"[Formation Evaluation] The ability of a formation to resist electrical conduction, as derived from the reduction in amplitude of the electromagnetic wave generated in a propagation resistivity measurement. At the frequencies used and within the range of measurement, the attenuation depends almost solely on the resistivity, so that the former can be transformed to the latter with a simple algorithm. The transform also depends on transmitter/receiver spacings and tool design. For a 2-MHz measurement, a typical measurement range is 0.2 to 50 ohm.m. Above 50 ohm.m, the dependence of attenuation on resistivity is too small to measure accurately.",Formation Evaluation,https://glossary.slb.com/en/terms/a/attenuation_resistivity
azimuthal,"1. (adj.) [Formation Evaluation] Pertaining to being focused in one direction. An azimuthal, or azimuthally focused, measurement has one or more directions perpendicular to the surface of a logging tool from which it receives most of its signal. Examples are the density, laterolog and microresistivity logs. A nonazimuthal, or azimuthally symmetric measurement is one which measures equally in all directions around the tool. Examples are the induction, propagation resistivity log, and gamma ray. | 2. (adj.) [Geology] Pertaining to the angle between the vertical projection of a line of interest onto a horizontal surface and true north or magnetic north measured in a horizontal plane, typically measured clockwise from north.",Formation Evaluation; Geology,https://glossary.slb.com/en/terms/a/azimuthal
azimuthal density,"[Formation Evaluation] A type of logging while drilling density log in which the density is measured at different azimuths around the drill collar. The density measurement is focused so that when the collar rotates, the measurement sees different azimuths around the borehole. An average density can be calculated by summing all the azimuthal data. Alternatively, the data can be summed over different segments, for example in four quadrants, to give an azimuthal density in four directions. When the hole is overgauge, certain quadrants will be firmly pressed against the borehole wall, while others may have a significant standoff and too high a delta rho. The good quadrants can then be chosen for formation evaluation.",Formation Evaluation,https://glossary.slb.com/en/terms/a/azimuthal_density
azimuthal laterolog,"[Formation Evaluation] A type of electrode device that is able to measure resistivity in different directions around the sonde. In most laterologs, the electrodes are cylinders that average the resistivity azimuthally around the sonde. In azimuthal laterologs, the electrode is segmented radially in several portions, each of which responds to the resistivity in the direction it is facing.",Formation Evaluation,https://glossary.slb.com/en/terms/a/azimuthal_laterolog
azimuthal resolution,"[Formation Evaluation] An angle that characterizes the ability of an azimuthal logging measurement to resolve changes in different directions around the tool; alternatively, the smallest angle for which a significant change can be detected.",Formation Evaluation,https://glossary.slb.com/en/terms/a/azimuthal_resolution
backup curve,"[Formation Evaluation] An extra curve on a log, designed to appear when the standard curve goes off track. For example, if the standard gamma ray curve is presented on a scale of 0 to 200 gAPI, the backup curve may be scaled from 200 to 400 gAPI. Alternatively, if the standard resistivity log is presented on a scale of 0 to 50 ohm.m, the backup curve might be presented on a scale of 0 to 500 ohm.m in the same track but be blanked off for readings below 50 ohm.m. The backup curve usually has the same coding as the standard curve but a different line weight.",Formation Evaluation,https://glossary.slb.com/en/terms/b/backup_curve
bad hole,"[Formation Evaluation] A borehole that is not to gauge or is rugose. The term usually refers to the detrimental effect that such a borehole has on the response of logging measurements, in particular pad tools like the density or microresistivity. The existence of bad hole is usually determined by a caliper log and on various secondary measurements such as delta rho.",Formation Evaluation,https://glossary.slb.com/en/terms/b/bad_hole
balanced array,"[Formation Evaluation] An array induction whose transmitters and receivers are arranged to produce a null reading in free space—that is, which has the mutual signal balanced to zero.",Formation Evaluation,https://glossary.slb.com/en/terms/b/balanced_array
base exchange,"1. (n.) [Formation Evaluation] The quantity of positively charged ions (cations) that a clay mineral or similar material can accommodate on its negatively charged surface, expressed as milli-ion equivalent per 100 g, or more commonly as milliequivalent (meq) per 100 g. Clays are aluminosilicates in which some of the aluminum and silicon ions have been replaced by elements with different valence, or charge. For example, aluminum (Al+++) may be replaced by iron (Fe++) or magnesium (Mg++), leading to a net negative charge. This charge attracts cations when the clay is immersed in an electrolyte such as salty water and causes an electrical double layer. The cation-exchange capacity (CEC) is often expressed in terms of its contribution per unit pore volume, Qv. In formation evaluation, it is the contribution of cation-exchange sites to the formation electrical properties that is important. Various techniques are used to measure CEC in the laboratory, such as wet chemistry, multiple salinity and membrane potential. Wet chemistry methods, such as conductometric titration, usually involve destruction or alteration of the rock. Although quicker and simpler to perform, they are less representative of electrical properties in situ. The multiple salinity and membrane potential methods are more direct measurements of the effect of CEC on formation resistivity and spontaneous potential. Antonyms: cation exchange capacity | 2. (n.) [Drilling Fluids] Quantity of positively charged ions (cations) that a clay mineral (or similar material) can accommodate on its negative charged surface, expressed as milliequivalents per 100 grams. CEC of solids in drilling muds is measured on a whole mud sample by a methylene blue capacity (MBC) test, which is typically performed to specifications established by API. CEC for a mud sample is reported as MBC, methylene blue test (MBT), or bentonite equivalent, lbm/bbl or kg/m3.",Drilling Fluids; Formation Evaluation,https://glossary.slb.com/en/terms/b/base_exchange
base log,[Formation Evaluation] The log used as the reference for depths in the well. Each log may record formation features at slightly different depths because of their different response and the difficulty of aligning depths. It is therefore important to select one log to which the other logs are depth matched and that is used as the reference for well-to-well correlation and mechanical operations such as perforating. The gamma ray is most often used as the base log because it can be recorded in both open and cased holes.,Formation Evaluation,https://glossary.slb.com/en/terms/b/base_log
BHT,"[Formation Evaluation] The temperature in the borehole at total depth at the time it is measured. In log interpretation, the bottom hole temperature (BHT) is taken as the maximum recorded temperature during a logging run, or preferably the last of series of runs during the same operation. BHT is the temperature used for the interpretation of logs at total depth. Farther up the hole, the correct temperature is calculated by assuming a certain temperature gradient. The BHT lies between the bottomhole circulating temperature (BHCT) and the bottomhole static temperature (BHST).",Formation Evaluation,https://glossary.slb.com/en/terms/b/bht
bimetallism,"[Formation Evaluation] The electromagnetic force created by two different metals in contact with each other. If two such metals are in contact in a logging tool and also communicate along a conductive borehole, then a potential drop is generated in the borehole. This potential drop will appear on the spontaneous potential (SP) log, where it can be confused with the electrochemical potential. Since the magnitude of the drop depends on the formation resistivity, the effect of bimetallism is often seen as a resistivity log superimposed on the normal SP. Under usual circumstances, the effect of bimetallism on the SP is small, and care is taken to avoid it.",Formation Evaluation,https://glossary.slb.com/en/terms/b/bimetallism
Biot theory,"[Formation Evaluation] A theory developed by M.A. Biot for acoustic propagation in a porous and elastic medium. Compressional and shear velocities can be calculated by standard elastic theory from the composite density, shear, and bulk modulus of the total rock. The problem is how to determine these from the properties of the constituent parts. Biot showed that the composite properties could be determined from the porosity and the elastic properties (density and moduli) of the fluid, the solid material, and the empty rock skeleton, or framework. To account for different frequencies of propagation, it is also necessary to know the frequency, the permeability of the rock, the viscosity of the fluid, and a coefficient for the inertial drag between skeleton and fluid. Unlike the Gassmann model, the Biot theory takes into account frequency variations and allows for relative motion between fluid and rock framework. As a result, it predicts some of the observed changes in velocity with frequency as well as the critical frequency below which the Gassmann model is valid. It also predicts the existence of a so-called slow wave in addition to the shear wave and the compressional, or fast wave. The slow wave arises when the fluid and the skeleton move 180° out-of-phase with each other. Its velocity is related to fluid mobility, but unfortunately has been observed only in the laboratory, not on logs. At logging frequencies, it degenerates into a diffusion phenomenon rather than a wave, and is apparently too highly attenuated to be observed in real rocks. However, in permeable formations, the Stoneley wave couples into the slow wave, causing the attenuation and dispersion that allow the measurement of Stoneley permeability. The full Biot theory is used mainly to analyze laboratory data. For practical log interpretation, it is more common to use the simpler Gassmann model. Reference: Biot MA: Theory of Propagation of Elastic Waves in a Fluid-Saturated Porous Solid: I Low Frequency Range, Journal of the Acoustical Society of America 28, (1956): 168-178. Biot MA: Theory of Propagation of Elastic Waves in a Fluid-Saturated Porous Solid: II Higher Frequency Range,Journal of the Acoustical Society of America 28, (1956): 179-191.",Formation Evaluation,https://glossary.slb.com/en/terms/b/biot_theory
bit resistivity,"[Formation Evaluation] The resistivity measured at the drill bit by a measurements-while-drilling (MWD) tool. The bit resistivity measurement responds to resistivity changes as the bit penetrates the formation, or when the time after bit is zero. It is thus an early indication of formation change. The measurement is similar to a wireline electrode device except that toroids are used instead of electrodes. A transmitter toroid induces a low-frequency current in the drillstring, which flows out of the bit and returns farther up the string. The magnitude of the current depends on the resistivity near the bit, and is measured by another toroid. The vertical resolution and depth of investigation depend on the distances between the toroids and the bit, which, in turn, depend on the type of bottomhole assembly (BHA) used. The depth of investigation is sufficient that the effect of the borehole is normally small. The measurement is unfocused and usually not borehole-corrected. Since both bit and drillstring are in physical contact with the formation, it is possible to make the measurement in oil-based muds.",Formation Evaluation,https://glossary.slb.com/en/terms/b/bit_resistivity
borehole compensation,"[Formation Evaluation] An upgoing and downgoing arrangement of transducers in a logging tool, largely to offset spurious changes in reading caused by variations in borehole size or sonde tilt. The technique is used for measurements that rely on the propagation of a wave, such as sonic, propagation resistivity, and electromagnetic propagation measurement. Propagation logs rely on measuring the difference in properties of a wave at two receivers. The borehole influences this difference if the tool is tilted or if there is a cave opposite one of the receivers. The effect can be compensated for by using two transmitters that radiate sequentially in opposite directions. In ideal conditions, the effect of a tilt or a cave is exactly opposite for the two transmitters, so that an average gives the correct result. Borehole compensation is different from borehole correction.",Formation Evaluation,https://glossary.slb.com/en/terms/b/borehole_compensation
borehole correction,"[Formation Evaluation] The amount by which a log measurement must be adjusted to remove the contribution of the borehole. Although most log measurements are designed to pick up a minimum of signal from the borehole, some contribution usually remains. This contribution may be removed by software or by manual entry into correction charts. In resistivity logging, the correction replaces the borehole with a resistivity equal to that of the formation. In nuclear logging, the correction adjusts the reading to that which would be found in a standard condition, such as an 8-in [20-cm] borehole filled with fresh water.",Formation Evaluation,https://glossary.slb.com/en/terms/b/borehole_correction
borehole gravity,"[Formation Evaluation] Pertaining to the detection of the Earth's gravitational field within a wellbore. Subtle vertical variations of the Earth's gravity field may be detected over the length of a borehole. These depend on the variations in the formation density not only above and below the sensor, but also laterally away from the borehole. Thus, borehole gravity measurements may be used to detect the following phenomena: overburden pressure lateral formation density changes arising from porosity changes away from the borehole (fracture fields, vugs) lateral proximity to lithology changes, such as major faulting or salt intrusions time-lapse density measurements to monitor fluid saturation changes during the life of a reservoir. In borehole gravity measurements, highly accurate formation density measurements, averaged over a large volume, may be made by comparing changes of gravity between measurement stations.",Formation Evaluation,https://glossary.slb.com/en/terms/b/borehole_gravity
borehole gravity meter,"[Formation Evaluation] A logging instrument capable of making relative gravity measurements at stations along the borehole with a sensitivity and repeatability in the microGal range (about 1 part in 10–9 of the Earth's gravity field) The only commercial measurement device capable of this precision is the LaCoste & Romberg borehole gravimeter, although several research projects have been proposed to replace this classic technology.",Formation Evaluation,https://glossary.slb.com/en/terms/b/borehole_gravity_meter
borehole televiewer,"[Formation Evaluation] An ultrasonic logging device with a radially mounted rotating transducer that is used to scan the borehole wall. The transducer (in transmit mode) emits a high-frequency pulse that is reflected by the borehole wall back to the transducer (in receive mode). In openhole applications, it can be used to measure the borehole diameter (by measuring the acoustic transit time between transducer and borehole wall) and the amplitude of acoustic signals reflected by the borehole wall. The transducer is rotated to produce a cross section of the borehole size and images of the borehole wall. These are used to identify fractures, breakouts, and other borehole features. In cased hole, they are used to identify internal corrosion.",Formation Evaluation,https://glossary.slb.com/en/terms/b/borehole_televiewer
Born method,"[Formation Evaluation] A method of analyzing the response of an induction logging tool that considers the contribution of each element of the formation as a perturbation from the average background conductivity. The development of the solution is similar to the Born approximation in quantum mechanics, since the latter also involves a single scattering. The Born response is valid for modest formation contrasts. The zero-conductivity Born response is identical to the geometrical factor.",Formation Evaluation,https://glossary.slb.com/en/terms/b/born_method
bottom log interval,"[Formation Evaluation] The bottom of the interval recorded on the log, or the deepest point at which the log readings are valid. At the bottom of the well, each log will have a valid first reading at a different depth. The bottom log interval is then either the lowermost first reading or the first reading of the most important log. Antonyms: top log interval",Formation Evaluation,https://glossary.slb.com/en/terms/b/bottom_log_interval
bottomhole temperature,"1. (n.) [Formation Evaluation] The temperature in the borehole at total depth at the time it is measured. In log interpretation, the bottomhole temperature (BHT) is taken as the maximum recorded temperature during a logging run or preferably the last of series of runs during the same operation. BHT is the temperature used for the interpretation of logs at total depth. Farther up the hole, the correct temperature is calculated by assuming a certain temperature gradient. The BHT lies between the bottomhole circulating temperature (BHCT) and the bottomhole static temperature (BHST). | 2. (n.) [Well Completions] The downhole temperature measured or calculated at a point of interest. The BHT, without reference to circulating or static conditions, is typically associated with producing conditions.",Formation Evaluation; Well Completions,https://glossary.slb.com/en/terms/b/bottomhole_temperature
bound fluid,"[Formation Evaluation] Fluid in the pore space that does not flow under normal reservoir conditions. This fluid may include water, oil, or gas, but most often refers just to bound water. Bound fluid does not flow on primary or secondary production, injection, or invasion unless the rock wettability is altered. When used in connection with a nuclear magnetic resonance measurement, the term refers to the signal that occurs below a certain cutoff, typically 33 ms in sandstones and 100 ms in carbonates. The source of this signal is bound water but may also include oil with a viscosity above about 60 cP in sandstones or 30 cP in carbonates. Note that, contrary to the sense of ""bound,"" this oil may or may not be moveable under normal reservoir conditions.",Formation Evaluation,https://glossary.slb.com/en/terms/b/bound_fluid
bound water,"[Formation Evaluation] Water in the pore space that does not flow under normal reservoir conditions. Bound water does not flow on primary or secondary production, injection, or invasion unless the rock wettability is altered. When used in connection with a nuclear magnetic resonance measurement, the term refers to all the water that is not free to move. This includes capillary-bound water and clay-bound water. However, water in mineral hydrates is not included as it relaxes too fast to be measured by nuclear magnetic resonance (NMR). In practice, bound water is defined as the water signal below a certain cutoff, typically 33 ms in sandstones and 100 ms in carbonates. When used in connection with the dual water model, the term refers to the clay-bound water only. In the Hill-Shirley-Klein model, the term is known as the hydration water.",Formation Evaluation,https://glossary.slb.com/en/terms/b/bound_water
bound-fluid log,"[Formation Evaluation] A type of nuclear magnetic resonance (NMR) log that is designed to record properly only the bound fluid. Bound fluid is characterized by a fast relaxation time, typically less than 33 ms in sandstones and 100 ms in carbonate rocks. Therefore, the wait time for a bound fluid log can be much shorter than for standard NMR logs, with the result that logging speeds are much faster.",Formation Evaluation,https://glossary.slb.com/en/terms/b/bound-fluid_log
