term,definition,disciplines,url
active sulfide,"[Drilling Fluids] A compound of sulfur that contains the S-2 ion. Sulfides can be generated from soluble iron sulfide minerals or from sulfate-reducing bacteria. The term ""active sulfide"" is used to denote compounds that revert to the highly toxic H2S gas when acidified with 2-molar citric acid solution, as opposed to inert sulfide, which is stable. Active sulfides include calcium sulfide and bisulfide formed when H2S reacts with lime in an oil-base mud. Their accumulation constitutes a safety concern at the rig because of the risk of reverting to H2S gas should an acidic influx occur. They may be converted to inert sulfides by adding zinc oxide. Reference: Garrett RL, Carlton LA and Denekas MO: ""Methods for Field Monitoring of Oil-Based Drilling Fluids for Hydrogen Sulfide and Water Intrusions,"" SPE Drilling Engineering 3, no.3 (September 1988): 296-302. Antonyms: inert sulfide",Drilling Fluids,https://glossary.slb.com/en/terms/a/active_sulfide
activity of aqueous solutions,"[Drilling Fluids] The escaping tendency, or vapor pressure, of water molecules in an aqueous solution compared with that of pure water, typically abbreviated aw. Activity is expressed mathematically as the ratio of two vapor pressures: aw = p/po, where p is vapor pressure of the solution and po is vapor pressure of pure water. The ratio ranges from near 0 to 1.0 and corresponds to percent relative humidity (% RH) of air in equilibrium with the aqueous solution. For pure water, aw = po/po = 1.00 and RH = 100%. By increasing the concentration of salt (or other solutes) in the solution, aw decreases, because vapor pressure of the solution decreases. However, aw never reaches zero. Known-activity, saturated-salt solutions are used to calibrate RH meters. Measuring RH of air above an oil mud is a simple way to measure the activity (salinity) of its water phase. Adjusting the salinity of the water phase is a way to control movement of water into or out of shales that are being drilled with an oil mud. Chenevert related aw in oil mud to RH above the mud sample and devised a practical test using an electrohygrometer to measure RH, called the ""Chenevert Method.""",Drilling Fluids,https://glossary.slb.com/en/terms/a/activity_of_aqueous_solutions
acyclic compound,"[Drilling Fluids] One of a group of organic compounds of carbon (C) and hydrogen (H) in which the carbon atoms have linear, branched chain (open), or both types of structures. Aliphatics, as they are informally called, can be divided into paraffinic (saturated) and olefinic (unsaturated) chain types. The simplest paraffinic aliphatic is methane, CH4. The simplest olefinic aliphatic is ethylene, C2H6. In drilling fluids, particularly oil-base muds, the amounts and types of hydrocarbon in the mud can be an important parameter in overall performance of the mud.",Drilling Fluids,https://glossary.slb.com/en/terms/a/acyclic_compound
aerobic,"1. (adj.) [Drilling Fluids] Referring to a condition or a situation in which free oxygen exists in an environment. | 2. (adj.) [Drilling Fluids] Referring to a condition or a situation or a living creature, such as a bacteria, in which oxygen is required to sustain life. Antonyms: anaerobic",Drilling Fluids,https://glossary.slb.com/en/terms/a/aerobic
agglomeration,"[Drilling Fluids] The formation of groups or clusters of particles (aggregates) in a fluid. In water or in water-base drilling fluid, clay particles form aggregates in a dehydrated, face-to-face configuration. This occurs after a massive influx of hardness ions into freshwater mud or during changeover to a lime mud or gyp mud. Agglomeration results in drastic reductions in plastic viscosity, yield point and gel strength. It is part of wastewater cleanup and water clarification. Alum or polymers cause colloidal particles to aggregate, allowing easier separation.",Drilling Fluids,https://glossary.slb.com/en/terms/a/agglomeration
aggregate,"[Drilling Fluids] Group or cluster of particles in a fluid. In water or in water-base drilling fluid, clay particles form aggregates in a dehydrated, face-to-face configuration. This occurs after a massive influx of hardness ions into freshwater mud or during changeover to a lime mud or gyp mud. Aggregation results in drastic reductions in plastic viscosity, yield point and gel strength. It is part of wastewater cleanup and water clarification. Alum or polymers cause colloidal particles to aggregate, allowing easier separation.",Drilling Fluids,https://glossary.slb.com/en/terms/a/aggregate
aggregation,"[Drilling Fluids] The formation of groups or clusters of particles (aggregates) in a fluid. In water or in water-base drilling fluid, clay particles form aggregates in a dehydrated, face-to-face configuration. This occurs after a massive influx of hardness ions into freshwater mud or during changeover to a lime mud or gyp mud. Aggregation results in drastic reductions in plastic viscosity, yield point and gel strength. It is part of wastewater cleanup and water clarification. Alum or polymers cause colloidal particles to aggregate, allowing easier separation.",Drilling Fluids,https://glossary.slb.com/en/terms/a/aggregation
air-cut mud,"[Drilling, Drilling Fluids] A drilling fluid (or mud) that has gas (air or natural gas) bubbles in it, resulting in a lower bulk, unpressurized density compared with a mud not cut by gas. The density of gas-cut mud can be measured accurately using a pressurized mud balance. Defoamer chemicals added to the mud or a mechanical vacuum pump degasser can liberate the trapped gas. The derrickman periodically measures mud density and communicates the results to the driller via an intercom, typically reporting something like ""9.6 heavy,"" ""10.4,"" or ""13.2 light,"" indicating more than 9.6 pounds per gallon, 10.4 pounds per gallon, or less than 13.2 pounds per gallon, respectively. Each tenth of a pound per gallon is referred to as a ""point"" of mud weight. Note that for this low-accuracy measurement, no direct mention of gas cut is made. A gas cut is inferred only if the mud returning to the surface is significantly less dense than it should be. In the case of the mud logger's measurement, ""units"" of gas (having virtually no absolute meaning) are reported. For the mud logger's measurement, a direct indication of combustible gases is made, with no direct correlation to mud weight.","Drilling, Drilling Fluids",https://glossary.slb.com/en/terms/a/air-cut_mud
aliphatic compound,"[Drilling Fluids] One of a group of organic compounds of carbon (C) and hydrogen (H) in which the carbon atoms have linear, branched chain (open), or both types of structures. Aliphatics, as they are informally called, can be divided into paraffinic (saturated) and olefinic (unsaturated) chain types. The simplest aliphatic, paraffinic hydrocarbon is methane, CH4. The simplest aliphatic, olefinic hydrocarbon is ethylene, C2H6. In drilling fluids, particularly oil-base muds, the amounts and types of hydrocarbon in the mud can be an important parameter in overall performance of the mud.",Drilling Fluids,https://glossary.slb.com/en/terms/a/aliphatic_compound
alkaline,"[Drilling Fluids] Pertaining to an aqueous solution, such as a water-based drilling fluid, which has more hydroxyl ions (OH–) than hydrogen ions (H+) and pH greater than 7. Antonyms: acid",Drilling Fluids,https://glossary.slb.com/en/terms/a/alkaline
alkalinity,"[Drilling Fluids] A chemical property of an aqueous system that implies that there are more hydroxyl ions (OH–) in the system, or a potential to produce more hydroxyl ions, than there are hydrogen ions (H+), or potential to produce hydrogen ions. Antonyms: acidity",Drilling Fluids,https://glossary.slb.com/en/terms/a/alkalinity
alkalinity test,"[Drilling Fluids] A measure of the total amount of hydroxyl ions in a solution as determined by titration with standardized acid. This test is a well-known water-analysis procedure to estimate hydroxyl, carbonate ion and bicarbonate ion concentrations. There are two pH endpoints, P and M, in this titration, corresponding to phenolphthalein and methyl orange indicators. The ""P"" endpoint is at pH 8.3 and the ""M"" endpoint is at pH 4.3. Each is reported in units of cm3 acid/cm3 sample. For water samples and very simple mud filtrates, P and M data indicate OH–, HCO3– and CO3–2 concentrations, but an alkalinity test is unreliable for analyzing complex mud filtrates. The API has established standards for conducting alkalinity tests.",Drilling Fluids,https://glossary.slb.com/en/terms/a/alkalinity_test
alum,[Drilling Fluids] A series of double salts of aluminum sulfate and potassium sulfate with the formula Al2(SO4)3·K2SO4·nH2O. Alum is used as a colloidal flocculant in wastewater cleanup.,Drilling Fluids,https://glossary.slb.com/en/terms/a/alum
aluminum stearate,"[Drilling Fluids] The salt of aluminum hydroxide and stearic acid (saturated C18 fatty acid) with the formula Al(O2C18H35)3. It is a grease-like solid. When mixed with oil (for example, diesel oil) and the mixture sprayed onto the surface of a foamy water mud, it helps the gas bubbles break out of the mud.",Drilling Fluids,https://glossary.slb.com/en/terms/a/aluminum_stearate
amides,"[Drilling Fluids] A group of organic chemicals with the general formula RCO–NH2 formed from reactions of ammonia (NH3) and a carboxylic acid, RCOO–H+. ""R"" groups range from hydrogen to various linear and ring structures. Amides and polyamides are emulsifiers and surfactants, many of which are made from fatty acids.",Drilling Fluids,https://glossary.slb.com/en/terms/a/amides
amines,"[Drilling Fluids] A group of organic chemicals that are analogs of ammonia (NH3), in which either one, two or three hydrogen atoms of ammonia are replaced by organic radicals. General formulas are: (1) primary amines, RNH2, (2) secondary amines, R1R2NH, (3) tertiary amines, R1R2R3N and quaternary amines, R1R2R3 R4N+X (where X represents an anion). Amines are organic bases (mildly alkaline) and react with acids to form nitrogenous, organic salts. Amines made from fatty acids are emulsifiers and oil-wetting agents for oilfield chemicals.",Drilling Fluids,https://glossary.slb.com/en/terms/a/amines
AMPS,"[Drilling Fluids] A copolymer of 2-acrylamido-2methyl propane sulfonate and acrylamide. AMPS polymers are highly water-soluble anionic additives designed for high-salinity and high-temperature water-mud applications. (Alkyl-substituted acrylamide can be used instead of ordinary acrylamide, which lessens its vulnerability to hydrolysis at high temperature and high pH.) Polymers from 0.75 to 1.5 MM molecular weight are suggested for fluid-loss control in these difficult muds. Reference: Perricone AC, Enright DP and Lucas JM: ""Vinyl Sulfonate Copolymers for High-Temperature Filtration Control of Water-Base Muds,"" SPE Drilling Engineering 1, no. 5 (October 1986): 358-364.",Drilling Fluids,https://glossary.slb.com/en/terms/a/amps
anaerobic,"1. (adj.) [Geology] The condition of an environment in which free oxygen is lacking or absent. | 2. (adj.) [Geology] A description of organisms that can survive in the absence of oxygen, particularly bacteria. | 3. (adj.) [Drilling Fluids] Pertaining to systems, reactions, or life processes of species, such as bacteria, in which atmospheric oxygen is not present or not required for survival. Antonyms: aerobic",Drilling Fluids; Geology,https://glossary.slb.com/en/terms/a/anaerobic
anhydrite,"1. (n.) [Geology] [CaSO4] A member of the evaporite group of minerals and the soft rock comprising anhydrite formed by precipitation of calcium sulfate from evaporation of seawater. Anhydrite can also form through the dehydration of gypsum, another sulfate mineral found in evaporites. Anhydrite may occur as a caprock above salt domes. | 2. (n.) [Drilling Fluids] The anhydrous mineral form of calcium sulfate, CaSO4. (gypsum, CaSO4·2H2O, is the hydrated form.) The presence of anhydrite or gypsum in rock will influence the type of mud selected for drilling the rock because when CaSO4 dissolves in a water mud, Ca+2 and SO4–2 ions are formed. Although both ions are detrimental to freshwater mud properties, Ca+2 is the more harmful of the two.",Drilling Fluids; Geology,https://glossary.slb.com/en/terms/a/anhydrite
aniline point test,"[Drilling Fluids] A test to evaluate base oils that are used in oil mud. The test indicates if an oil is likely to damage elastomers (rubber compounds) that come in contact with the oil. The aniline point is called the ""aniline point temperature,"" which is the lowest temperature at which equal volumes of aniline (C6H5NH2) and the oil form a single phase. The aniline point (AP) correlates roughly with the amount and type of aromatic hydrocarbons in an oil sample. A low AP is indicative of higher aromatics, while a high AP is indicative of lower aromatics content. Diesel oil with AP below 120 degF [49 degC] is probably risky to use in oil-based mud. The API has developed test procedures that are the standard for the industry.",Drilling Fluids,https://glossary.slb.com/en/terms/a/aniline_point_test
anion,"[Drilling Fluids] A negatively charged ion. Clay surfaces, groups on polymer chains, colloids, and other materials have distinct, negatively charged areas or ions. Anionic characteristics affect performance of additives and contaminants in drilling fluids, especially water muds, in which clays and polymers are used extensively.",Drilling Fluids,https://glossary.slb.com/en/terms/a/anion
anionic,"[Drilling Fluids] Related to negatively charged ions. Clay surfaces, groups on polymer chains, colloids, and other materials have distinct, negatively charged areas or ions. Anionic characteristics affect performance of additives and contaminants in drilling fluids, especially water muds, in which clays and polymers are used extensively. Antonyms: cationic",Drilling Fluids,https://glossary.slb.com/en/terms/a/anionic
anode,"1. (n.) [Drilling Fluids] The half of a battery that is positively charged and to which anions migrate by electrostatic attraction. Half of an electrolytic corrosion cell in metal is called the ""anode,"" from which metal dissolves, often leaving pits. The anode is the part of a corrosion cell in which oxidation occurs. Antonyms: cathode | 2. (n.) [Drilling Fluids] A protective device to prevent electrolytic corrosion. Anodes (often made of Mg or Al metal) are sacrificed intentionally to protect a steel system, such as a buried pipeline or offshore platform.",Drilling Fluids,https://glossary.slb.com/en/terms/a/anode
antifoam,"1. (n.) [Drilling Fluids] A mud additive used to lower interfacial tension so that trapped gas will readily escape from mud. Mechanical degassing equipment is commonly used along with defoamer. Octyl alcohol, aluminum stearate, various glycols, silicones, and sulfonated hydrocarbons are used as defoamers. | 2. (n.) [Well Workover and Intervention] A chemical additive used to prevent the formation of foam during the preparation of a treatment fluid or slurries at surface. Excess foam created during the mixing process may cause handling and pumping difficulties and may interfere with the performance or quality control of the mixed fluid. Antifoam agents may also be used to break foams returned from the wellbore, following a treatment, in preparation for disposal of the fluids. Antonyms: foaming agent",Drilling Fluids; Well Workover and Intervention,https://glossary.slb.com/en/terms/a/antifoam
antifoam agent,"1. (n.) [Drilling Fluids] A mud additive used to lower interfacial tension so that trapped gas will readily escape from mud. Mechanical degassing equipment is commonly used along with defoamer. Octyl alcohol, aluminum stearate, various glycols, silicones, and sulfonated hydrocarbons are used as defoamers. | 2. (n.) [Well Workover and Intervention] A chemical additive used to prevent the formation of foam during the preparation of a treatment fluid or slurries at surface. Excess foam created during the mixing process may cause handling and pumping difficulties and may interfere with the performance or quality control of the mixed fluid. Antifoam agents may also be used to break foams returned from the wellbore, following a treatment, in preparation for disposal of the fluids. Antonyms: foaming agent",Drilling Fluids; Well Workover and Intervention,https://glossary.slb.com/en/terms/a/antifoam_agent
API cement,"[Drilling Fluids] One of several classes of cement manufactured to the specifications of the American Petroleum Institute (API) Specification 10A. Classes of API cement are A, B, C, D, E, F, G, and H.",Drilling Fluids,https://glossary.slb.com/en/terms/a/api_cement
API fluid-loss test,"[Drilling Fluids] A test to measure static filtration behavior of water mud at ambient (room) temperature and 100-psi differential pressure, usually performed according to specifications set by API, using a static filter press. The filter medium is filter paper with 7.1-in2 filtering area. A half-size cell is sometimes used, in which case the filtrate volume is doubled.",Drilling Fluids,https://glossary.slb.com/en/terms/a/api_fluid-loss_test
API Recommended Practice 10B: Recommended Practice for Testing Well Cements,[Drilling Fluids] The industry-standard document that provides guidelines for testing methods for cements and cement formulations for use in well cementing. These recommended procedures are commonly modified to address the specific conditions of a particular well.,Drilling Fluids,https://glossary.slb.com/en/terms/a/api_recommended_practice_10b_recommended_practice_for_testing_well_cements
API Spec 10A: Specification for Cements and Materials for Well Cementing,[Drilling Fluids] The industry standard document that specifies requirements for API well cements and specification-testing methods.,Drilling Fluids,https://glossary.slb.com/en/terms/a/api_specification_10a_specification_for_cements_and_materials_for_well_cementing
API water,[Drilling Fluids] The amount of mixing water specified in API Specification 10A for specification testing of cement to meet API requirements. This amount is not intended to be a guide for mix water requirements in field applications.,Drilling Fluids,https://glossary.slb.com/en/terms/a/api_water
apparent viscosity,"1. (n.) [Drilling Fluids] The viscosity of a fluid measured at a given shear rate at a fixed temperature. In order for a viscosity measurement to be meaningful, the shear rate must be stated or defined. | 2. (n.) [Drilling Fluids] The viscosity of a fluid measured at the shear rate specified by API. In the Bingham plastic rheology model, apparent viscosity (AV) is one-half of the dial reading at 600 rpm (1,022 sec–1 shear rate) using a direct-indicating, rotational viscometer. For example, a 600-rpm dial reading is 50 and the AV is 50/2, or 25 cP.",Drilling Fluids,https://glossary.slb.com/en/terms/a/apparent_viscosity
aromatic content test,"[Drilling Fluids] One of two quantitative analysis procedures for measuring aromatic content of base oils for use in oil mud as proscribed by the API. Results of the two aromatic content tests may differ because of the way the two gas-chromatography techniques separate and identify aromatics. The Institute of Petroleum (IP) instruments are more widely available than the American Society for Testing and Materials (ASTM) instruments, and the Institute of Petroleum method measures trace levels better than the more complex ASTM method.",Drilling Fluids,https://glossary.slb.com/en/terms/a/aromatic_content_test
aromatic hydrocarbon,"[Drilling Fluids] A type of compound containing hydrogen and carbon atoms arranged in a symmetrical 6-carbon ring structure with single (C-C) and double (C=C) bonds alternating around the ring. Rings are single, multiple or fused and can have other chemical groups attached in place of hydrogen. Benzene, C6H6 is the simplest single-ring aromatic, napthalene, C10H8, the simplest fused-ring aromatic and toluene is the simplest aromatic, having an alkyl side chain, C6H5-CH3. Xylene, a common oilfield chemical, has two methyl side chains, C6H4-(CH3)2. Aniline is the simplest aromatic amine, C6H5-NH2 and is used in the aniline point test. Aromatic hydrocarbons in oils used to prepare oil-base mud can damage elastomers and increase the toxicity of the fluid. The aniline point test is used for screening oils to infer aromatic content.",Drilling Fluids,https://glossary.slb.com/en/terms/a/aromatic_hydrocarbon
asphaltic mud additive,"[Drilling Fluids] A group of high-viscosity or solid hydrocarbons obtained from naturally occurring deposits or from the residue of petroleum refining, commonly used as additives for oil-based and water-based muds. Molten asphalt can be further processed by heating and passing air through the melt to oxidize and polymerize its components. Cooled, air-blown asphalt is glassy and can be ground. It has a high softening point and polar sites that offer emulsion-stabilizing qualities and affinity for clays and shales.",Drilling Fluids,https://glossary.slb.com/en/terms/a/asphaltic_mud_additive
ASTM,"[Drilling Fluids] The designation of a standard developed by ASTM International. Until 2001, ASTM was an acronym for the American Society for Testing and Materials, but the organization changed its name to ASTM International to reflect its global scope as a forum for development of international voluntary consensus standards. Some API procedures for drilling fluids are similar to ASTM procedures.",Drilling Fluids,https://glossary.slb.com/en/terms/a/astm
attapulgite,"[Drilling Fluids] A needle-like clay mineral composed of magnesium-aluminum silicate. Major deposits occur naturally in Georgia, USA. Attapulgite and sepiolite have similar structures and both can be used in saltwater mud to provide low-shear rate viscosity for lifting cuttings out of the annulus and for barite suspension. Attapulgite and sepiolite are sometimes called ""salt gel."" Attapulgite has no capability to control the filtration properties of the mud. For use as an oil mud additive, the clay is coated with quaternary amine, which makes it oil-dispersible and provides gel structure but does not improve the filter cake, unlike organophilic bentonite clay.",Drilling Fluids,https://glossary.slb.com/en/terms/a/attapulgite
AV,"[Drilling Fluids] Abbreviation for apparent viscosity. The viscosity of a fluid measured at a given shear rate at a fixed temperature. For a viscosity measurement to be meaningful, the shear rate must be stated or defined.",Drilling Fluids,https://glossary.slb.com/en/terms/a/av
bactericide,"[Drilling Fluids] An additive that kills bacteria. Bactericides are commonly used in water muds containing natural starches and gums that are especially vulnerable to bacterial attack. Bactericide choices are limited, and care must be taken to find those that are effective yet approved by governments and by company policy. Bactericides, also called biocides, can be used to control sulfate-reducing bacteria, slime-forming bacteria, iron-oxidizing bacteria and bacteria that attacks polymers in fracture and secondary recovery fluids. In polymers, the degradation of the fluid is controlled, thus avoiding the formation of a large biomass, which could plug the formation and reduce permeability.",Drilling Fluids,https://glossary.slb.com/en/terms/b/bactericide
balanced-activity oil mud,"[Drilling Fluids] An oil-based mud in which the activity, or vapor pressure, of the brine phase is balanced with that of the formations drilled. Although long shale sections may not have a constant value for vapor pressure, aw, the oil mud will adjust osmotically to achieve an ""average"" aw value. Dynamic (autopilot) balance of mud salinity and drilled shales is maintained because as water moves into or out of the mud, it also moves out of or into the shale. As water transfer continues during drilling, the mud's water phase will be either diluted or concentrated in CaCl2 as needed to match the average aw value of the shale section and cuttings exposed to the mud. Reference: Chenevert ME: ""Shale Control With Balanced-Activity Oil-Continuous Muds,"" Journal of Petroleum Technology 33, no. 11 (November 1970): 1370-1378.",Drilling Fluids,https://glossary.slb.com/en/terms/b/balanced-activity_oil_mud
barite,"1. (n.) [Geology] [BaSO4] A dense sulfate mineral that can occur in a variety of rocks, including limestone and sandstone, with a range of accessory minerals, such as quartz, chert, dolomite, calcite, siderite and metal sulfides. Barite is commonly used to add weight to drilling fluid. Barite is of significance to petrophysicists because excess barite can require a correction factor in some well log measurements. | 2. (n.) [Drilling Fluids] A dense mineral comprising barium sulfate [BaSO4]. Commonly used as a weighting agent for all types of drilling fluids, barites are mined in many areas worldwide and shipped as ore to grinding plants in strategic locations, where API specifies grinding to a particle size of 3 to74 microns. Pure barium sulfate has a specific gravity of 4.50 g/cm3, but drilling-grade barite is expected to have a specific gravity of at least 4.20 g/cm3 to meet API specifications. Contaminants in barite, such as cement, siderite, pyrrhotite, gypsum, and anhydrite, can cause problems in certain mud systems and should be evaluated in any quality assurance program for drilling mud additives.",Drilling Fluids; Geology,https://glossary.slb.com/en/terms/b/barite
barrel equivalent,"[Drilling Fluids] A volume of 350 cm3. In mud laboratory experiments, 350 cm3 is the volume chosen to represent 42 US gallons (1 oilfield barrel) [0.159 m3], so that 1.0 gram mass represents 1.0 lbm. This is a convenient concept for mud technicians to use when mixing or pilot-testing mud samples. For example, in preparing a mud formulation or for pilot-testing purposes, adding 1.0 gram to 350 cm3 of fluid is the experimental equivalent of adding 1.0 lbm to 42 galUS [1.0 bbl] of fluid.",Drilling Fluids,https://glossary.slb.com/en/terms/b/barrel_equivalent
baryte,[Drilling Fluids] Alternate spelling of barite.,Drilling Fluids,https://glossary.slb.com/en/terms/b/baryte
base exchange,"1. (n.) [Formation Evaluation] The quantity of positively charged ions (cations) that a clay mineral or similar material can accommodate on its negatively charged surface, expressed as milli-ion equivalent per 100 g, or more commonly as milliequivalent (meq) per 100 g. Clays are aluminosilicates in which some of the aluminum and silicon ions have been replaced by elements with different valence, or charge. For example, aluminum (Al+++) may be replaced by iron (Fe++) or magnesium (Mg++), leading to a net negative charge. This charge attracts cations when the clay is immersed in an electrolyte such as salty water and causes an electrical double layer. The cation-exchange capacity (CEC) is often expressed in terms of its contribution per unit pore volume, Qv. In formation evaluation, it is the contribution of cation-exchange sites to the formation electrical properties that is important. Various techniques are used to measure CEC in the laboratory, such as wet chemistry, multiple salinity and membrane potential. Wet chemistry methods, such as conductometric titration, usually involve destruction or alteration of the rock. Although quicker and simpler to perform, they are less representative of electrical properties in situ. The multiple salinity and membrane potential methods are more direct measurements of the effect of CEC on formation resistivity and spontaneous potential. Antonyms: cation exchange capacity | 2. (n.) [Drilling Fluids] Quantity of positively charged ions (cations) that a clay mineral (or similar material) can accommodate on its negative charged surface, expressed as milliequivalents per 100 grams. CEC of solids in drilling muds is measured on a whole mud sample by a methylene blue capacity (MBC) test, which is typically performed to specifications established by API. CEC for a mud sample is reported as MBC, methylene blue test (MBT), or bentonite equivalent, lbm/bbl or kg/m3.",Drilling Fluids; Formation Evaluation,https://glossary.slb.com/en/terms/b/base_exchange
base oil,"[Drilling Fluids] Refers to the continuous phase in oil-based drilling fluids. Oil-based drilling fluids are water-in-oil emulsions in which water is the dispersed phase and oil is the dispersion, or continuous, phase. Oil-to-water ratios (OWRs) in oil-based drilling fluids vary from 65/35 to 95/5.",Drilling Fluids,https://glossary.slb.com/en/terms/b/base_oil
base slurry,[Drilling Fluids] A conventional cement slurry used as the cementitious component of a foamed cement slurry.,Drilling Fluids,https://glossary.slb.com/en/terms/b/base_slurry
BBL or bbl,"[Drilling Fluids] An abbreviation for oilfield barrel, a volume of 42 galUS [0.16 m3].",Drilling Fluids,https://glossary.slb.com/en/terms/b/bbl_or_bbl
Bc,"[Drilling Fluids] The pumpability or consistency of a slurry, measured in Bearden units of consistency (Bc), a dimensionless quantity with no direct conversion factor to more common units of viscosity.",Drilling Fluids,https://glossary.slb.com/en/terms/b/bc
Bearden units of consistency,"[Drilling Fluids] The pumpability or consistency of a slurry, measured in Bearden units of consistency (Bc), a dimensionless quantity with no direct conversion factor to more common units of viscosity.",Drilling Fluids,https://glossary.slb.com/en/terms/b/bearden_units_of_consistency
